"","metodologia","mse","accuracy","n","seed"
"299","Naive",59.556809995788,0.4,200,30
"300","Oracle",53.0770464718176,1,557,30
"301","Lasso",27.614780304089,0.68,557,31
"302","Ada Lasso",27.6983876118176,0.74,766,31
"303","Local prior",29.4031005008381,0.74,1314,31
"304","Non local",31.7882158172004,0.62,2628,31
"305","Lasso mod 10000",28.2127077213057,0.58,391,31
"306","Lasso mod 200",27.4201761094327,0.74,657,31
"307","Lasso mod 100",37.8242945551409,0.6,Inf,31
"308","Lasso mod 50",37.8242945551409,0.6,Inf,31
"309","Naive",29.8321337023296,0.4,200,31
"310","Oracle",27.3577740401694,1,511,31
"311","Lasso",37.978404364061,0.52,657,32
"312","Ada Lasso",37.2268737956698,0.64,1415,32
"313","Local prior",37.4843134592363,0.6,3066,32
"314","Non local",37.4843134592363,0.6,3066,32
"315","Lasso mod 10000",36.9070032761089,0.56,736,32
"316","Lasso mod 200",37.0550991384765,0.6,1082,32
"317","Lasso mod 100",36.8866728622993,0.56,1672,32
"318","Lasso mod 50",37.5424200687598,0.58,3680,32
"319","Naive",42.7720781358867,0.4,200,32
"320","Oracle",35.6189788379632,1,511,32
"321","Lasso",50.1982565901797,0.62,484,33
"322","Ada Lasso",50.3957207225497,0.66,511,33
"323","Local prior",51.5998252392522,0.7,2300,33
"324","Non local",55.2611988917136,0.64,6133,33
"325","Lasso mod 10000",50.5338792827308,0.58,525,33
"326","Lasso mod 200",50.9680220980019,0.62,1226,33
"327","Lasso mod 100",50.9680220980019,0.62,1226,33
"328","Lasso mod 50",51.5490990048462,0.62,2300,33
"329","Naive",52.7805007293776,0.4,200,33
"330","Oracle",48.5622496748069,1,484,33
"331","Lasso",50.4224750575692,0.6,460,34
"332","Ada Lasso",50.9139340253765,0.7,1314,34
"333","Local prior",53.734083260404,0.66,1533,34
"334","Non local",55.3385331378369,0.6,3066,34
"335","Lasso mod 10000",51.4952564556713,0.64,876,34
"336","Lasso mod 200",51.5638222719568,0.66,968,34
"337","Lasso mod 100",51.5638222719568,0.66,968,34
"338","Lasso mod 50",52.189578021499,0.64,1314,34
"339","Naive",55.4726279375625,0.4,200,34
"340","Oracle",50.7331997778846,1,511,34
"341","Lasso",33.0386944180871,0.66,681,35
"342","Ada Lasso",32.5398017635931,0.74,1150,35
"343","Local prior",35.4911188997334,0.66,2044,35
"344","Non local",34.1478099661044,0.68,3066,35
"345","Lasso mod 10000",32.7625106431059,0.68,800,35
"346","Lasso mod 200",32.7625106431059,0.68,800,35
"347","Lasso mod 100",36.2346988345083,0.6,3066,35
"348","Lasso mod 50",36.2346988345083,0.6,3066,35
"349","Naive",33.9519725325687,0.4,200,35
"350","Oracle",31.7270809844494,1,511,35
"351","Lasso",60.4717809649838,0.7,920,36
"352","Ada Lasso",60.3738469761543,0.72,1314,36
"353","Local prior",63.3668564443268,0.7,2044,36
"354","Non local",68.8410348623848,0.64,6133,36
"355","Lasso mod 10000",60.2862299424405,0.74,1150,36
"356","Lasso mod 200",67.294280551302,0.7,3066,36
"357","Lasso mod 100",67.294280551302,0.7,3066,36
"358","Lasso mod 50",67.294280551302,0.7,3066,36
"359","Naive",69.6749898724463,0.4,200,36
"360","Oracle",60.0234746082443,1,557,36
"361","Lasso",13.2959127186429,0.82,557,37
"362","Ada Lasso",14.7779830013586,0.82,920,37
"363","Local prior",14.9136789660956,0.78,1150,37
"364","Non local",16.1080805858631,0.7,2300,37
"365","Lasso mod 10000",13.787603744662,0.74,575,37
"366","Lasso mod 200",13.7549751107872,0.76,613,37
"367","Lasso mod 100",14.6733431795052,0.74,920,37
"368","Lasso mod 50",18.601108146539,0.62,6133,37
"369","Naive",15.2418453285253,0.4,200,37
"370","Oracle",13.3482689267747,1,525,37
"371","Lasso",57.6909331680279,0.62,920,38
"372","Ada Lasso",57.3323926332446,0.62,2300,38
"373","Local prior",60.6632992718107,0.66,3680,38
"374","Non local",60.6632992718107,0.66,3680,38
"375","Lasso mod 10000",54.4532542901925,0.66,1022,38
"376","Lasso mod 200",56.3494589811728,0.64,1415,38
"377","Lasso mod 100",62.1897161837581,0.64,4600,38
"378","Lasso mod 50",62.3601114705533,0.66,6133,38
"379","Naive",57.961394256463,0.4,200,38
"380","Oracle",51.6818876194109,1,497,38
"381","Lasso",62.3801766150459,0.66,613,39
"382","Ada Lasso",62.6187702196563,0.62,511,39
"383","Local prior",66.4719138300007,0.7,1840,39
"384","Non local",69.751845330686,0.64,3066,39
"385","Lasso mod 10000",62.8755034539785,0.66,766,39
"386","Lasso mod 200",62.96813030629,0.62,657,39
"387","Lasso mod 100",63.0505345685459,0.72,1314,39
"388","Lasso mod 50",63.0505345685459,0.72,1314,39
"389","Naive",66.7362886286812,0.4,200,39
"390","Oracle",59.549500958236,1,541,39
"391","Lasso",25.81951722766,0.64,613,40
"392","Ada Lasso",27.2697834745731,0.68,2300,40
"393","Local prior",26.6410545693963,0.64,2300,40
"394","Non local",27.5876191388557,0.66,2628,40
"395","Lasso mod 10000",26.1887787907033,0.7,736,40
"396","Lasso mod 200",26.3113479781978,0.66,876,40
"397","Lasso mod 100",26.3113479781978,0.66,876,40
"398","Lasso mod 50",28.5832181747504,0.66,2300,40
"399","Naive",27.6919850854802,0.4,200,40
"400","Oracle",24.8642797513665,1,497,40
"401","Lasso",42.1894074851695,0.64,511,41
"402","Ada Lasso",42.0169668210697,0.7,836,41
"403","Local prior",44.2498520023093,0.66,1226,41
"404","Non local",44.9379574059452,0.68,2300,41
"405","Lasso mod 10000",41.9933521679807,0.74,766,41
"406","Lasso mod 200",41.9933521679807,0.74,766,41
"407","Lasso mod 100",42.1906064005056,0.72,707,41
"408","Lasso mod 50",50.6814818987249,0.62,18400,41
"409","Naive",43.4471247012017,0.4,200,41
"410","Oracle",39.182091832231,1,511,41
"411","Lasso",35.5912472136322,0.7,557,42
"412","Ada Lasso",37.2890624069447,0.7,876,42
"413","Local prior",38.8508486794982,0.7,1226,42
"414","Non local",45.5205682628055,0.62,9200,42
"415","Lasso mod 10000",36.8390707102965,0.54,334,42
"416","Lasso mod 200",36.5515328536803,0.72,1022,42
"417","Lasso mod 100",36.5515328536803,0.72,1022,42
"418","Lasso mod 50",44.0192922404213,0.64,9200,42
"419","Naive",39.4467652980943,0.4,200,42
"420","Oracle",34.6036258061122,1,497,42
"421","Lasso",25.2988444627476,0.64,575,43
"422","Ada Lasso",26.2598344368676,0.68,1314,43
"423","Local prior",28.2542594293026,0.64,3680,43
"424","Non local",27.2040713149677,0.66,2300,43
"425","Lasso mod 10000",26.2600847075849,0.52,920,43
"426","Lasso mod 200",29.0869994983048,0.52,2300,43
"427","Lasso mod 100",29.0869994983048,0.52,2300,43
"428","Lasso mod 50",29.1306730086071,0.58,3680,43
"429","Naive",26.7090968519282,0.4,200,43
"430","Oracle",24.1405599834257,1,448,43
"431","Lasso",43.0788247056895,0.62,1150,44
"432","Ada Lasso",44.6017712448808,0.62,3680,44
"433","Local prior",44.4820516673995,0.64,2628,44
"434","Non local",45.2755465648476,0.64,4600,44
"435","Lasso mod 10000",41.7424281851079,0.6,800,44
"436","Lasso mod 200",42.9465190243636,0.6,1150,44
"437","Lasso mod 100",42.9465190243636,0.6,1150,44
"438","Lasso mod 50",43.3750548779462,0.64,1840,44
"439","Naive",51.047307271614,0.4,200,44
"440","Oracle",42.286306469073,1,497,44
"441","Lasso",37.0753855627899,0.72,707,45
"442","Ada Lasso",38.2381611644232,0.68,2300,45
"443","Local prior",38.2381611644232,0.68,2300,45
"444","Non local",40.824813147983,0.64,6133,45
"445","Lasso mod 10000",36.3352500078321,0.7,920,45
"446","Lasso mod 200",38.0280855865253,0.64,2300,45
"447","Lasso mod 100",40.1202698309839,0.6,3680,45
"448","Lasso mod 50",40.7244335575881,0.62,4600,45
"449","Naive",37.7360771298299,0.4,200,45
"450","Oracle",35.4172027331516,1,511,45
"451","Lasso",16.7973384620591,0.68,634,46
"452","Ada Lasso",17.5824699321129,0.66,1415,46
"453","Local prior",18.4168469458934,0.68,3066,46
"454","Non local",17.8984413815302,0.64,2628,46
"455","Lasso mod 10000",16.3292298735648,0.64,707,46
"456","Lasso mod 200",16.9674667771754,0.64,1314,46
"457","Lasso mod 100",16.9674667771754,0.64,1314,46
"458","Lasso mod 50",16.9674667771754,0.64,1314,46
"459","Naive",16.0613026409185,0.4,200,46
"460","Oracle",15.2054493684034,1,448,46
"461","Lasso",37.9831501725858,0.66,511,47
"462","Ada Lasso",38.5260806333106,0.76,1150,47
"463","Local prior",38.4793962578916,0.74,1226,47
"464","Non local",38.4793962578916,0.74,1226,47
"465","Lasso mod 10000",38.7178090295132,0.6,511,47
"466","Lasso mod 200",38.6110097771889,0.62,497,47
"467","Lasso mod 100",38.0833971404279,0.6,657,47
"468","Lasso mod 50",38.090680291139,0.62,681,47
"469","Naive",39.5856231346411,0.4,200,47
"470","Oracle",37.7211741741721,1,541,47
"471","Lasso",152.481635917809,0.72,575,48
"472","Ada Lasso",156.571559082878,0.72,1226,48
"473","Local prior",164.986371133908,0.7,1840,48
"474","Non local",170.297430816974,0.64,6133,48
"475","Lasso mod 10000",155.471524408475,0.72,736,48
"476","Lasso mod 200",155.663578453134,0.72,876,48
"477","Lasso mod 100",157.416486657792,0.7,968,48
"478","Lasso mod 50",157.416486657792,0.7,968,48
"479","Naive",164.051933988805,0.4,200,48
"480","Oracle",149.298803442936,1,471,48
"481","Lasso",91.9418906234494,0.62,1150,49
"482","Ada Lasso",93.938480093256,0.62,9200,49
"483","Local prior",91.9196246087012,0.58,3066,49
"484","Non local",93.938480093256,0.62,9200,49
"485","Lasso mod 10000",92.4347671457861,0.54,634,49
"486","Lasso mod 200",91.8556123453932,0.52,681,49
"487","Lasso mod 100",92.4336912177408,0.62,1533,49
"488","Lasso mod 50",92.4336912177408,0.62,1533,49
"489","Naive",104.507001843078,0.4,200,49
"490","Oracle",94.439345453811,1,525,49
"491","Lasso",92.4022260803374,0.7,368,50
"492","Ada Lasso",88.855996128367,0.7,541,50
"493","Local prior",99.2250495448897,0.7,1533,50
"494","Non local",96.2340786671624,0.72,1672,50
"495","Lasso mod 10000",92.3138776415978,0.7,438,50
"496","Lasso mod 200",90.4283489287524,0.74,484,50
"497","Lasso mod 100",90.4283489287524,0.74,484,50
"498","Lasso mod 50",91.9444233825364,0.64,1672,50
"499","Naive",98.6535374469235,0.4,200,50
"500","Oracle",89.3089997520303,1,525,50
"501","Lasso",61.9616055596403,0.62,408,51
"502","Ada Lasso",60.3378131974706,0.68,736,51
"503","Local prior",67.2732911686978,0.68,1672,51
"504","Non local",65.8246597459856,0.68,3066,51
"505","Lasso mod 10000",63.2322144404137,0.54,334,51
"506","Lasso mod 200",61.3414727152999,0.68,1533,51
"507","Lasso mod 100",65.8917988291445,0.66,2044,51
"508","Lasso mod 50",65.6490432808911,0.68,2300,51
"509","Naive",69.4774021327609,0.4,200,51
"510","Oracle",58.4284905223099,1,557,51
"511","Lasso",49.0051960334089,0.68,1672,52
"512","Ada Lasso",49.4515600234196,0.66,3680,52
"513","Local prior",50.2124190699911,0.68,3680,52
"514","Non local",53.2534843019859,0.62,18400,52
"515","Lasso mod 10000",47.0949320004392,0.68,1314,52
"516","Lasso mod 200",49.4551479559807,0.66,2044,52
"517","Lasso mod 100",51.5814458075037,0.66,3680,52
"518","Lasso mod 50",51.6947633117294,0.64,4600,52
"519","Naive",46.7142544130452,0.4,200,52
"520","Oracle",42.8569424546037,1,497,52
"521","Lasso",51.6273594107786,0.72,876,53
"522","Ada Lasso",56.4724903866551,0.62,3066,53
"523","Local prior",55.9049188974234,0.64,3066,53
"524","Non local",56.9256260146497,0.6,6133,53
"525","Lasso mod 10000",52.7513230571827,0.58,1533,53
"526","Lasso mod 200",52.7513230571827,0.58,1533,53
"527","Lasso mod 100",54.0343960829005,0.56,1840,53
"528","Lasso mod 50",58.7631889083748,0.62,18400,53
"529","Naive",52.3698784244633,0.4,200,53
"530","Oracle",47.251728111705,1,497,53
"531","Lasso",33.839307614749,0.62,460,54
"532","Ada Lasso",33.8693254847299,0.74,736,54
"533","Local prior",35.1163663168127,0.66,1533,54
"534","Non local",35.5349388150384,0.64,2044,54
"535","Lasso mod 10000",34.2919030876703,0.56,484,54
"536","Lasso mod 200",34.2642825164623,0.6,525,54
