"","metodologia","mse","accuracy","n","seed"
"71","Naive",0.568574855155424,0.2,200,9
"72","Oracle",0.517741891184488,1,1082,9
"73","Lasso",0.604673023923115,0.74,484,10
"74","Ada Lasso",0.597012214369086,0.96,1082,10
"75","Local prior",0.598228189790734,0.94,920,10
"76","Non local",0.787848867611324,0.94,1840,10
"77","Ada mod",1.3123102183828,0.68,634,10
"78","Lasso mod",0.603341267386404,0.76,613,10
"79","Naive",0.633808513837088,0.2,200,10
"80","Oracle",0.565771244461808,1,1022,10
"81","Lasso",1.23471436659008,0.78,497,11
"82","Ada Lasso",1.26098781434037,0.86,920,11
"83","Local prior",1.25761773927581,0.9,1150,11
"84","Non local",1.27015449240114,0.92,1415,11
"85","Ada mod",1.23471436659008,0.78,497,11
"86","Lasso mod",1.25390606362866,0.74,448,11
"87","Naive",1.49000819931266,0.2,200,11
"88","Oracle",1.1979989476396,1,1022,11
"89","Lasso",1.17057712846535,0.8,460,12
"90","Ada Lasso",1.12175516429472,0.9,707,12
"91","Local prior",1.11770619473147,0.92,920,12
"92","Non local",1.15933291134637,0.94,1672,12
"93","Ada mod",1.16544037427678,0.78,438,12
"94","Lasso mod",1.16473601545673,0.76,448,12
"95","Naive",1.27668848408158,0.2,200,12
"96","Oracle",1.1148944874721,1,1150,12
"97","Lasso",1.18919059736385,0.62,322,13
"98","Ada Lasso",1.11501246843231,0.92,681,13
"99","Local prior",1.10256714775499,0.96,920,13
"100","Non local",1.30186821088663,0.92,968,13
"101","Ada mod",1.11640113507977,0.84,557,13
"102","Lasso mod",1.14800754226704,0.74,471,13
"103","Naive",1.26595152179835,0.2,200,13
"104","Oracle",1.10110332961672,1,968,13
"105","Lasso",1.09151839368256,0.76,497,14
"106","Ada Lasso",1.06969888437109,0.94,836,14
"107","Local prior",1.06416390587651,1,1150,14
"108","Non local",1.23969818896932,0.94,1150,14
"109","Ada mod",1.09151839368256,0.76,497,14
"110","Lasso mod",1.09801329760336,0.72,484,14
"111","Naive",1.22899479392952,0.2,200,14
"112","Oracle",1.06416390587651,1,1150,14
"113","Lasso",1.19766828598577,0.76,484,15
"114","Ada Lasso",1.17585128247294,0.92,968,15
"115","Local prior",1.1838171755136,0.96,1314,15
"116","Non local",1.2271021036957,0.96,1082,15
"117","Ada mod",1.21616321781976,0.68,400,15
"118","Lasso mod",1.20349110198004,0.68,484,15
"119","Naive",1.3080919978604,0.2,200,15
"120","Oracle",1.16973316358102,1,1226,15
"121","Lasso",2.11671534683217,0.76,460,16
"122","Ada Lasso",2.14928622664641,0.88,681,16
"123","Local prior",2.12497686666699,0.92,766,16
"124","Non local",2.15507160661525,0.96,1314,16
"125","Ada mod",2.11553934228033,0.78,484,16
"126","Lasso mod",2.11898516413533,0.76,484,16
"127","Naive",2.38513546556339,0.2,200,16
"128","Oracle",2.01734869071725,1,1022,16
"129","Lasso",1.45646449372552,0.62,375,17
"130","Ada Lasso",1.37461408919311,0.94,836,17
"131","Local prior",1.37952042287941,0.94,766,17
"132","Non local",1.36559314126553,0.98,968,17
"133","Ada mod",1.45308327789952,0.62,368,17
"134","Lasso mod",1.44995871136785,0.56,368,17
"135","Naive",1.45382981406857,0.2,200,17
"136","Oracle",1.29466045653814,1,876,17
"137","Lasso",0.873616876480807,0.64,353,18
"138","Ada Lasso",0.859105981488916,0.88,681,18
"139","Local prior",0.845724760356992,1,1226,18
"140","Non local",0.924544159928798,0.96,1533,18
"141","Ada mod",0.876063812636463,0.68,391,18
"142","Lasso mod",0.907565939405969,0.62,360,18
"143","Naive",0.976309787786623,0.2,200,18
"144","Oracle",0.845724760356992,1,1226,18
"145","Lasso",1.0414027471906,0.64,375,19
"146","Ada Lasso",1.03555299076871,0.7,427,19
"147","Local prior",0.981520332506758,0.98,1022,19
"148","Non local",0.988102942154492,0.96,876,19
"149","Ada mod",1.04271654728875,0.66,391,19
"150","Lasso mod",1.03185930454505,0.68,418,19
"151","Naive",1.16299521782298,0.2,200,19
"152","Oracle",0.981002541948349,1,920,19
"153","Lasso",0.612868058163788,0.84,836,20
"154","Ada Lasso",0.612065658902804,0.94,1415,20
"155","Local prior",0.612065658902804,0.94,1415,20
"156","Non local",0.612065658902804,0.94,1415,20
"157","Ada mod",0.612868058163788,0.84,836,20
"158","Lasso mod",0.607892442696178,0.74,736,20
"159","Naive",0.635149965805726,0.2,200,20
"160","Oracle",0.574903262798128,1,968,20
"161","Lasso",1.16378595216784,0.7,427,21
"162","Ada Lasso",1.09463732167708,0.92,766,21
"163","Local prior",1.07983707205353,0.98,920,21
"164","Non local",1.31137102824282,0.9,836,21
"165","Ada mod",1.17309777545627,0.64,383,21
"166","Lasso mod",1.19254102536121,0.56,360,21
"167","Naive",1.30248797078954,0.2,200,21
"168","Oracle",1.07618672689839,1,968,21
"169","Lasso",0.797203794239478,0.74,497,22
"170","Ada Lasso",0.790749150273366,0.8,836,22
"171","Local prior",0.805831418213315,0.84,1314,22
"172","Non local",1.07377401844691,0.84,9200,22
"173","Ada mod",0.791180840103387,0.8,657,22
"174","Lasso mod",0.78530341611082,0.78,681,22
"175","Naive",0.839584368610859,0.2,200,22
"176","Oracle",0.762469085749004,1,1533,22
"177","Lasso",0.335012591046981,0.72,541,23
"178","Ada Lasso",0.322941512161616,0.94,1533,23
"179","Local prior",0.322941512161616,0.94,1533,23
"180","Non local",0.322941512161616,0.94,1533,23
"181","Ada mod",0.335012591046981,0.72,541,23
"182","Lasso mod",0.329134223702486,0.76,681,23
"183","Naive",0.36108568239527,0.2,200,23
"184","Oracle",0.309246765576498,1,968,23
"185","Lasso",0.291243122999424,0.76,497,24
"186","Ada Lasso",0.284442658820812,0.92,800,24
"187","Local prior",0.28574787009375,0.98,1082,24
"188","Non local",0.318460278897675,0.96,1150,24
"189","Ada mod",0.289308492177403,0.78,484,24
"190","Lasso mod",0.28881054101906,0.7,460,24
"191","Naive",0.31261458319167,0.2,200,24
"192","Oracle",0.282408458745427,1,1022,24
"193","Lasso",1.35345852571424,0.72,613,25
"194","Ada Lasso",1.35853923178528,0.74,736,25
"195","Local prior",1.32890870559155,0.88,1840,25
"196","Non local",1.38712721776561,0.8,1840,25
"197","Ada mod",1.35504829645401,0.74,634,25
"198","Lasso mod",1.3401387841252,0.74,736,25
"199","Naive",1.49070800940536,0.2,200,25
"200","Oracle",1.30909094707977,1,920,25
"201","Lasso",0.371905840139752,0.72,418,26
"202","Ada Lasso",0.364532090195695,0.96,920,26
"203","Local prior",0.375422175255648,0.94,1022,26
"204","Non local",0.391799590148574,0.94,1314,26
"205","Ada mod",0.371905840139752,0.72,418,26
"206","Lasso mod",0.381644612297973,0.64,391,26
"207","Naive",0.399593396188692,0.2,200,26
"208","Oracle",0.350537231291749,1,968,26
"209","Lasso",0.457660824882185,0.84,557,27
"210","Ada Lasso",0.455674718410767,0.9,681,27
"211","Local prior",0.469390602351277,0.94,1022,27
"212","Non local",0.523595702930202,0.94,1415,27
"213","Ada mod",0.456595322827138,0.78,497,27
"214","Lasso mod",0.461850500854942,0.64,400,27
"215","Naive",0.506315627485336,0.2,200,27
"216","Oracle",0.442594183234841,1,1150,27
"217","Lasso",1.29613919824977,0.7,448,28
"218","Ada Lasso",1.24660032636555,0.94,876,28
"219","Local prior",1.2430437625683,0.98,1022,28
"220","Non local",1.37949159507425,0.96,1150,28
"221","Ada mod",1.29613919824977,0.7,448,28
"222","Lasso mod",1.27079928907228,0.64,408,28
"223","Naive",1.39870365123019,0.2,200,28
"224","Oracle",1.19805817043155,1,968,28
"225","Lasso",2.54778541847923,0.82,511,29
"226","Ada Lasso",2.5539962842784,0.98,1082,29
"227","Local prior",2.5539962842784,0.98,1082,29
"228","Non local",2.6537475125744,0.94,1082,29
"229","Ada mod",2.54778541847923,0.82,511,29
"230","Lasso mod",2.56458781787602,0.82,681,29
"231","Naive",2.8171239067149,0.2,200,29
"232","Oracle",2.52789874405531,1,920,29
"233","Lasso",0.843531420254968,0.78,511,30
"234","Ada Lasso",0.832556001625544,0.92,968,30
"235","Local prior",0.837709972459444,0.96,1415,30
"236","Non local",0.837709972459444,0.96,1415,30
"237","Ada mod",0.843531420254968,0.78,511,30
"238","Lasso mod",0.834031540783216,0.7,427,30
"239","Naive",0.869842135491025,0.2,200,30
"240","Oracle",0.809534941806088,1,1226,30
"241","Lasso",0.988843794813496,0.82,557,31
"242","Ada Lasso",0.967969387165725,0.9,1533,31
"243","Local prior",0.967969387165725,0.9,1533,31
"244","Non local",1.09933861521808,0.9,2628,31
"245","Ada mod",0.987752528742808,0.8,593,31
"246","Lasso mod",0.997237960253242,0.74,525,31
"247","Naive",1.0904758124466,0.2,200,31
"248","Oracle",0.96143690825184,1,1022,31
"249","Lasso",0.543998517776229,0.72,448,32
"250","Ada Lasso",0.524667471115812,0.98,1022,32
"251","Local prior",0.523590786350679,1,1226,32
"252","Non local",0.782270035959898,0.92,1672,32
"253","Ada mod",0.558006686675573,0.6,334,32
"254","Lasso mod",0.545068605268817,0.68,471,32
"255","Naive",0.587249954312735,0.2,200,32
"256","Oracle",0.523590786350679,1,1226,32
"257","Lasso",2.13972893147384,0.7,360,33
"258","Ada Lasso",2.05872505094483,0.9,657,33
"259","Local prior",2.12167943447064,0.98,1150,33
"260","Non local",2.12167943447064,0.98,1150,33
"261","Ada mod",2.76638507330962,0.66,391,33
"262","Lasso mod",2.13757745864837,0.7,448,33
"263","Naive",2.32735203907782,0.2,200,33
"264","Oracle",2.03126925405287,1,1082,33
"265","Lasso",0.96445275039609,0.54,340,34
"266","Ada Lasso",0.972854914899849,0.9,1022,34
"267","Local prior",0.971936497090838,0.92,1082,34
"268","Non local",0.972967655568693,0.92,1226,34
"269","Ada mod",0.940019395504396,0.72,497,34
"270","Lasso mod",0.982127170036218,0.46,328,34
"271","Naive",1.02816591546102,0.2,200,34
"272","Oracle",0.909797484481744,1,876,34
"273","Lasso",1.47350700548726,0.72,484,35
"274","Ada Lasso",1.55378437801338,0.86,876,35
"275","Local prior",1.58044285293441,0.9,1226,35
"276","Non local",1.67584632300229,0.92,2044,35
"277","Ada mod",1.55914199789125,0.76,575,35
"278","Lasso mod",1.55369268861532,0.76,657,35
"279","Naive",1.61324959503118,0.2,200,35
"280","Oracle",1.45127768794203,1,1082,35
"281","Lasso",0.907263355164523,0.5,301,36
"282","Ada Lasso",0.867307007530124,0.9,968,36
"283","Local prior",0.889953290550252,0.92,1150,36
"284","Non local",0.902949637145358,0.94,1226,36
"285","Ada mod",0.869225514887624,0.76,557,36
"286","Lasso mod",0.873344095873518,0.7,541,36
"287","Naive",0.926844118177818,0.2,200,36
"288","Oracle",0.817627924657234,1,1082,36
"289","Lasso",1.56763714272467,0.48,283,37
"290","Ada Lasso",1.55923190168819,0.96,1314,37
"291","Local prior",1.56574336719689,0.96,1226,37
"292","Non local",1.62377559803026,0.96,1672,37
"293","Ada mod",1.59312140880365,0.44,287,37
"294","Lasso mod",1.56645182885387,0.88,1022,37
"295","Naive",1.6133554647646,0.2,200,37
"296","Oracle",1.5268253231707,1,1150,37
"297","Lasso",1.78463733708662,0.5,296,38
"298","Ada Lasso",1.64171444572678,0.78,471,38
"299","Local prior",1.613082104859,0.92,800,38
"300","Non local",1.61153555354424,0.92,800,38
"301","Ada mod",1.81871013778126,0.4,266,38
"302","Lasso mod",1.8183388058151,0.36,252,38
"303","Naive",1.89465141862145,0.2,200,38
"304","Oracle",1.54005092015836,1,1022,38
"305","Lasso",1.76187498751845,0.8,593,39
"306","Ada Lasso",1.75311514773877,0.96,1150,39
"307","Local prior",1.75614374608771,0.98,1226,39
"308","Non local",1.75311514773877,0.96,1150,39
"309","Ada mod",2.48579442428516,0.74,681,39
"310","Lasso mod",1.78037903116523,0.7,497,39
"311","Naive",2.07537547939799,0.2,200,39
"312","Oracle",1.74451148617251,1,1082,39
"313","Lasso",0.472354144240825,0.6,360,40
"314","Ada Lasso",0.473433055070789,0.94,920,40
"315","Local prior",0.473433055070789,0.94,920,40
"316","Non local",0.477819287486362,0.96,1022,40
"317","Ada mod",0.472354144240825,0.6,360,40
"318","Lasso mod",0.471391166666797,0.6,375,40
"319","Naive",0.540115798379099,0.2,200,40
"320","Oracle",0.464771827430311,1,1022,40
"321","Lasso",1.87969637144665,0.72,408,41
"322","Ada Lasso",1.83258331960347,0.96,800,41
"323","Local prior",2.01329278630962,0.94,836,41
"324","Non local",1.99898014151608,0.98,1022,41
"325","Ada mod",1.86946351923923,0.74,427,41
"326","Lasso mod",1.89938164633738,0.6,375,41
"327","Naive",2.06263212096337,0.2,200,41
"328","Oracle",1.81035234274366,1,968,41
"329","Lasso",1.42307228558383,0.68,471,42
"330","Ada Lasso",1.4241968566473,0.86,1082,42
"331","Local prior",1.42423894613787,0.88,1150,42
"332","Non local",1.44859177563172,0.92,1672,42
"333","Ada mod",1.42307228558383,0.68,471,42
"334","Lasso mod",1.42251246973146,0.6,418,42
"335","Naive",1.52761340957278,0.2,200,42
"336","Oracle",1.36404534038057,1,1022,42
"337","Lasso",1.18508005094892,0.78,525,43
"338","Ada Lasso",1.1289524142674,0.96,1022,43
"339","Local prior",1.22509248771915,0.94,1150,43
"340","Non local",1.22061972957631,0.96,1226,43
"341","Ada mod",1.17658925213661,0.8,575,43
"342","Lasso mod",1.15449178154697,0.82,657,43
"343","Naive",1.26308371895559,0.2,200,43
"344","Oracle",1.13320348430899,1,968,43
"345","Lasso",0.462457035946458,0.88,766,44
"346","Ada Lasso",0.458170427919724,0.96,1226,44
"347","Local prior",0.454849641463767,0.98,1314,44
"348","Non local",0.454849641463767,0.98,1314,44
"349","Ada mod",0.468731501158629,0.76,484,44
"350","Lasso mod",0.460775689473142,0.78,541,44
"351","Naive",0.526462445111642,0.2,200,44
"352","Oracle",0.449107847985371,1,1226,44
"353","Lasso",0.743366458294274,0.6,353,45
"354","Ada Lasso",0.701672821361692,0.94,1226,45
"355","Local prior",0.696852638132954,0.92,1082,45
"356","Non local",1.02797071049727,0.9,1840,45
"357","Ada mod",0.746990177789061,0.56,340,45
"358","Lasso mod",0.757973794340741,0.48,317,45
"359","Naive",0.818964694916653,0.2,200,45
"360","Oracle",0.698414861169248,1,968,45
"361","Lasso",0.963453980794699,0.66,427,46
"362","Ada Lasso",0.946293156547896,0.92,1415,46
"363","Local prior",0.946293156547896,0.92,1415,46
"364","Non local",0.946293156547896,0.92,1415,46
"365","Ada mod",3.82058196897392,0.58,484,46
"366","Lasso mod",0.953321473870351,0.72,575,46
"367","Naive",1.08527338557073,0.2,200,46
"368","Oracle",0.916974180225783,1,876,46
"369","Lasso",0.459923261514609,0.7,400,47
"370","Ada Lasso",0.470393969960408,0.88,836,47
"371","Local prior",0.468377367351843,0.94,1082,47
"372","Non local",0.468377367351843,0.94,1082,47
"373","Ada mod",0.465306771632931,0.62,340,47
"374","Lasso mod",0.466292326709059,0.56,347,47
"375","Naive",0.493686671653653,0.2,200,47
"376","Oracle",0.43942765365456,1,968,47
"377","Lasso",0.99349848690329,0.64,353,48
"378","Ada Lasso",0.953540378458866,0.98,876,48
"379","Local prior",0.967330740707998,0.98,1082,48
"380","Non local",0.967330740707998,0.98,1082,48
"381","Ada mod",0.989396096417059,0.58,322,48
"382","Lasso mod",0.990699971613791,0.6,368,48
"383","Naive",1.06723650021969,0.2,200,48
"384","Oracle",0.951010996229633,1,920,48
"385","Lasso",0.62839619275922,0.6,340,49
"386","Ada Lasso",0.585430313532865,0.88,613,49
"387","Local prior",0.581738369110472,0.98,1082,49
"388","Non local",0.599217292493818,0.94,968,49
"389","Ada mod",0.62839619275922,0.6,340,49
"390","Lasso mod",0.637348186290169,0.5,322,49
"391","Naive",0.672354522309257,0.2,200,49
"392","Oracle",0.583078803520729,1,1150,49
"393","Lasso",1.7897047891017,0.54,317,50
"394","Ada Lasso",1.69494356251301,0.9,836,50
"395","Local prior",1.67309528307587,0.92,836,50
"396","Non local",1.63527727094581,0.98,1226,50
"397","Ada mod",1.76206037138711,0.6,353,50
"398","Lasso mod",1.7905154026882,0.52,317,50
"399","Naive",1.82979898429878,0.2,200,50
"400","Oracle",1.63981296087024,1,1150,50
"401","Lasso",0.285778473044856,0.72,418,51
"402","Ada Lasso",0.27270808652407,0.98,968,51
"403","Local prior",0.273257859664986,0.96,1082,51
"404","Non local",0.289962531793273,0.94,1672,51
"405","Ada mod",0.284004557955007,0.76,460,51
"406","Lasso mod",0.281807709008339,0.76,557,51
"407","Naive",0.320994301605534,0.2,200,51
"408","Oracle",0.272442553928849,1,1082,51
"409","Lasso",0.985763079250758,0.6,408,52
"410","Ada Lasso",1.02827722018295,0.88,920,52
"411","Local prior",1.01284164526011,0.94,1226,52
"412","Non local",1.30678654932933,0.88,1415,52
"413","Ada mod",0.947909555771079,0.58,360,52
"414","Lasso mod",1.03403939931101,0.62,557,52
"415","Naive",1.02000728321428,0.2,200,52
"416","Oracle",0.913479916233277,1,1022,52
"417","Lasso",0.366066746355413,0.78,593,53
"418","Ada Lasso",0.360760444209791,0.98,1226,53
"419","Local prior",0.360760444209791,0.98,1226,53
"420","Non local",0.41290419513193,0.92,1415,53
"421","Ada mod",0.366894372651886,0.76,575,53
"422","Lasso mod",0.365204974691349,0.7,511,53
"423","Naive",0.412425580438156,0.2,200,53
"424","Oracle",0.360840804998059,1,1022,53
"425","Lasso",0.577630734208163,0.74,438,54
"426","Ada Lasso",0.550303363698708,0.94,766,54
"427","Local prior",0.549845722005552,0.98,920,54
"428","Non local",0.609595778556574,0.96,1082,54
"429","Ada mod",0.572624354695844,0.78,460,54
"430","Lasso mod",0.587795876867971,0.6,375,54
"431","Naive",0.628617828313911,0.2,200,54
"432","Oracle",0.550712407855514,1,800,54
"433","Lasso",1.22618793869329,0.84,766,55
"434","Ada Lasso",1.20840355008613,0.9,1022,55
"435","Local prior",1.28377169656466,0.94,1672,55
"436","Non local",1.19884212018787,0.96,1533,55
"437","Ada mod",1.22618793869329,0.84,766,55
"438","Lasso mod",1.20743124059714,0.8,836,55
"439","Naive",1.31611310900147,0.2,200,55
"440","Oracle",1.17575342569509,1,1082,55
"441","Lasso",1.75248885283673,0.68,418,56
"442","Ada Lasso",1.67092245936743,0.9,766,56
"443","Local prior",1.6796736104606,0.98,1022,56
"444","Non local",2.51861784628363,0.9,1150,56
"445","Ada mod",1.7237194694594,0.7,438,56
"446","Lasso mod",1.74045686282247,0.7,427,56
"447","Naive",1.94961897881324,0.2,200,56
"448","Oracle",1.67828637528831,1,968,56
"449","Lasso",0.928783826117616,0.64,418,57
"450","Ada Lasso",0.911655121605186,0.86,968,57
"451","Local prior",0.904564182589203,0.9,1226,57
"452","Non local",1.16058508759019,0.88,2044,57
"453","Ada mod",0.933865688743939,0.62,400,57
"454","Lasso mod",0.93599032242555,0.62,400,57
"455","Naive",1.03822776130088,0.2,200,57
"456","Oracle",0.909033509294236,1,1022,57
"457","Lasso",1.07045389800402,0.72,438,58
"458","Ada Lasso",1.05672703441102,0.88,800,58
"459","Local prior",1.03496120846769,0.94,1082,58
"460","Non local",1.09539520489231,0.9,1082,58
"461","Ada mod",1.08649348184229,0.68,375,58
"462","Lasso mod",1.11562711429446,0.52,328,58
"463","Naive",1.20931869588352,0.2,200,58
"464","Oracle",1.02405507149455,1,1022,58
"465","Lasso",0.941078788310063,0.66,400,59
"466","Ada Lasso",0.910776335748872,0.9,766,59
"467","Local prior",0.920966670607137,0.94,1022,59
"468","Non local",0.974685342187232,0.92,1314,59
"469","Ada mod",0.941078788310063,0.66,400,59
"470","Lasso mod",0.947116162746232,0.62,383,59
"471","Naive",1.01477638506131,0.2,200,59
"472","Oracle",0.881071869028444,1,1082,59
"473","Lasso",0.93152587716142,0.7,448,60
"474","Ada Lasso",0.910518874577892,0.88,736,60
"475","Local prior",0.951510187860209,0.94,1082,60
"476","Non local",0.918018619426774,1,1082,60
"477","Ada mod",0.934523701319982,0.66,400,60
"478","Lasso mod",0.930589097431764,0.72,541,60
"479","Naive",1.01157760036267,0.2,200,60
"480","Oracle",0.918018619426774,1,1082,60
"481","Lasso",0.405072449368322,0.74,438,61
"482","Ada Lasso",0.407732482553536,0.88,707,61
"483","Local prior",0.433916537053229,0.96,1022,61
"484","Non local",0.516954791284288,0.88,1226,61
"485","Ada mod",0.405164549406075,0.74,438,61
"486","Lasso mod",0.403149503019282,0.7,471,61
"487","Naive",0.444101100340117,0.2,200,61
"488","Oracle",0.394640415604488,1,1082,61
"489","Lasso",0.89684889318611,0.82,613,62
"490","Ada Lasso",0.935058859731132,0.94,1082,62
"491","Local prior",0.931452340570841,0.98,1314,62
"492","Non local",0.884553190593438,0.96,1150,62
"493","Ada mod",0.901246583296957,0.8,593,62
"494","Lasso mod",0.952024634941605,0.62,427,62
"495","Naive",1.03595841150837,0.2,200,62
"496","Oracle",0.863457849070072,1,1150,62
"497","Lasso",0.714007966329406,0.76,511,63
"498","Ada Lasso",0.714570122171921,0.94,968,63
"499","Local prior",0.764178159824888,0.94,1150,63
"500","Non local",0.773262547481384,0.92,1415,63
"501","Ada mod",0.714007966329406,0.76,511,63
"502","Lasso mod",0.723590988579414,0.66,460,63
"503","Naive",0.80359063210234,0.2,200,63
"504","Oracle",0.699166912123392,1,968,63
"505","Lasso",0.535686233533572,0.74,511,64
"506","Ada Lasso",0.571068962304334,0.9,1150,64
"507","Local prior",0.569726930212856,0.92,1314,64
"508","Non local",0.633786123659298,0.92,1672,64
"509","Ada mod",0.541556131806009,0.76,525,64
"510","Lasso mod",0.538371482972852,0.72,557,64
"511","Naive",0.574564416145321,0.2,200,64
"512","Oracle",0.524247351065676,1,1150,64
"513","Lasso",0.569553770081313,0.5,287,65
"514","Ada Lasso",0.526803939642482,0.96,766,65
"515","Local prior",0.525199467024158,0.98,800,65
"516","Non local",0.664878946506484,0.96,836,65
"517","Ada mod",0.571426467893073,0.42,262,65
"518","Lasso mod",0.575835007904907,0.4,259,65
"519","Naive",0.596164472043074,0.2,200,65
"520","Oracle",0.525366237142193,1,836,65
"521","Lasso",1.26306670625888,0.76,511,66
"522","Ada Lasso",1.31652022335515,0.84,766,66
"523","Local prior",1.36303050813755,0.96,1314,66
"524","Non local",2.09086112384279,0.92,2300,66
"525","Ada mod",1.27169456138996,0.68,408,66
"526","Lasso mod",1.27149916349802,0.76,557,66
"527","Naive",1.40344305253348,0.2,200,66
"528","Oracle",1.24441846770396,1,1314,66
"529","Lasso",1.45486874442297,0.66,497,67
"530","Ada Lasso",1.40161263071198,0.9,836,67
"531","Local prior",1.41149695606597,0.96,1150,67
"532","Non local",1.57930866190303,0.94,1226,67
"533","Ada mod",1.4306626547858,0.7,525,67
"534","Lasso mod",1.47256875290697,0.62,460,67
"535","Naive",1.57198367841877,0.2,200,67
"536","Oracle",1.39658005837318,1,1150,67
"537","Lasso",0.457056799123669,0.82,448,68
"538","Ada Lasso",0.455430505567467,0.84,471,68
"539","Local prior",0.456827006189257,0.96,836,68
"540","Non local",0.517371010115872,0.92,920,68
"541","Ada mod",0.457056799123669,0.82,448,68
"542","Lasso mod",0.481036961897298,0.64,347,68
"543","Naive",0.531010351429109,0.2,200,68
"544","Oracle",0.444888743447778,1,800,68
"545","Lasso",0.698166669442426,0.64,383,69
"546","Ada Lasso",0.695329107911072,0.94,836,69
"547","Local prior",0.693415577319473,0.96,968,69
"548","Non local",0.801031044495157,0.9,1082,69
"549","Ada mod",0.699173514823014,0.62,368,69
"550","Lasso mod",0.700566001410643,0.62,400,69
"551","Naive",0.75494403136189,0.2,200,69
"552","Oracle",0.692397721032623,1,968,69
"553","Lasso",0.450594633312729,0.7,471,70
"554","Ada Lasso",0.469605230076825,0.96,1150,70
"555","Local prior",0.447862521972365,0.98,968,70
"556","Non local",0.595671424599579,0.92,1672,70
"557","Ada mod",0.454071114361319,0.68,460,70
"558","Lasso mod",0.455639232246869,0.62,418,70
"559","Naive",0.497539824628249,0.2,200,70
"560","Oracle",0.447953498216279,1,920,70
"561","Lasso",0.732659906629217,0.7,525,71
"562","Ada Lasso",0.707567819541909,0.9,1226,71
"563","Local prior",0.707567819541909,0.9,1226,71
"564","Non local",1.18656898325174,0.86,3066,71
"565","Ada mod",0.726151313620215,0.72,575,71
"566","Lasso mod",0.729200424654857,0.74,657,71
"567","Naive",0.796850178154093,0.2,200,71
"568","Oracle",0.675538145347725,1,1022,71
