"","metodologia","mse","accuracy","n","seed"
"53","Local prior",496.0236014353,0.28,3066,6
"54","Non local",499.482436717101,0.24,4600,6
"55","Lasso mod 10000",492.30069954633,0.44,968,6
"56","Lasso mod 200",492.30069954633,0.44,968,6
"57","Lasso mod 100",492.30069954633,0.44,968,6
"58","Lasso mod 50",492.30069954633,0.44,968,6
"59","Naive",541.748689377133,0.8,200,6
"60","Oracle",514.254357852657,1,259,6
"61","Lasso",356.760036896565,0.4,836,7
"62","Ada Lasso",360.274326708306,0.26,3680,7
"63","Local prior",359.933624045822,0.24,9200,7
"64","Non local",373.414099078905,0.2,Inf,7
"65","Lasso mod 10000",357.794251553035,0.26,6133,7
"66","Lasso mod 200",357.794251553035,0.26,6133,7
"67","Lasso mod 100",357.794251553035,0.26,6133,7
"68","Lasso mod 50",357.794251553035,0.26,6133,7
"69","Naive",397.560045478828,0.8,200,7
"70","Oracle",375.874731699325,1,270,7
"71","Lasso",303.169963319635,0.24,1082,8
"72","Ada Lasso",303.303532676634,0.18,2044,8
"73","Local prior",303.491514242606,0.22,3066,8
"74","Non local",304.645632036753,0.16,3066,8
"75","Lasso mod 10000",304.899144358391,0.5,497,8
"76","Lasso mod 200",300.578210568542,0.42,800,8
"77","Lasso mod 100",300.578210568542,0.42,800,8
"78","Lasso mod 50",294.758205915951,0.36,1082,8
"79","Naive",337.627930350788,0.8,200,8
"80","Oracle",320.717937328854,1,259,8
"81","Lasso",221.763087254388,0.34,1533,9
"82","Ada Lasso",220.626809996332,0.26,4600,9
"83","Local prior",226.787654563281,0.22,9200,9
"84","Non local",220.187987267658,0.22,9200,9
"85","Lasso mod 10000",221.693985542112,0.6,541,9
"86","Lasso mod 200",221.283201233948,0.26,6133,9
"87","Lasso mod 100",221.283201233948,0.26,6133,9
"88","Lasso mod 50",221.283201233948,0.26,6133,9
"89","Naive",230.488785918543,0.8,200,9
"90","Oracle",225.853991061299,1,245,9
"91","Lasso",494.192553336441,0.46,471,10
"92","Ada Lasso",505.274103018332,0.16,2628,10
"93","Local prior",505.408511214203,0.14,3680,10
"94","Non local",513.691652795755,0.2,Inf,10
"95","Lasso mod 10000",512.696412644141,0.22,18400,10
"96","Lasso mod 200",512.696412644141,0.22,18400,10
"97","Lasso mod 100",512.696412644141,0.22,18400,10
"98","Lasso mod 50",512.696412644141,0.22,18400,10
"99","Naive",516.374923287933,0.8,200,10
"100","Oracle",508.070975563692,1,252,10
"101","Lasso",379.004369800186,0.44,557,11
"102","Ada Lasso",377.265328292993,0.24,6133,11
"103","Local prior",378.395851481984,0.26,3680,11
"104","Non local",382.430214175403,0.2,Inf,11
"105","Lasso mod 10000",382.430214175403,0.2,Inf,11
"106","Lasso mod 200",379.499771762792,0.24,9200,11
"107","Lasso mod 100",379.499771762792,0.24,9200,11
"108","Lasso mod 50",379.499771762792,0.24,9200,11
"109","Naive",419.787454572324,0.8,200,11
"110","Oracle",399.285805838495,1,245,11
"111","Lasso",265.06209836346,0.42,368,12
"112","Ada Lasso",256.783505528845,0.24,2300,12
"113","Local prior",256.075320375376,0.24,3066,12
"114","Non local",261.187130499161,0.2,Inf,12
"115","Lasso mod 10000",253.930162615981,0.32,1150,12
"116","Lasso mod 200",253.930162615981,0.32,1150,12
"117","Lasso mod 100",253.930162615981,0.32,1150,12
"118","Lasso mod 50",261.187130499161,0.2,Inf,12
"119","Naive",275.180513419328,0.8,200,12
"120","Oracle",267.239334709236,1,248,12
"121","Lasso",501.150339582135,0.26,4600,13
"122","Ada Lasso",511.12902249668,0.24,6133,13
"123","Local prior",509.952867941788,0.22,9200,13
"124","Non local",520.482601725406,0.2,Inf,13
"125","Lasso mod 10000",479.290707968953,0.44,968,13
"126","Lasso mod 200",502.215924701795,0.26,3680,13
"127","Lasso mod 100",502.215924701795,0.26,3680,13
"128","Lasso mod 50",503.544121689174,0.24,4600,13
"129","Naive",522.627687903718,0.8,200,13
"130","Oracle",499.644146330487,1,255,13
"131","Lasso",645.300408275362,0.36,876,14
"132","Ada Lasso",677.819703015966,0.26,3680,14
"133","Local prior",677.819703015966,0.26,3680,14
"134","Non local",685.200195387897,0.2,Inf,14
"135","Lasso mod 10000",676.612364060853,0.22,18400,14
"136","Lasso mod 200",676.612364060853,0.22,18400,14
"137","Lasso mod 100",676.612364060853,0.22,18400,14
"138","Lasso mod 50",676.612364060853,0.22,18400,14
"139","Naive",719.410080467204,0.8,200,14
"140","Oracle",703.323470898177,1,262,14
"141","Lasso",501.714683545248,0.28,1082,15
"142","Ada Lasso",525.817147305503,0.2,4600,15
"143","Local prior",508.673869364326,0.26,2300,15
"144","Non local",537.570461663449,0.2,Inf,15
"145","Lasso mod 10000",514.142838480961,0.22,18400,15
"146","Lasso mod 200",514.142838480961,0.22,18400,15
"147","Lasso mod 100",514.142838480961,0.22,18400,15
"148","Lasso mod 50",514.142838480961,0.22,18400,15
"149","Naive",543.380081416853,0.8,200,15
"150","Oracle",527.519875143788,1,252,15
"151","Lasso",944.589436079998,0.42,681,16
"152","Ada Lasso",948.896919546347,0.3,1314,16
"153","Local prior",955.137318699433,0.28,2300,16
"154","Non local",955.137318699433,0.28,2300,16
"155","Lasso mod 10000",932.925966048703,0.46,707,16
"156","Lasso mod 200",932.925966048703,0.46,707,16
"157","Lasso mod 100",949.692892776991,0.32,3066,16
"158","Lasso mod 50",949.692892776991,0.32,3066,16
"159","Naive",1068.3435675537,0.8,200,16
"160","Oracle",999.004433140405,1,252,16
"161","Lasso",315.900040003393,0.48,657,17
"162","Ada Lasso",315.900040003393,0.48,657,17
"163","Local prior",333.517583129764,0.26,3066,17
"164","Non local",336.745524102051,0.22,18400,17
"165","Lasso mod 10000",331.01829521106,0.34,2628,17
"166","Lasso mod 200",331.01829521106,0.34,2628,17
"167","Lasso mod 100",327.740330220267,0.36,2300,17
"168","Lasso mod 50",336.803115572248,0.26,6133,17
"169","Naive",372.046193851707,0.8,200,17
"170","Oracle",340.245744442604,1,248,17
"171","Lasso",524.527978929259,0.34,1226,18
"172","Ada Lasso",535.368153004797,0.28,1840,18
"173","Local prior",544.507434292507,0.24,2044,18
"174","Non local",549.46983584538,0.22,9200,18
"175","Lasso mod 10000",520.237364457274,0.46,1022,18
"176","Lasso mod 200",511.530076276245,0.48,766,18
"177","Lasso mod 100",511.530076276245,0.48,766,18
"178","Lasso mod 50",522.158131765985,0.44,1082,18
"179","Naive",603.699400275009,0.8,200,18
"180","Oracle",560.333625767409,1,262,18
"181","Lasso",303.598195772234,0.26,1840,19
"182","Ada Lasso",319.246712920165,0.2,3680,19
"183","Local prior",318.470676015984,0.22,9200,19
"184","Non local",330.593568619097,0.2,Inf,19
"185","Lasso mod 10000",302.528566139371,0.3,2628,19
"186","Lasso mod 200",302.528566139371,0.3,2628,19
"187","Lasso mod 100",302.528566139371,0.3,2628,19
"188","Lasso mod 50",330.593568619097,0.2,Inf,19
"189","Naive",343.296480905603,0.8,200,19
"190","Oracle",322.326430882467,1,255,19
"191","Lasso",455.077420721895,0.36,876,20
"192","Ada Lasso",455.077420721895,0.36,876,20
"193","Local prior",465.9440621586,0.24,2300,20
"194","Non local",464.923162585112,0.24,6133,20
"195","Lasso mod 10000",458.800858269017,0.36,968,20
"196","Lasso mod 200",456.296864002018,0.3,1415,20
"197","Lasso mod 100",456.296864002018,0.3,1415,20
"198","Lasso mod 50",462.323662336675,0.28,2300,20
"199","Naive",500.419719166154,0.8,200,20
"200","Oracle",472.448452163337,1,248,20
"201","Lasso",449.189305165176,0.28,2300,21
"202","Ada Lasso",483.77141844836,0.2,Inf,21
"203","Local prior",483.77141844836,0.2,Inf,21
"204","Non local",483.77141844836,0.2,Inf,21
"205","Lasso mod 10000",483.77141844836,0.2,Inf,21
"206","Lasso mod 200",469.010031122769,0.24,9200,21
"207","Lasso mod 100",483.77141844836,0.2,Inf,21
"208","Lasso mod 50",483.77141844836,0.2,Inf,21
"209","Naive",499.980513255949,0.8,200,21
"210","Oracle",464.499062155596,1,255,21
"211","Lasso",465.563601075149,0.2,Inf,22
"212","Ada Lasso",465.563601075149,0.2,Inf,22
"213","Local prior",464.090644915894,0.24,6133,22
"214","Non local",465.563601075149,0.2,Inf,22
"215","Lasso mod 10000",465.563601075149,0.2,Inf,22
"216","Lasso mod 200",444.21244593598,0.48,920,22
"217","Lasso mod 100",465.563601075149,0.2,Inf,22
"218","Lasso mod 50",465.563601075149,0.2,Inf,22
"219","Naive",499.864977042474,0.8,200,22
"220","Oracle",470.419949928467,1,270,22
"221","Lasso",374.673985484258,0.2,3680,23
"222","Ada Lasso",368.741699574734,0.34,968,23
"223","Local prior",370.408176084601,0.24,2628,23
"224","Non local",377.752080074499,0.2,Inf,23
"225","Lasso mod 10000",379.767913866424,0.46,557,23
"226","Lasso mod 200",373.388556340659,0.44,657,23
"227","Lasso mod 100",367.642055544904,0.4,968,23
"228","Lasso mod 50",377.752080074499,0.2,Inf,23
"229","Naive",406.286647315497,0.8,200,23
"230","Oracle",383.984028004391,1,259,23
"231","Lasso",212.255965970386,0.3,1314,24
"232","Ada Lasso",221.743904581583,0.22,9200,24
"233","Local prior",221.488644713983,0.26,3066,24
"234","Non local",229.101199154674,0.2,Inf,24
"235","Lasso mod 10000",212.528957377439,0.26,2300,24
"236","Lasso mod 200",215.658750001218,0.22,18400,24
"237","Lasso mod 100",213.140309591186,0.22,4600,24
"238","Lasso mod 50",229.101199154674,0.2,Inf,24
"239","Naive",217.124358196032,0.8,200,24
"240","Oracle",214.42505553522,1,259,24
"241","Lasso",583.054891204647,0.3,681,25
"242","Ada Lasso",579.343369322611,0.28,1314,25
"243","Local prior",594.376772200195,0.26,3066,25
"244","Non local",606.150379941375,0.2,Inf,25
"245","Lasso mod 10000",580.905885814742,0.32,1082,25
"246","Lasso mod 200",580.950186393294,0.24,1672,25
"247","Lasso mod 100",580.905885814742,0.32,1082,25
"248","Lasso mod 50",593.776999351463,0.22,6133,25
"249","Naive",637.624807665992,0.8,200,25
"250","Oracle",617.353406373473,1,248,25
"251","Lasso",369.839807648034,0.32,657,26
"252","Ada Lasso",379.409286799277,0.16,1533,26
"253","Local prior",379.7377976816,0.18,1840,26
"254","Non local",387.294172739152,0.2,6133,26
"255","Lasso mod 10000",366.708336952407,0.34,593,26
"256","Lasso mod 200",366.708336952407,0.34,593,26
"257","Lasso mod 100",366.708336952407,0.34,593,26
"258","Lasso mod 50",366.708336952407,0.34,593,26
"259","Naive",406.378327440679,0.8,200,26
"260","Oracle",377.043025425189,1,242,26
"261","Lasso",183.851667389068,0.28,3066,27
"262","Ada Lasso",184.497160712241,0.22,18400,27
"263","Local prior",184.497160712241,0.22,18400,27
"264","Non local",184.497160712241,0.22,18400,27
"265","Lasso mod 10000",183.689110873467,0.26,6133,27
"266","Lasso mod 200",183.689110873467,0.26,6133,27
"267","Lasso mod 100",183.689110873467,0.26,6133,27
"268","Lasso mod 50",183.689110873467,0.26,6133,27
"269","Naive",193.273645336168,0.8,200,27
"270","Oracle",189.069752449761,1,255,27
"271","Lasso",514.810283970729,0.3,1082,28
"272","Ada Lasso",557.043641000619,0.24,2628,28
"273","Local prior",555.097959076797,0.2,4600,28
"274","Non local",568.982046955235,0.2,Inf,28
"275","Lasso mod 10000",510.856720156347,0.38,968,28
"276","Lasso mod 200",525.518406020496,0.34,1415,28
"277","Lasso mod 100",510.856720156347,0.38,968,28
"278","Lasso mod 50",538.521475555437,0.24,3680,28
"279","Naive",555.085929968602,0.8,200,28
"280","Oracle",525.467043808719,1,252,28
"281","Lasso",521.366932837846,0.4,920,29
"282","Ada Lasso",524.266748517113,0.28,3066,29
"283","Local prior",525.961965211873,0.26,4600,29
"284","Non local",543.653068299241,0.2,Inf,29
"285","Lasso mod 10000",520.814125532124,0.38,1533,29
"286","Lasso mod 200",520.814125532124,0.38,1533,29
"287","Lasso mod 100",522.55065973723,0.44,1150,29
"288","Lasso mod 50",520.814125532124,0.38,1533,29
"289","Naive",612.63244209881,0.8,200,29
"290","Oracle",563.183255335341,1,259,29
"291","Lasso",626.980081283167,0.26,3066,30
"292","Ada Lasso",626.932343831465,0.22,9200,30
"293","Local prior",626.474293742857,0.26,4600,30
"294","Non local",626.932343831465,0.22,9200,30
"295","Lasso mod 10000",620.7181340351,0.36,1415,30
"296","Lasso mod 200",620.7181340351,0.36,1415,30
"297","Lasso mod 100",620.7181340351,0.36,1415,30
"298","Lasso mod 50",620.7181340351,0.36,1415,30
"299","Naive",633.049792048693,0.8,200,30
"300","Oracle",633.225848403681,1,252,30
"301","Lasso",299.71411049477,0.5,557,31
"302","Ada Lasso",295.476318085212,0.32,1840,31
"303","Local prior",299.938933589981,0.28,2628,31
"304","Non local",316.802230645288,0.2,Inf,31
"305","Lasso mod 10000",292.024683439526,0.34,2300,31
"306","Lasso mod 200",292.024683439526,0.34,2300,31
"307","Lasso mod 100",292.024683439526,0.34,2300,31
"308","Lasso mod 50",292.024683439526,0.34,2300,31
"309","Naive",328.934986152058,0.8,200,31
"310","Oracle",309.080324555766,1,252,31
"311","Lasso",329.844089294529,0.24,6133,32
"312","Ada Lasso",329.844089294529,0.24,6133,32
"313","Local prior",329.844089294529,0.24,6133,32
"314","Non local",330.741646849668,0.22,9200,32
"315","Lasso mod 10000",329.844089294529,0.24,6133,32
"316","Lasso mod 200",330.471858844008,0.22,4600,32
"317","Lasso mod 100",330.471858844008,0.22,4600,32
"318","Lasso mod 50",329.844089294529,0.24,6133,32
"319","Naive",379.296068880821,0.8,200,32
"320","Oracle",360.275739848122,1,248,32
"321","Lasso",555.858096598909,0.36,1415,33
"322","Ada Lasso",598.909888111584,0.2,Inf,33
"323","Local prior",578.811715094787,0.24,6133,33
"324","Non local",598.909888111584,0.2,Inf,33
"325","Lasso mod 10000",549.060896532048,0.36,1533,33
"326","Lasso mod 200",553.365406469157,0.34,1672,33
"327","Lasso mod 100",549.060896532048,0.36,1533,33
"328","Lasso mod 50",549.060896532048,0.36,1533,33
"329","Naive",632.504292429958,0.8,200,33
"330","Oracle",600.469312539167,1,255,33
"331","Lasso",484.61587986559,0.52,438,34
"332","Ada Lasso",496.524037110723,0.24,6133,34
"333","Local prior",497.002419869548,0.28,2628,34
"334","Non local",496.524037110723,0.24,6133,34
"335","Lasso mod 10000",487.282373441635,0.32,1533,34
"336","Lasso mod 200",487.282373441635,0.32,1533,34
"337","Lasso mod 100",487.282373441635,0.32,1533,34
"338","Lasso mod 50",487.282373441635,0.32,1533,34
"339","Naive",531.947308847357,0.8,200,34
"340","Oracle",507.912047067295,1,248,34
"341","Lasso",226.452224894215,0.26,2628,35
"342","Ada Lasso",230.926494463326,0.24,3680,35
"343","Local prior",238.142076861017,0.22,9200,35
"344","Non local",241.238802032485,0.2,Inf,35
"345","Lasso mod 10000",241.238802032485,0.2,Inf,35
"346","Lasso mod 200",229.668754637545,0.26,3680,35
"347","Lasso mod 100",241.238802032485,0.2,Inf,35
"348","Lasso mod 50",241.238802032485,0.2,Inf,35
"349","Naive",250.732941642622,0.8,200,35
"350","Oracle",236.89633073188,1,242,35
"351","Lasso",200.206076091345,0.22,18400,36
"352","Ada Lasso",196.670659165329,0.26,3066,36
"353","Local prior",198.727464536975,0.2,3066,36
"354","Non local",201.93107701763,0.2,Inf,36
"355","Lasso mod 10000",201.93107701763,0.2,Inf,36
"356","Lasso mod 200",201.93107701763,0.2,Inf,36
"357","Lasso mod 100",201.93107701763,0.2,Inf,36
"358","Lasso mod 50",201.93107701763,0.2,Inf,36
"359","Naive",212.03934089915,0.8,200,36
"360","Oracle",206.064867373375,1,255,36
"361","Lasso",197.724917344966,0.28,1840,37
"362","Ada Lasso",203.457384989741,0.2,Inf,37
"363","Local prior",199.562673826461,0.22,18400,37
"364","Non local",203.457384989741,0.2,Inf,37
"365","Lasso mod 10000",203.457384989741,0.2,Inf,37
"366","Lasso mod 200",203.457384989741,0.2,Inf,37
"367","Lasso mod 100",203.457384989741,0.2,Inf,37
"368","Lasso mod 50",203.457384989741,0.2,Inf,37
"369","Naive",210.310439310817,0.8,200,37
"370","Oracle",203.922819803483,1,255,37
"371","Lasso",487.551244677846,0.42,736,38
"372","Ada Lasso",485.794911645579,0.28,1672,38
"373","Local prior",487.571025538903,0.28,3066,38
"374","Non local",505.79673906057,0.22,18400,38
"375","Lasso mod 10000",483.157740193462,0.46,575,38
"376","Lasso mod 200",505.79673906057,0.22,18400,38
"377","Lasso mod 100",505.79673906057,0.22,18400,38
"378","Lasso mod 50",505.79673906057,0.22,18400,38
"379","Naive",514.813281163475,0.8,200,38
"380","Oracle",499.612125954469,1,248,38
"381","Lasso",729.481089764407,0.28,1415,39
"382","Ada Lasso",726.275985098778,0.22,9200,39
"383","Local prior",748.481870341637,0.2,Inf,39
"384","Non local",748.481870341637,0.2,Inf,39
"385","Lasso mod 10000",727.187997193563,0.66,328,39
"386","Lasso mod 200",748.481870341637,0.2,Inf,39
"387","Lasso mod 100",719.374942220246,0.26,6133,39
"388","Lasso mod 50",748.481870341637,0.2,Inf,39
"389","Naive",783.342777836669,0.8,200,39
"390","Oracle",737.346323069897,1,259,39
"391","Lasso",289.239906418579,0.44,920,40
"392","Ada Lasso",294.38083124904,0.3,2044,40
"393","Local prior",292.89461536657,0.26,3680,40
"394","Non local",301.196701254417,0.2,Inf,40
"395","Lasso mod 10000",288.34831996959,0.32,1415,40
"396","Lasso mod 200",289.39096690162,0.34,1533,40
"397","Lasso mod 100",288.34831996959,0.32,1415,40
"398","Lasso mod 50",292.329995757644,0.28,2628,40
"399","Naive",325.599328400893,0.8,200,40
"400","Oracle",311.960794632354,1,245,40
"401","Lasso",238.286296789484,0.2,Inf,41
"402","Ada Lasso",237.843558679109,0.22,9200,41
"403","Local prior",237.843558679109,0.22,9200,41
"404","Non local",238.286296789484,0.2,Inf,41
"405","Lasso mod 10000",229.631454699988,0.34,1672,41
"406","Lasso mod 200",226.819761652901,0.34,1226,41
"407","Lasso mod 100",229.631454699988,0.34,1672,41
"408","Lasso mod 50",228.989202230294,0.32,1840,41
"409","Naive",251.604545543251,0.8,200,41
"410","Oracle",242.987115266721,1,245,41
"411","Lasso",356.101941556951,0.5,657,42
"412","Ada Lasso",356.610709558423,0.4,1082,42
"413","Local prior",362.775320337514,0.24,6133,42
"414","Non local",362.775320337514,0.24,6133,42
"415","Lasso mod 10000",359.578041384528,0.34,1533,42
"416","Lasso mod 200",359.578041384528,0.34,1533,42
"417","Lasso mod 100",359.578041384528,0.34,1533,42
"418","Lasso mod 50",359.578041384528,0.34,1533,42
"419","Naive",393.144262965119,0.8,200,42
"420","Oracle",373.553033770144,1,245,42
"421","Lasso",321.018226852181,0.38,836,43
"422","Ada Lasso",325.513599987868,0.26,2044,43
"423","Local prior",332.458131451484,0.2,6133,43
"424","Non local",348.770129499746,0.2,Inf,43
"425","Lasso mod 10000",323.9015548081,0.28,1840,43
"426","Lasso mod 200",323.9015548081,0.28,1840,43
"427","Lasso mod 100",323.9015548081,0.28,1840,43
"428","Lasso mod 50",339.847394191725,0.2,4600,43
"429","Naive",366.322617715334,0.8,200,43
"430","Oracle",348.344614408091,1,238,43
"431","Lasso",332.697593343922,0.22,18400,44
"432","Ada Lasso",341.136333680729,0.2,Inf,44
"433","Local prior",332.697593343922,0.22,18400,44
"434","Non local",341.136333680729,0.2,Inf,44
"435","Lasso mod 10000",330.164293484607,0.28,4600,44
"436","Lasso mod 200",330.164293484607,0.28,4600,44
"437","Lasso mod 100",332.697593343922,0.22,18400,44
"438","Lasso mod 50",332.697593343922,0.22,18400,44
"439","Naive",378.987408756127,0.8,200,44
"440","Oracle",357.631423615591,1,259,44
"441","Lasso",325.190190444867,0.2,Inf,45
"442","Ada Lasso",314.746494355326,0.22,6133,45
"443","Local prior",314.746494355326,0.22,6133,45
"444","Non local",325.190190444867,0.2,Inf,45
"445","Lasso mod 10000",311.934333411254,0.3,3680,45
"446","Lasso mod 200",325.190190444867,0.2,Inf,45
"447","Lasso mod 100",325.190190444867,0.2,Inf,45
"448","Lasso mod 50",325.190190444867,0.2,Inf,45
"449","Naive",326.459445822407,0.8,200,45
"450","Oracle",316.871028298021,1,262,45
"451","Lasso",304.30144503399,0.44,408,46
"452","Ada Lasso",304.30144503399,0.44,408,46
"453","Local prior",283.85815955052,0.26,1533,46
"454","Non local",298.256479860802,0.2,Inf,46
"455","Lasso mod 10000",286.453027799858,0.42,876,46
"456","Lasso mod 200",284.074797265928,0.32,1415,46
"457","Lasso mod 100",285.611355834403,0.28,4600,46
"458","Lasso mod 50",284.822616968114,0.26,6133,46
"459","Naive",344.352845623288,0.8,200,46
"460","Oracle",315.219991430229,1,252,46
"461","Lasso",559.387357625699,0.32,920,47
"462","Ada Lasso",560.31640714879,0.24,2628,47
"463","Local prior",559.763140825744,0.26,1840,47
"464","Non local",564.581095159614,0.22,9200,47
"465","Lasso mod 10000",583.393991739972,0.46,427,47
"466","Lasso mod 200",579.179374191844,0.26,6133,47
"467","Lasso mod 100",556.977854042897,0.36,1672,47
"468","Lasso mod 50",579.179374191844,0.26,6133,47
"469","Naive",620.100117801822,0.8,200,47
"470","Oracle",579.588249582966,1,252,47
"471","Lasso",299.358700425477,0.2,Inf,48
"472","Ada Lasso",281.638352848934,0.28,3680,48
"473","Local prior",299.358700425477,0.2,Inf,48
"474","Non local",299.358700425477,0.2,Inf,48
"475","Lasso mod 10000",282.133391068959,0.36,1840,48
"476","Lasso mod 200",299.358700425477,0.2,Inf,48
"477","Lasso mod 100",299.358700425477,0.2,Inf,48
"478","Lasso mod 50",299.358700425477,0.2,Inf,48
"479","Naive",286.8577464878,0.8,200,48
"480","Oracle",273.05990129086,1,248,48
"481","Lasso",602.337623352325,0.36,2044,49
"482","Ada Lasso",604.510737989271,0.32,2628,49
"483","Local prior",621.756621089601,0.26,4600,49
"484","Non local",638.325515233424,0.22,18400,49
"485","Lasso mod 10000",602.337623352325,0.36,2044,49
"486","Lasso mod 200",602.337623352325,0.36,2044,49
"487","Lasso mod 100",602.337623352325,0.36,2044,49
"488","Lasso mod 50",612.6213074595,0.34,2628,49
"489","Naive",709.721918299443,0.8,200,49
"490","Oracle",696.041621187349,1,270,49
"491","Lasso",195.0434371045,0.34,1840,50
"492","Ada Lasso",196.478521852404,0.26,4600,50
"493","Local prior",197.769690748899,0.26,6133,50
"494","Non local",202.597943715036,0.2,Inf,50
"495","Lasso mod 10000",195.913539008647,0.3,3680,50
"496","Lasso mod 200",196.490811469922,0.28,4600,50
"497","Lasso mod 100",196.490811469922,0.28,4600,50
"498","Lasso mod 50",196.490811469922,0.28,4600,50
"499","Naive",218.96758206489,0.8,200,50
"500","Oracle",214.098590965193,1,255,50
"501","Lasso",464.411583407845,0.68,292,51
"502","Ada Lasso",441.079423571601,0.32,876,51
"503","Local prior",456.450671655079,0.24,3680,51
"504","Non local",470.115581133177,0.2,Inf,51
"505","Lasso mod 10000",461.358064834713,0.74,278,51
"506","Lasso mod 200",435.783143599649,0.36,876,51
"507","Lasso mod 100",470.115581133177,0.2,Inf,51
"508","Lasso mod 50",470.115581133177,0.2,Inf,51
"509","Naive",484.539141128088,0.8,200,51
"510","Oracle",443.007180480269,1,252,51
"511","Lasso",755.772771996668,0.56,347,52
"512","Ada Lasso",713.782593342025,0.36,1082,52
"513","Local prior",709.576299779264,0.32,1533,52
"514","Non local",704.059708352961,0.26,4600,52
"515","Lasso mod 10000",738.654898208656,0.5,408,52
"516","Lasso mod 200",738.746388482868,0.48,427,52
"517","Lasso mod 100",708.13553067744,0.3,2300,52
"518","Lasso mod 50",708.13553067744,0.3,2300,52
"519","Naive",829.907931889869,0.8,200,52
"520","Oracle",787.807793876357,1,255,52
"521","Lasso",529.896243876936,0.3,634,53
"522","Ada Lasso",556.440580444795,0.2,2300,53
"523","Local prior",567.426309347027,0.16,4600,53
"524","Non local",581.891139626582,0.2,Inf,53
"525","Lasso mod 10000",566.442541717566,0.18,3066,53
"526","Lasso mod 200",576.476397279492,0.18,18400,53
"527","Lasso mod 100",560.837916178278,0.2,2300,53
"528","Lasso mod 50",581.891139626582,0.2,Inf,53
"529","Naive",561.45968014676,0.8,200,53
"530","Oracle",558.639874663993,1,245,53
"531","Lasso",420.2946734322,0.26,2628,54
"532","Ada Lasso",418.443002144286,0.22,6133,54
"533","Local prior",416.958822562482,0.26,3680,54
"534","Non local",418.443002144286,0.22,6133,54
"535","Lasso mod 10000",419.934146354466,0.52,707,54
"536","Lasso mod 200",418.662107685852,0.52,634,54
"537","Lasso mod 100",419.934146354466,0.52,707,54
"538","Lasso mod 50",439.375530708363,0.2,Inf,54
"539","Naive",459.182737790636,0.8,200,54
"540","Oracle",451.907156124999,1,252,54
"541","Lasso",473.027746254766,0.26,1840,55
"542","Ada Lasso",473.22557816455,0.26,3066,55
"543","Local prior",482.091961730175,0.22,9200,55
"544","Non local",490.419048771061,0.2,Inf,55
"545","Lasso mod 10000",470.995037925167,0.3,2628,55
"546","Lasso mod 200",479.725798558465,0.22,18400,55
"547","Lasso mod 100",470.995037925167,0.3,2628,55
"548","Lasso mod 50",479.725798558465,0.22,18400,55
