"","metodologia","mse","accuracy","n","seed"
"130","Oracle",102.239722633126,1,968,13
"131","Lasso",113.9272022559,0.8,2628,14
"132","Ada Lasso",119.896317035474,0.8,Inf,14
"133","Local prior",117.589674015058,0.82,9200,14
"134","Non local",119.896317035474,0.8,Inf,14
"135","Lasso mod 10000",114.073176829063,0.74,1226,14
"136","Lasso mod 200",119.896317035474,0.8,Inf,14
"137","Lasso mod 100",119.896317035474,0.8,Inf,14
"138","Lasso mod 50",119.896317035474,0.8,Inf,14
"139","Naive",124.787966767281,0.2,200,14
"140","Oracle",111.626645008964,1,1150,14
"141","Lasso",110.335341103116,0.72,1022,15
"142","Ada Lasso",113.073596827095,0.76,1672,15
"143","Local prior",114.830970736191,0.8,9200,15
"144","Non local",114.830970736191,0.8,9200,15
"145","Lasso mod 10000",111.965573988311,0.72,1415,15
"146","Lasso mod 200",112.029001797815,0.78,3680,15
"147","Lasso mod 100",112.029001797815,0.78,3680,15
"148","Lasso mod 50",112.029001797815,0.78,3680,15
"149","Naive",123.130133981294,0.2,200,15
"150","Oracle",110.994653311784,1,1226,15
"151","Lasso",207.826077797471,0.76,3680,16
"152","Ada Lasso",207.753449758521,0.8,Inf,16
"153","Local prior",207.015453106016,0.78,9200,16
"154","Non local",207.753449758521,0.8,Inf,16
"155","Lasso mod 10000",207.753449758521,0.8,Inf,16
"156","Lasso mod 200",200.568861370688,0.74,3066,16
"157","Lasso mod 100",207.753449758521,0.8,Inf,16
"158","Lasso mod 50",207.753449758521,0.8,Inf,16
"159","Naive",224.426636369353,0.2,200,16
"160","Oracle",191.408176838314,1,1022,16
"161","Lasso",141.493092722857,0.82,6133,17
"162","Ada Lasso",141.493092722857,0.82,6133,17
"163","Local prior",141.607640376283,0.78,3680,17
"164","Non local",141.493092722857,0.82,6133,17
"165","Lasso mod 10000",147.086164949049,0.68,800,17
"166","Lasso mod 200",147.086164949049,0.68,800,17
"167","Lasso mod 100",141.802569928434,0.8,2628,17
"168","Lasso mod 50",153.199762282489,0.8,Inf,17
"169","Naive",170.423045331728,0.2,200,17
"170","Oracle",137.687162744262,1,876,17
"171","Lasso",83.3056002246441,0.78,3680,18
"172","Ada Lasso",84.1968533768053,0.82,9200,18
"173","Local prior",84.1968533768053,0.82,9200,18
"174","Non local",84.1968533768053,0.82,9200,18
"175","Lasso mod 10000",81.7651992294336,0.84,2300,18
"176","Lasso mod 200",87.9164825394153,0.8,Inf,18
"177","Lasso mod 100",87.9164825394153,0.8,Inf,18
"178","Lasso mod 50",87.9164825394153,0.8,Inf,18
"179","Naive",84.8465796945428,0.2,200,18
"180","Oracle",78.3705517700456,1,1226,18
"181","Lasso",99.1822598771085,0.76,1840,19
"182","Ada Lasso",101.838600414042,0.78,6133,19
"183","Local prior",101.54892346665,0.74,2300,19
"184","Non local",101.838600414042,0.78,6133,19
"185","Lasso mod 10000",102.170749862932,0.58,657,19
"186","Lasso mod 200",102.170749862932,0.58,657,19
"187","Lasso mod 100",102.170749862932,0.58,657,19
"188","Lasso mod 50",110.17252601979,0.78,18400,19
"189","Naive",110.980589997025,0.2,200,19
"190","Oracle",97.6871294043193,1,920,19
"191","Lasso",57.3046830848154,0.78,1415,20
"192","Ada Lasso",63.8087729286975,0.8,Inf,20
"193","Local prior",57.9671382953318,0.84,6133,20
"194","Non local",63.8087729286975,0.8,Inf,20
"195","Lasso mod 10000",61.1992576608759,0.76,4600,20
"196","Lasso mod 200",61.1992576608759,0.76,4600,20
"197","Lasso mod 100",61.1992576608759,0.76,4600,20
"198","Lasso mod 50",63.8087729286975,0.8,Inf,20
"199","Naive",67.3252519303895,0.2,200,20
"200","Oracle",57.1629132999492,1,968,20
"201","Lasso",110.862514269934,0.76,1226,21
"202","Ada Lasso",112.609485235687,0.84,6133,21
"203","Local prior",112.624382013508,0.82,4600,21
"204","Non local",116.738568110648,0.8,Inf,21
"205","Lasso mod 10000",107.581293605839,0.68,1415,21
"206","Lasso mod 200",107.581293605839,0.68,1415,21
"207","Lasso mod 100",107.581293605839,0.68,1415,21
"208","Lasso mod 50",112.653612910747,0.82,18400,21
"209","Naive",118.476240263434,0.2,200,21
"210","Oracle",106.935839216981,1,968,21
"211","Lasso",72.119157105072,0.84,3066,22
"212","Ada Lasso",72.6863034616521,0.84,6133,22
"213","Local prior",72.5784850600517,0.82,18400,22
"214","Non local",73.2167419902628,0.82,18400,22
"215","Lasso mod 10000",72.4923470830578,0.84,9200,22
"216","Lasso mod 200",71.0741027110411,0.82,6133,22
"217","Lasso mod 100",72.4923470830578,0.84,9200,22
"218","Lasso mod 50",72.4923470830578,0.84,9200,22
"219","Naive",80.5280951613597,0.2,200,22
"220","Oracle",70.5788800663167,1,1533,22
"221","Lasso",34.3209182632627,0.82,1226,23
"222","Ada Lasso",34.9367245254335,0.8,1840,23
"223","Local prior",35.657355796032,0.78,18400,23
"224","Non local",36.139427169181,0.8,Inf,23
"225","Lasso mod 10000",34.6218121692348,0.8,1082,23
"226","Lasso mod 200",34.272629197154,0.82,1226,23
"227","Lasso mod 100",35.1303760948356,0.76,3066,23
"228","Lasso mod 50",35.6529970314377,0.8,9200,23
"229","Naive",37.9964191734233,0.2,200,23
"230","Oracle",33.362819385107,1,968,23
"231","Lasso",30.0274091484004,0.8,Inf,24
"232","Ada Lasso",30.0274091484004,0.8,Inf,24
"233","Local prior",29.357701753367,0.78,6133,24
"234","Non local",30.0274091484004,0.8,Inf,24
"235","Lasso mod 10000",29.4910207742424,0.76,9200,24
"236","Lasso mod 200",30.0274091484004,0.8,Inf,24
"237","Lasso mod 100",30.0274091484004,0.8,Inf,24
"238","Lasso mod 50",30.0274091484004,0.8,Inf,24
"239","Naive",31.9783546657415,0.2,200,24
"240","Oracle",27.474972313857,1,1022,24
"241","Lasso",135.784826278861,0.68,1314,25
"242","Ada Lasso",136.9848638228,0.8,9200,25
"243","Local prior",136.9848638228,0.8,9200,25
"244","Non local",137.216813450029,0.82,18400,25
"245","Lasso mod 10000",136.73509840686,0.78,6133,25
"246","Lasso mod 200",136.9848638228,0.8,9200,25
"247","Lasso mod 100",136.9848638228,0.8,9200,25
"248","Lasso mod 50",136.9848638228,0.8,9200,25
"249","Naive",154.701470303855,0.2,200,25
"250","Oracle",133.191193947035,1,920,25
"251","Lasso",35.7129369459348,0.72,920,26
"252","Ada Lasso",35.6735831009325,0.84,4600,26
"253","Local prior",35.6735831009325,0.84,4600,26
"254","Non local",37.335809279702,0.82,18400,26
"255","Lasso mod 10000",36.5344730875046,0.7,2628,26
"256","Lasso mod 200",37.1820820515095,0.78,6133,26
"257","Lasso mod 100",37.1820820515095,0.78,6133,26
"258","Lasso mod 50",37.1820820515095,0.78,6133,26
"259","Naive",37.2935807703416,0.2,200,26
"260","Oracle",34.8008012776933,1,968,26
"261","Lasso",46.3187715738582,0.78,2044,27
"262","Ada Lasso",47.569081974995,0.76,6133,27
"263","Local prior",47.569081974995,0.76,6133,27
"264","Non local",46.7197619556022,0.8,6133,27
"265","Lasso mod 10000",46.4998331219243,0.78,2628,27
"266","Lasso mod 200",46.4998331219243,0.78,2628,27
"267","Lasso mod 100",46.4998331219243,0.78,2628,27
"268","Lasso mod 50",47.0306816153147,0.8,9200,27
"269","Naive",49.0979674365424,0.2,200,27
"270","Oracle",43.6154014187083,1,1150,27
"271","Lasso",120.464144781449,0.76,2044,28
"272","Ada Lasso",120.297890636609,0.8,4600,28
"273","Local prior",123.011774454358,0.8,9200,28
"274","Non local",123.027532085235,0.82,18400,28
"275","Lasso mod 10000",121.583266275567,0.8,9200,28
"276","Lasso mod 200",121.583266275567,0.8,9200,28
"277","Lasso mod 100",121.583266275567,0.8,9200,28
"278","Lasso mod 50",121.583266275567,0.8,9200,28
"279","Naive",128.656538597955,0.2,200,28
"280","Oracle",114.795332681314,1,968,28
"281","Lasso",249.181842388683,0.8,4600,29
"282","Ada Lasso",249.013315973398,0.82,18400,29
"283","Local prior",249.013315973398,0.82,18400,29
"284","Non local",249.013315973398,0.82,18400,29
"285","Lasso mod 10000",250.437206655398,0.78,3680,29
"286","Lasso mod 200",249.465261831149,0.78,6133,29
"287","Lasso mod 100",249.103372024166,0.8,9200,29
"288","Lasso mod 50",249.465261831149,0.78,6133,29
"289","Naive",269.690005255989,0.2,200,29
"290","Oracle",242.584284697233,1,920,29
"291","Lasso",88.6078130919354,0.84,1533,30
"292","Ada Lasso",89.5942012507202,0.8,1840,30
"293","Local prior",88.9550770109357,0.84,1314,30
"294","Non local",93.5572217954139,0.78,6133,30
"295","Lasso mod 10000",87.683147149906,0.78,1226,30
"296","Lasso mod 200",90.233209352815,0.84,4600,30
"297","Lasso mod 100",90.3016734655061,0.86,6133,30
"298","Lasso mod 50",90.3016734655061,0.86,6133,30
"299","Naive",96.4902779068886,0.2,200,30
"300","Oracle",85.0751758348234,1,1226,30
"301","Lasso",108.613962580996,0.7,968,31
"302","Ada Lasso",108.13822573974,0.76,2044,31
"303","Local prior",108.906161052592,0.74,2628,31
"304","Non local",112.070294088329,0.8,Inf,31
"305","Lasso mod 10000",106.24533234176,0.74,1533,31
"306","Lasso mod 200",106.003013578858,0.76,1840,31
"307","Lasso mod 100",105.501659578637,0.78,2300,31
"308","Lasso mod 50",109.254842764282,0.82,18400,31
"309","Naive",118.471080547636,0.2,200,31
"310","Oracle",105.57095776341,1,1022,31
"311","Lasso",57.0861716135497,0.82,4600,32
"312","Ada Lasso",57.291158864064,0.8,3066,32
"313","Local prior",57.0119382990091,0.84,9200,32
"314","Non local",57.6747802133446,0.82,18400,32
"315","Lasso mod 10000",57.2043537670907,0.78,3680,32
"316","Lasso mod 200",57.2043537670907,0.78,3680,32
"317","Lasso mod 100",57.2043537670907,0.78,3680,32
"318","Lasso mod 50",57.0119382990091,0.84,9200,32
"319","Naive",62.5124465734408,0.2,200,32
"320","Oracle",55.6275962063947,1,1226,32
"321","Lasso",191.621424539702,0.72,681,33
"322","Ada Lasso",192.288800081161,0.76,1082,33
"323","Local prior",192.447053381692,0.86,3680,33
"324","Non local",194.278180615459,0.82,9200,33
"325","Lasso mod 10000",191.320419222356,0.76,800,33
"326","Lasso mod 200",191.320419222356,0.76,800,33
"327","Lasso mod 100",191.320419222356,0.76,800,33
"328","Lasso mod 50",188.915004148471,0.76,1314,33
"329","Naive",211.75445072974,0.2,200,33
"330","Oracle",187.724747221765,1,1082,33
"331","Lasso",91.9510447161731,0.64,707,34
"332","Ada Lasso",93.7356794430341,0.82,9200,34
"333","Local prior",91.3322139825865,0.82,2300,34
"334","Non local",93.7356794430341,0.82,9200,34
"335","Lasso mod 10000",92.3010466181561,0.62,800,34
"336","Lasso mod 200",98.7636326123804,0.8,Inf,34
"337","Lasso mod 100",98.7636326123804,0.8,Inf,34
"338","Lasso mod 50",98.7636326123804,0.8,Inf,34
"339","Naive",98.6105983327454,0.2,200,34
"340","Oracle",90.3776023994156,1,876,34
"341","Lasso",132.991772040429,0.82,3680,35
"342","Ada Lasso",132.013311976462,0.78,2628,35
"343","Local prior",133.324392253739,0.84,6133,35
"344","Non local",146.632988701086,0.8,Inf,35
"345","Lasso mod 10000",132.654688722862,0.74,1415,35
"346","Lasso mod 200",132.099241374547,0.74,2044,35
"347","Lasso mod 100",142.864889777456,0.82,18400,35
"348","Lasso mod 50",142.864889777456,0.82,18400,35
"349","Naive",160.752871169042,0.2,200,35
"350","Oracle",131.391101324744,1,1082,35
"351","Lasso",84.7563907184198,0.76,2628,36
"352","Ada Lasso",86.7387853196279,0.8,Inf,36
"353","Local prior",85.6971353485139,0.78,9200,36
"354","Non local",86.7387853196279,0.8,Inf,36
"355","Lasso mod 10000",86.7387853196279,0.8,Inf,36
"356","Lasso mod 200",86.7387853196279,0.8,Inf,36
"357","Lasso mod 100",86.7387853196279,0.8,Inf,36
"358","Lasso mod 50",86.7387853196279,0.8,Inf,36
"359","Naive",90.4301978603122,0.2,200,36
"360","Oracle",77.2971513140847,1,1082,36
"361","Lasso",137.438779430043,0.84,2628,37
"362","Ada Lasso",141.695909126743,0.82,9200,37
"363","Local prior",141.695909126743,0.82,9200,37
"364","Non local",147.847883082532,0.8,Inf,37
"365","Lasso mod 10000",137.479086747807,0.7,1150,37
"366","Lasso mod 200",137.349970384408,0.72,1314,37
"367","Lasso mod 100",137.043002061465,0.82,2300,37
"368","Lasso mod 50",137.438779430043,0.84,2628,37
"369","Naive",164.208843971038,0.2,200,37
"370","Oracle",134.213811431269,1,1150,37
"371","Lasso",162.284672037134,0.7,1226,38
"372","Ada Lasso",171.799630249501,0.78,18400,38
"373","Local prior",170.608138516302,0.78,3066,38
"374","Non local",171.726844992058,0.8,Inf,38
"375","Lasso mod 10000",166.715937965572,0.72,4600,38
"376","Lasso mod 200",166.841273881156,0.7,3680,38
"377","Lasso mod 100",166.841273881156,0.7,3680,38
"378","Lasso mod 50",166.715937965572,0.72,4600,38
"379","Naive",186.748706474866,0.2,200,38
"380","Oracle",153.157510706942,1,1022,38
"381","Lasso",200.641639805818,0.8,Inf,39
"382","Ada Lasso",184.581424411594,0.8,2628,39
"383","Local prior",192.083807745227,0.78,18400,39
"384","Non local",200.641639805818,0.8,Inf,39
"385","Lasso mod 10000",182.172955378885,0.8,3066,39
"386","Lasso mod 200",200.641639805818,0.8,Inf,39
"387","Lasso mod 100",182.172955378885,0.8,3066,39
"388","Lasso mod 50",182.172955378885,0.8,3066,39
"389","Naive",189.981755245974,0.2,200,39
"390","Oracle",177.295273841685,1,1082,39
"391","Lasso",46.7924434908147,0.74,1533,40
"392","Ada Lasso",46.5130934191116,0.8,2628,40
"393","Local prior",46.9773484855404,0.84,6133,40
"394","Non local",46.4687804429747,0.8,6133,40
"395","Lasso mod 10000",46.8410395351621,0.66,920,40
"396","Lasso mod 200",46.246209673633,0.84,9200,40
"397","Lasso mod 100",46.246209673633,0.84,9200,40
"398","Lasso mod 50",46.246209673633,0.84,9200,40
"399","Naive",50.7215070980737,0.2,200,40
"400","Oracle",45.4043082963239,1,1022,40
"401","Lasso",196.879574353073,0.8,2628,41
"402","Ada Lasso",207.26269145061,0.78,18400,41
"403","Local prior",207.26269145061,0.78,18400,41
"404","Non local",208.12172257678,0.8,Inf,41
"405","Lasso mod 10000",207.26269145061,0.78,18400,41
"406","Lasso mod 200",207.26269145061,0.78,18400,41
"407","Lasso mod 100",207.26269145061,0.78,18400,41
"408","Lasso mod 50",207.26269145061,0.78,18400,41
"409","Naive",222.493738484502,0.2,200,41
"410","Oracle",189.399568870525,1,968,41
"411","Lasso",136.333458965549,0.76,4600,42
"412","Ada Lasso",138.353833255471,0.78,6133,42
"413","Local prior",138.353833255471,0.78,6133,42
"414","Non local",138.353833255471,0.78,6133,42
"415","Lasso mod 10000",133.90627982931,0.64,1533,42
"416","Lasso mod 200",133.90627982931,0.64,1533,42
"417","Lasso mod 100",133.90627982931,0.64,1533,42
"418","Lasso mod 50",133.90627982931,0.64,1533,42
"419","Naive",144.955321237221,0.2,200,42
"420","Oracle",127.461133802539,1,1022,42
"421","Lasso",123.29783536671,0.82,6133,43
"422","Ada Lasso",126.152725483158,0.8,Inf,43
"423","Local prior",123.29783536671,0.82,6133,43
"424","Non local",126.152725483158,0.8,Inf,43
"425","Lasso mod 10000",118.27898220207,0.76,1150,43
"426","Lasso mod 200",118.514965290577,0.78,1226,43
"427","Lasso mod 100",126.152725483158,0.8,Inf,43
"428","Lasso mod 50",126.152725483158,0.8,Inf,43
"429","Naive",131.992657777011,0.2,200,43
"430","Oracle",116.843531310307,1,968,43
"431","Lasso",49.4577666726495,0.86,2300,44
"432","Ada Lasso",53.4344841468835,0.8,Inf,44
"433","Local prior",50.3243954044856,0.84,4600,44
"434","Non local",53.4344841468835,0.8,Inf,44
"435","Lasso mod 10000",49.7879839466934,0.88,2300,44
"436","Lasso mod 200",49.7383226889743,0.86,3066,44
"437","Lasso mod 100",53.4344841468835,0.8,Inf,44
"438","Lasso mod 50",53.4344841468835,0.8,Inf,44
"439","Naive",55.5048072049449,0.2,200,44
"440","Oracle",47.9404950514599,1,1226,44
"441","Lasso",69.8152682654302,0.86,3066,45
"442","Ada Lasso",71.2903120423729,0.84,6133,45
"443","Local prior",71.2903120423729,0.84,6133,45
"444","Non local",71.3900488219415,0.82,9200,45
"445","Lasso mod 10000",70.7487616086105,0.58,497,45
"446","Lasso mod 200",71.3129944977616,0.74,2300,45
"447","Lasso mod 100",71.4371772772292,0.82,4600,45
"448","Lasso mod 50",71.4371772772292,0.82,4600,45
"449","Naive",80.6442677534869,0.2,200,45
"450","Oracle",68.641143058667,1,968,45
"451","Lasso",101.386838710447,0.82,9200,46
"452","Ada Lasso",101.386838710447,0.82,9200,46
"453","Local prior",101.386838710447,0.82,9200,46
"454","Non local",103.413638810522,0.8,Inf,46
"455","Lasso mod 10000",99.0178458981888,0.78,4600,46
"456","Lasso mod 200",103.413638810522,0.8,Inf,46
"457","Lasso mod 100",99.0178458981888,0.78,4600,46
"458","Lasso mod 50",103.413638810522,0.8,Inf,46
"459","Naive",103.801050497163,0.2,200,46
"460","Oracle",97.2607804594493,1,876,46
"461","Lasso",43.9963860222946,0.72,1415,47
"462","Ada Lasso",44.0971892733273,0.78,2044,47
"463","Local prior",43.9681822318053,0.84,4600,47
"464","Non local",47.0075165952184,0.8,Inf,47
"465","Lasso mod 10000",44.0977482300533,0.62,1082,47
"466","Lasso mod 200",44.0977482300533,0.62,1082,47
"467","Lasso mod 100",47.0075165952184,0.8,Inf,47
"468","Lasso mod 50",47.0075165952184,0.8,Inf,47
"469","Naive",51.19512552513,0.2,200,47
"470","Oracle",43.2302595218954,1,968,47
"471","Lasso",98.5947988738068,0.82,1533,48
"472","Ada Lasso",103.769628809874,0.84,6133,48
"473","Local prior",103.485347311658,0.78,4600,48
"474","Non local",110.696068664572,0.8,Inf,48
"475","Lasso mod 10000",98.8893565554339,0.68,968,48
"476","Lasso mod 200",99.4390977539285,0.66,876,48
"477","Lasso mod 100",98.787779460156,0.72,1226,48
"478","Lasso mod 50",110.696068664572,0.8,Inf,48
"479","Naive",117.956744910849,0.2,200,48
"480","Oracle",97.9436245405904,1,920,48
"481","Lasso",62.8105244466629,0.62,575,49
"482","Ada Lasso",62.4264516699728,0.74,836,49
"483","Local prior",62.8476755801204,0.84,3066,49
"484","Non local",63.469679933444,0.84,6133,49
"485","Lasso mod 10000",61.5194100824944,0.8,2300,49
"486","Lasso mod 200",61.5194100824944,0.8,2300,49
"487","Lasso mod 100",61.5194100824944,0.8,2300,49
"488","Lasso mod 50",61.3953208043988,0.82,3066,49
"489","Naive",68.6170923857506,0.2,200,49
"490","Oracle",59.8641516495024,1,1150,49
"491","Lasso",158.724266834183,0.76,968,50
"492","Ada Lasso",157.821167961124,0.72,800,50
"493","Local prior",159.666232205337,0.8,2300,50
"494","Non local",164.67132595019,0.8,Inf,50
"495","Lasso mod 10000",161.448487674191,0.78,6133,50
"496","Lasso mod 200",161.448487674191,0.78,6133,50
"497","Lasso mod 100",161.448487674191,0.78,6133,50
"498","Lasso mod 50",160.051571072882,0.76,4600,50
"499","Naive",184.903720466727,0.2,200,50
"500","Oracle",154.592255665992,1,1150,50
"501","Lasso",27.5887793812373,0.82,2628,51
"502","Ada Lasso",27.512119696643,0.84,4600,51
"503","Local prior",27.512119696643,0.84,4600,51
"504","Non local",27.512119696643,0.84,4600,51
"505","Lasso mod 10000",27.2901961505681,0.74,968,51
"506","Lasso mod 200",27.6601290441292,0.74,1150,51
"507","Lasso mod 100",28.6649753680045,0.82,18400,51
"508","Lasso mod 50",30.2310692543962,0.8,Inf,51
"509","Naive",30.1029428809649,0.2,200,51
"510","Oracle",26.8464565671066,1,1082,51
"511","Lasso",94.5400091247616,0.78,766,52
"512","Ada Lasso",99.3915927802599,0.8,3066,52
"513","Local prior",98.8935021955251,0.78,2628,52
"514","Non local",98.6568764653044,0.82,9200,52
"515","Lasso mod 10000",97.4328030199537,0.7,657,52
"516","Lasso mod 200",97.4328030199537,0.7,657,52
"517","Lasso mod 100",97.9633532838275,0.76,1226,52
"518","Lasso mod 50",97.9633532838275,0.76,1226,52
"519","Naive",108.257395494014,0.2,200,52
"520","Oracle",93.0811114703857,1,1022,52
"521","Lasso",39.1157796932236,0.82,1533,53
"522","Ada Lasso",39.3615887795721,0.84,2044,53
"523","Local prior",39.2658092511351,0.86,3066,53
"524","Non local",40.0416119004142,0.82,18400,53
"525","Lasso mod 10000",39.7356815064283,0.84,9200,53
"526","Lasso mod 200",40.0416119004142,0.82,18400,53
"527","Lasso mod 100",40.0416119004142,0.82,18400,53
"528","Lasso mod 50",40.0416119004142,0.82,18400,53
"529","Naive",41.3513141119523,0.2,200,53
"530","Oracle",38.2280134263717,1,1022,53
"531","Lasso",57.2538482881139,0.8,920,54
"532","Ada Lasso",57.7034357391215,0.84,1022,54
"533","Local prior",58.801178690171,0.78,2628,54
"534","Non local",58.9647252081215,0.82,6133,54
"535","Lasso mod 10000",60.2208453589202,0.8,Inf,54
"536","Lasso mod 200",59.2684703971311,0.74,6133,54
"537","Lasso mod 100",60.2208453589202,0.8,Inf,54
