"","metodologia","mse","accuracy","n","seed"
"150","Lasso mod",32.4391870397351,0.56,368,19
"151","Naive",32.2467389676453,0.8,200,19
"152","Oracle",30.7571644650767,1,255,19
"153","Lasso",57.1844319004005,0.52,408,20
"154","Ada Lasso",57.8452037010251,0.56,383,20
"155","Local prior",60.3960699106079,0.28,1533,20
"156","Non local",65.5651009133327,0.26,1840,20
"157","Ada mod",57.5709643729978,0.58,408,20
"158","Lasso mod",57.8016958303778,0.6,391,20
"159","Naive",58.6879305827869,0.8,200,20
"160","Oracle",56.9034167617563,1,248,20
"161","Lasso",44.0188895628083,0.44,657,21
"162","Ada Lasso",46.8521288918189,0.4,876,21
"163","Local prior",52.9385803347956,0.28,2044,21
"164","Non local",54.3112444749888,0.28,3066,21
"165","Ada mod",44.5709574949974,0.48,541,21
"166","Lasso mod",45.7216944818705,0.4,836,21
"167","Naive",46.1877775845996,0.8,200,21
"168","Oracle",45.0367091893955,1,255,21
"169","Lasso",44.5900797346797,0.66,418,22
"170","Ada Lasso",44.8503030894656,0.56,497,22
"171","Local prior",45.6222008252698,0.42,1022,22
"172","Non local",49.2028238369848,0.34,1533,22
"173","Ada mod",43.7671163070656,0.68,391,22
"174","Lasso mod",43.457858198684,0.78,353,22
"175","Naive",45.3336776266082,0.8,200,22
"176","Oracle",43.193878651942,1,270,22
"177","Lasso",40.6070771705781,0.48,541,23
"178","Ada Lasso",41.1542586075362,0.42,876,23
"179","Local prior",46.2548938054287,0.36,1226,23
"180","Non local",49.5411563159248,0.28,3066,23
"181","Ada mod",42.8129488866019,0.58,322,23
"182","Lasso mod",40.7180207687447,0.54,634,23
"183","Naive",42.4811824423936,0.8,200,23
"184","Oracle",40.4107217084138,1,259,23
"185","Lasso",24.1126200784656,0.7,235,24
"186","Ada Lasso",23.1418648359176,0.54,391,24
"187","Local prior",27.0340077569247,0.3,920,24
"188","Non local",29.8910736385704,0.26,2044,24
"189","Ada mod",23.6259422425329,0.66,248,24
"190","Lasso mod",23.9832900744067,0.7,252,24
"191","Naive",24.08708487474,0.8,200,24
"192","Oracle",23.2999476979816,1,259,24
"193","Lasso",65.5213159115991,0.44,471,25
"194","Ada Lasso",67.6235869658583,0.38,681,25
"195","Local prior",70.4703901310694,0.32,1022,25
"196","Non local",81.4138233242683,0.32,1314,25
"197","Ada mod",63.9616711253668,0.52,408,25
"198","Lasso mod",68.5994383122526,0.42,593,25
"199","Naive",65.5672235103716,0.8,200,25
"200","Oracle",65.1931670157027,1,248,25
"201","Lasso",40.3048398267295,0.6,311,26
"202","Ada Lasso",41.3002677482529,0.28,736,26
"203","Local prior",41.894409690281,0.22,1022,26
"204","Non local",41.9399105155098,0.2,1226,26
"205","Ada mod",40.3991007857031,0.6,296,26
"206","Lasso mod",39.842260288554,0.46,391,26
"207","Naive",41.9894037309056,0.8,200,26
"208","Oracle",40.8816536800801,1,242,26
"209","Lasso",19.5386189438287,0.68,347,27
"210","Ada Lasso",19.7252429250019,0.52,634,27
"211","Local prior",21.2946018187216,0.42,920,27
"212","Non local",25.1323270451158,0.28,3680,27
"213","Ada mod",19.3558308607115,0.66,400,27
"214","Lasso mod",19.8492981571744,0.64,427,27
"215","Naive",20.7583905758592,0.8,200,27
"216","Oracle",19.559757016707,1,255,27
"217","Lasso",59.9112959965053,0.56,418,28
"218","Ada Lasso",62.5269850433621,0.4,836,28
"219","Local prior",66.9501424872592,0.32,1533,28
"220","Non local",67.4928603482156,0.3,1533,28
"221","Ada mod",59.9112959965053,0.56,418,28
"222","Lasso mod",60.9028036289384,0.64,375,28
"223","Naive",59.1569590739103,0.8,200,28
"224","Oracle",56.4319074518891,1,252,28
"225","Lasso",56.457201069886,0.5,460,29
"226","Ada Lasso",58.3474858566262,0.44,766,29
"227","Local prior",61.5661710713722,0.34,1082,29
"228","Non local",62.4105659406048,0.36,1226,29
"229","Ada mod",56.7684685951638,0.48,471,29
"230","Lasso mod",57.6763169225575,0.54,557,29
"231","Naive",57.2913403349925,0.8,200,29
"232","Oracle",55.53113321039,1,259,29
"233","Lasso",64.8372380261799,0.46,557,30
"234","Ada Lasso",68.2702670382747,0.36,876,30
"235","Local prior",71.8007045244901,0.36,1314,30
"236","Non local",71.8007045244901,0.36,1314,30
"237","Ada mod",64.516658877727,0.44,460,30
"238","Lasso mod",63.998680141537,0.56,448,30
"239","Naive",61.9515897536515,0.8,200,30
"240","Oracle",60.7480577892184,1,252,30
"241","Lasso",36.8151201156049,0.58,448,31
"242","Ada Lasso",37.7232798678083,0.46,613,31
"243","Local prior",38.7150804950496,0.42,968,31
"244","Non local",45.8584383895506,0.28,3680,31
"245","Ada mod",36.9018947487725,0.56,484,31
"246","Lasso mod",36.9385480129072,0.6,484,31
"247","Naive",37.2424091709833,0.8,200,31
"248","Oracle",35.7807797334003,1,252,31
"249","Lasso",37.1359365212647,0.58,375,32
"250","Ada Lasso",40.2270915344228,0.44,968,32
"251","Local prior",44.7523894106506,0.3,2300,32
"252","Non local",45.4694635002345,0.28,2628,32
"253","Ada mod",37.4608683392188,0.44,657,32
"254","Lasso mod",37.8509041745306,0.48,657,32
"255","Naive",38.6903467221259,0.8,200,32
"256","Oracle",36.1084855817923,1,248,32
"257","Lasso",58.7209289949582,0.38,575,33
"258","Ada Lasso",61.8760151703853,0.3,1314,33
"259","Local prior",62.8167688344974,0.3,1840,33
"260","Non local",72.5179956620379,0.28,3066,33
"261","Ada mod",58.8268620603807,0.42,575,33
"262","Lasso mod",60.7009001369668,0.44,525,33
"263","Naive",59.3193726848926,0.8,200,33
"264","Oracle",56.4088656810063,1,255,33
"265","Lasso",50.2029955336772,0.62,287,34
"266","Ada Lasso",50.0786203025469,0.6,438,34
"267","Local prior",53.4520888412647,0.44,613,34
"268","Non local",54.4055574886506,0.52,575,34
"269","Ada mod",55.3031268236738,0.58,334,34
"270","Lasso mod",50.6100037914607,0.64,296,34
"271","Naive",52.7778012476634,0.8,200,34
"272","Oracle",50.3477405246671,1,248,34
"273","Lasso",24.2105656064461,0.5,471,35
"274","Ada Lasso",24.5702438656623,0.42,634,35
"275","Local prior",25.6916570091016,0.36,920,35
"276","Non local",26.6301626538636,0.28,1840,35
"277","Ada mod",24.0105807813417,0.54,427,35
"278","Lasso mod",24.3478859701248,0.64,252,35
"279","Naive",24.1709663392718,0.8,200,35
"280","Oracle",23.6853320510872,1,242,35
"281","Lasso",23.5624989068617,0.66,292,36
"282","Ada Lasso",24.5756562482662,0.42,408,36
"283","Local prior",25.8966492810687,0.42,575,36
"284","Non local",26.7016310027196,0.4,634,36
"285","Ada mod",23.2959520177299,0.76,255,36
"286","Lasso mod",23.113012182247,0.74,266,36
"287","Naive",22.5148845522539,0.8,200,36
"288","Oracle",22.1322200540412,1,255,36
"289","Lasso",21.5567164158067,0.5,484,37
"290","Ada Lasso",22.0408163209351,0.42,800,37
"291","Local prior",23.073789489057,0.38,1226,37
"292","Non local",24.9846793657201,0.3,2628,37
"293","Ada mod",22.0139623703788,0.46,557,37
"294","Lasso mod",21.6154205279814,0.5,766,37
"295","Naive",21.527446084404,0.8,200,37
"296","Oracle",20.339375124829,1,255,37
"297","Lasso",55.0252485805013,0.46,400,38
"298","Ada Lasso",54.888877165166,0.5,460,38
"299","Local prior",66.9052301065861,0.28,1672,38
"300","Non local",58.2292305282847,0.36,1226,38
"301","Ada mod",55.0583209614976,0.48,427,38
"302","Lasso mod",53.6151994497332,0.64,328,38
"303","Naive",55.7470201787708,0.8,200,38
"304","Oracle",53.2671824040613,1,248,38
"305","Lasso",83.786854525864,0.38,657,39
"306","Ada Lasso",84.9572521266358,0.44,613,39
"307","Local prior",89.3370130618622,0.3,1840,39
"308","Non local",89.3370130618622,0.3,1840,39
"309","Ada mod",82.4571819078092,0.46,707,39
"310","Lasso mod",78.9504036970533,0.62,375,39
"311","Naive",82.9701774723266,0.8,200,39
"312","Oracle",78.2322579246903,1,259,39
"313","Lasso",34.1638615392008,0.54,353,40
"314","Ada Lasso",35.3600940920649,0.46,613,40
"315","Local prior",35.3407147238421,0.38,836,40
"316","Non local",35.5214680181333,0.38,836,40
"317","Ada mod",33.4610101289815,0.6,322,40
"318","Lasso mod",32.5043169604367,0.56,408,40
"319","Naive",33.1906817067361,0.8,200,40
"320","Oracle",32.2642377571176,1,245,40
"321","Lasso",22.6302086739026,0.48,557,41
"322","Ada Lasso",24.3021619103384,0.42,1082,41
"323","Local prior",25.3529116543826,0.36,1533,41
"324","Non local",25.3529116543826,0.36,1533,41
"325","Ada mod",20.1089599031565,0.54,448,41
"326","Lasso mod",22.0323035941913,0.54,511,41
"327","Naive",20.1295124264966,0.8,200,41
"328","Oracle",19.7290217841763,1,245,41
"329","Lasso",40.7836955769248,0.58,484,42
"330","Ada Lasso",41.3257794573899,0.48,657,42
"331","Local prior",43.8948594611233,0.34,1150,42
"332","Non local",43.8948594611233,0.34,1150,42
"333","Ada mod",40.7836955769248,0.58,484,42
"334","Lasso mod",40.4237350813865,0.64,400,42
"335","Naive",40.320543354698,0.8,200,42
"336","Oracle",37.6844862394216,1,245,42
"337","Lasso",38.7409269502493,0.48,575,43
"338","Ada Lasso",41.595097503004,0.3,1314,43
"339","Local prior",41.595097503004,0.3,1314,43
"340","Non local",42.1608133392058,0.28,1533,43
"341","Ada mod",40.2817042695043,0.46,707,43
"342","Lasso mod",37.806392958171,0.58,418,43
"343","Naive",37.8053520753116,0.8,200,43
"344","Oracle",36.9722992825802,1,238,43
"345","Lasso",37.3047795599698,0.38,681,44
"346","Ada Lasso",39.6458459746481,0.3,1415,44
"347","Local prior",39.2422874906319,0.3,1314,44
"348","Non local",40.0115752374732,0.26,1840,44
"349","Ada mod",32.2541964055595,0.68,347,44
"350","Lasso mod",33.7710355649081,0.56,471,44
"351","Naive",33.3989794144625,0.8,200,44
"352","Oracle",32.4194151783703,1,259,44
"353","Lasso",31.3096685579645,0.66,322,45
"354","Ada Lasso",35.7602547074271,0.4,876,45
"355","Local prior",39.8087202220291,0.32,1415,45
"356","Non local",39.8530059079406,0.3,1533,45
"357","Ada mod",31.2001064697583,0.62,360,45
"358","Lasso mod",30.9728606206024,0.62,438,45
"359","Naive",31.0119937777255,0.8,200,45
"360","Oracle",28.8353474464508,1,262,45
"361","Lasso",34.330740453046,0.68,266,46
"362","Ada Lasso",34.330740453046,0.68,266,46
"363","Local prior",37.9621269873018,0.4,1150,46
"364","Non local",39.0469942808125,0.34,1672,46
"365","Ada mod",34.4962469848519,0.66,278,46
"366","Lasso mod",34.7108476651496,0.7,266,46
"367","Naive",35.2851184375494,0.8,200,46
"368","Oracle",32.9464131570225,1,252,46
"369","Lasso",56.0893971786277,0.68,266,47
"370","Ada Lasso",54.7796192239354,0.42,707,47
"371","Local prior",59.3733640882646,0.34,1082,47
"372","Non local",61.3394363584467,0.32,2044,47
"373","Ada mod",55.3480097108691,0.66,317,47
"374","Lasso mod",56.1800961656078,0.7,252,47
"375","Naive",57.8717066654915,0.8,200,47
"376","Oracle",53.2772189616737,1,252,47
"377","Lasso",26.7624533965116,0.66,347,48
"378","Ada Lasso",26.7624533965116,0.66,347,48
"379","Local prior",31.3584322822663,0.42,836,48
"380","Non local",35.4716816884165,0.3,2044,48
"381","Ada mod",26.8483894368645,0.7,301,48
"382","Lasso mod",29.5061725773891,0.54,541,48
"383","Naive",27.7722104210288,0.8,200,48
"384","Oracle",26.6934765602942,1,248,48
"385","Lasso",72.3955533386574,0.48,707,49
"386","Ada Lasso",73.7090743231832,0.34,1672,49
"387","Local prior",75.4587184527092,0.32,2628,49
"388","Non local",75.4587184527092,0.32,2628,49
"389","Ada mod",72.0138553960274,0.52,541,49
"390","Lasso mod",72.8216046753093,0.48,920,49
"391","Naive",76.4912095921704,0.8,200,49
"392","Oracle",71.4238715703116,1,270,49
"393","Lasso",21.725198665045,0.58,471,50
"394","Ada Lasso",22.0944177505345,0.42,968,50
"395","Local prior",22.3409429119712,0.38,1150,50
"396","Non local",22.3409429119712,0.38,1150,50
"397","Ada mod",21.725198665045,0.58,471,50
"398","Lasso mod",21.5171595166155,0.6,448,50
"399","Naive",22.2781424075305,0.8,200,50
"400","Oracle",20.8950262562586,1,255,50
"401","Lasso",50.9383009647986,0.68,287,51
"402","Ada Lasso",51.0259987354508,0.7,296,51
"403","Local prior",52.0234951023977,0.4,736,51
"404","Non local",51.7170606085687,0.4,968,51
"405","Ada mod",51.0259987354508,0.7,296,51
"406","Lasso mod",50.2178705423088,0.68,306,51
"407","Naive",52.5897848950021,0.8,200,51
"408","Oracle",50.5978993039625,1,252,51
"409","Lasso",69.1697724031193,0.7,255,52
"410","Ada Lasso",68.7309250950278,0.74,266,52
"411","Local prior",80.8241118320024,0.4,1022,52
"412","Non local",80.0691941447283,0.38,968,52
"413","Ada mod",69.1079778651863,0.72,259,52
"414","Lasso mod",69.8114864296316,0.72,248,52
"415","Naive",69.4813343944804,0.8,200,52
"416","Oracle",66.6185084634697,1,255,52
"417","Lasso",55.1685445115221,0.64,328,53
"418","Ada Lasso",56.5991821535066,0.44,497,53
"419","Local prior",65.0390257401245,0.32,1150,53
"420","Non local",66.7845887673743,0.28,1533,53
"421","Ada mod",55.3821326669835,0.6,347,53
"422","Lasso mod",55.5228971518291,0.6,317,53
"423","Naive",54.1586937385047,0.8,200,53
"424","Oracle",52.4141137725914,1,245,53
"425","Lasso",43.66834971747,0.6,375,54
"426","Ada Lasso",42.5998659022507,0.5,657,54
"427","Local prior",49.652799746629,0.34,1672,54
"428","Non local",48.6718921276151,0.34,1150,54
"429","Ada mod",42.9421514371012,0.54,471,54
"430","Lasso mod",43.7259968987403,0.6,360,54
"431","Naive",45.0926556201015,0.8,200,54
"432","Oracle",42.7446349881696,1,252,54
"433","Lasso",57.1591471480655,0.52,383,55
"434","Ada Lasso",57.5179606233436,0.4,497,55
"435","Local prior",67.4009677791669,0.32,1672,55
"436","Non local",68.8057612483453,0.28,2300,55
"437","Ada mod",57.1591471480655,0.52,383,55
"438","Lasso mod",57.5115425110418,0.58,353,55
"439","Naive",58.0785361115288,0.8,200,55
"440","Oracle",57.0304246509802,1,238,55
"441","Lasso",33.8598659931358,0.7,311,56
"442","Ada Lasso",35.3026708863146,0.58,427,56
"443","Local prior",39.8775931676527,0.38,1150,56
"444","Non local",44.3331605842055,0.32,1840,56
"445","Ada mod",33.5214065768612,0.76,301,56
"446","Lasso mod",33.7668522074083,0.7,274,56
"447","Naive",34.7995798653531,0.8,200,56
"448","Oracle",33.858583133333,1,252,56
"449","Lasso",50.294159996055,0.52,448,57
"450","Ada Lasso",50.0424045808558,0.46,575,57
"451","Local prior",53.2469522831685,0.36,1022,57
"452","Non local",55.6486318927992,0.28,2300,57
"453","Ada mod",48.3396569262477,0.6,375,57
"454","Lasso mod",46.8708706771005,0.64,368,57
"455","Naive",49.0330044127447,0.8,200,57
"456","Oracle",47.3091114495664,1,255,57
"457","Lasso",28.1439681447954,0.56,322,58
"458","Ada Lasso",27.8196691612723,0.52,368,58
"459","Local prior",31.1377571033329,0.34,707,58
"460","Non local",31.1377571033329,0.34,707,58
"461","Ada mod",28.1439681447954,0.56,322,58
"462","Lasso mod",27.1282080697826,0.64,306,58
"463","Naive",27.4380955072073,0.8,200,58
"464","Oracle",25.2304145801772,1,262,58
"465","Lasso",38.3976274067444,0.52,557,59
"466","Ada Lasso",39.9397987502712,0.5,766,59
"467","Local prior",47.1043402268536,0.38,1150,59
"468","Non local",44.947968152724,0.36,1022,59
"469","Ada mod",38.3976274067444,0.52,557,59
"470","Lasso mod",37.4078237002174,0.6,375,59
"471","Naive",36.519374601646,0.8,200,59
"472","Oracle",36.2811807878444,1,259,59
"473","Lasso",46.2002578643325,0.5,484,60
"474","Ada Lasso",44.7456526029065,0.48,634,60
"475","Local prior",46.2168400845548,0.4,800,60
"476","Non local",51.1841768096346,0.38,1082,60
"477","Ada mod",46.2043544752999,0.54,484,60
"478","Lasso mod",46.6386477645471,0.58,471,60
"479","Naive",48.0099463947589,0.8,200,60
"480","Oracle",47.9364255371143,1,245,60
"481","Lasso",31.3086943458718,0.68,306,61
"482","Ada Lasso",31.7544177152602,0.42,707,61
"483","Local prior",34.2297640955988,0.34,1314,61
"484","Non local",35.6595160141936,0.3,1840,61
"485","Ada mod",31.2616094756358,0.54,460,61
"486","Lasso mod",30.7100218062088,0.64,347,61
"487","Naive",31.7770928164259,0.8,200,61
"488","Oracle",30.8843676432362,1,238,61
"489","Lasso",93.8487520922271,0.66,375,62
"490","Ada Lasso",97.0153797734949,0.58,575,62
"491","Local prior",104.817128295312,0.34,1672,62
"492","Non local",105.698772157797,0.3,2300,62
"493","Ada mod",91.4702335177581,0.64,360,62
"494","Lasso mod",94.7370597241614,0.62,418,62
"495","Naive",97.562356818632,0.8,200,62
"496","Oracle",94.6151871685329,1,252,62
"497","Lasso",71.0377211942748,0.56,408,63
"498","Ada Lasso",71.9080955171387,0.5,613,63
"499","Local prior",75.15640544316,0.34,1150,63
"500","Non local",74.3963080730499,0.36,1082,63
"501","Ada mod",70.2533401740523,0.58,427,63
"502","Lasso mod",70.6256465660874,0.56,484,63
"503","Naive",72.9081520927609,0.8,200,63
"504","Oracle",70.7562293188793,1,266,63
"505","Lasso",35.957825146474,0.52,427,64
"506","Ada Lasso",36.0862299765921,0.46,736,64
"507","Local prior",39.2821407555792,0.4,1150,64
"508","Non local",45.318386055608,0.32,1840,64
"509","Ada mod",35.7714187084977,0.52,557,64
"510","Lasso mod",35.5545046105158,0.56,541,64
"511","Naive",35.5202507641759,0.8,200,64
"512","Oracle",34.2989122131488,1,259,64
"513","Lasso",52.8272364504786,0.7,270,65
"514","Ada Lasso",54.2534567405866,0.58,460,65
"515","Local prior",58.2806803758957,0.4,876,65
"516","Non local",58.5426120583539,0.38,968,65
"517","Ada mod",50.8240970902699,0.66,353,65
"518","Lasso mod",54.0626631288785,0.62,317,65
"519","Naive",53.3116107345414,0.8,200,65
"520","Oracle",51.8829267906083,1,242,65
"521","Lasso",64.3817989065312,0.54,375,66
"522","Ada Lasso",63.3726675787171,0.42,497,66
"523","Local prior",68.9507938994671,0.34,1022,66
"524","Non local",68.9507938994671,0.34,1022,66
"525","Ada mod",63.7110519259224,0.46,438,66
"526","Lasso mod",65.4539705253171,0.54,375,66
"527","Naive",67.5014824705193,0.8,200,66
"528","Oracle",60.1940012236013,1,248,66
"529","Lasso",53.1114589535489,0.5,471,67
"530","Ada Lasso",55.2610567041948,0.42,736,67
"531","Local prior",60.8862097243427,0.3,1226,67
"532","Non local",65.786141310567,0.28,2628,67
"533","Ada mod",53.1114589535489,0.5,471,67
"534","Lasso mod",53.9211427270678,0.58,427,67
"535","Naive",56.3186978157228,0.8,200,67
"536","Oracle",51.6850165191529,1,255,67
"537","Lasso",43.5456971174933,0.6,448,68
"538","Ada Lasso",45.3199178849065,0.46,800,68
"539","Local prior",50.9822004833085,0.34,1533,68
"540","Non local",51.4078491446978,0.32,1840,68
"541","Ada mod",44.5776745209587,0.56,525,68
"542","Lasso mod",44.5662728917356,0.54,541,68
"543","Naive",45.4182995154856,0.8,200,68
"544","Oracle",42.6570115332721,1,245,68
"545","Lasso",51.5331416503678,0.58,460,69
"546","Ada Lasso",51.6291878459429,0.54,497,69
"547","Local prior",54.718121974417,0.4,876,69
"548","Non local",55.0074525604365,0.26,1533,69
"549","Ada mod",51.5331416503678,0.58,460,69
"550","Lasso mod",51.3056234472513,0.58,418,69
"551","Naive",53.4455850196887,0.8,200,69
"552","Oracle",49.530677476833,1,252,69
"553","Lasso",26.1099336292184,0.5,311,70
"554","Ada Lasso",28.6366921538551,0.44,593,70
"555","Local prior",29.2052747588253,0.38,1082,70
"556","Non local",29.5805904763337,0.34,1082,70
"557","Ada mod",25.9943028852325,0.54,334,70
"558","Lasso mod",25.7011188548442,0.6,360,70
"559","Naive",25.2872850254827,0.8,200,70
"560","Oracle",23.9412720154824,1,255,70
"561","Lasso",49.8294217759789,0.52,306,71
"562","Ada Lasso",49.9857258945119,0.58,278,71
"563","Local prior",61.4081999748789,0.32,1415,71
"564","Non local",60.434528666863,0.3,1226,71
"565","Ada mod",50.4318881828985,0.52,301,71
"566","Lasso mod",53.1071101884556,0.34,657,71
"567","Naive",49.4606504141396,0.8,200,71
"568","Oracle",48.8718534072998,1,255,71
"569","Lasso",28.2009421681724,0.56,296,72
"570","Ada Lasso",28.5039955224141,0.52,334,72
"571","Local prior",32.2548467008056,0.32,1150,72
"572","Non local",31.938885397347,0.26,1314,72
