"","metodologia","mse","accuracy","n","seed"
"62","Ada Lasso",6.66141653406973,0.9,2044,7
"63","Local prior",6.56225576533352,0.9,1533,7
"64","Non local",7.005667125974,0.88,2300,7
"65","Lasso mod 10000",6.61044184461296,0.68,681,7
"66","Lasso mod 200",6.59339516621784,0.76,920,7
"67","Lasso mod 100",6.59339516621784,0.76,920,7
"68","Lasso mod 50",6.58629162087969,0.78,968,7
"69","Naive",7.8065485598773,0.2,200,7
"70","Oracle",6.51313995539307,1,1022,7
"71","Lasso",11.3403386940805,0.76,836,8
"72","Ada Lasso",11.5756516387917,0.84,1415,8
"73","Local prior",11.2867598780632,0.88,2300,8
"74","Non local",11.2772879255786,0.9,2628,8
"75","Lasso mod 10000",10.9142041552039,0.72,836,8
"76","Lasso mod 200",11.5127761994466,0.78,1226,8
"77","Lasso mod 100",11.1982240750994,0.8,1150,8
"78","Lasso mod 50",12.1692241232863,0.82,2300,8
"79","Naive",12.3217018723344,0.2,200,8
"80","Oracle",10.6586496346826,1,1022,8
"81","Lasso",5.31936254351219,0.76,800,9
"82","Ada Lasso",5.33987692738721,0.8,1415,9
"83","Local prior",5.86158987798714,0.82,2628,9
"84","Non local",6.14768029266536,0.84,6133,9
"85","Lasso mod 10000",5.3650169589046,0.76,1226,9
"86","Lasso mod 200",5.40101734394183,0.78,1533,9
"87","Lasso mod 100",5.78076660458375,0.8,2300,9
"88","Lasso mod 50",5.78076660458375,0.8,2300,9
"89","Naive",6.02097358739744,0.2,200,9
"90","Oracle",5.12597308256777,1,1082,9
"91","Lasso",6.02452204227571,0.86,681,10
"92","Ada Lasso",6.0460436943227,0.88,920,10
"93","Local prior",6.11346199367713,0.94,1840,10
"94","Non local",6.83285349017248,0.9,2628,10
"95","Lasso mod 10000",6.09516620495315,0.76,593,10
"96","Lasso mod 200",6.23463442371121,0.88,1314,10
"97","Lasso mod 100",6.248090837916,0.9,1533,10
"98","Lasso mod 50",6.248090837916,0.9,1533,10
"99","Naive",6.60957457865682,0.2,200,10
"100","Oracle",5.91115541502714,1,1022,10
"101","Lasso",11.1481703928443,0.78,541,11
"102","Ada Lasso",11.6007833274425,0.82,1314,11
"103","Local prior",11.8401165709138,0.82,1533,11
"104","Non local",11.2435699271969,0.9,1672,11
"105","Lasso mod 10000",11.1762652987047,0.7,525,11
"106","Lasso mod 200",11.1762652987047,0.7,525,11
"107","Lasso mod 100",11.2893940140576,0.78,736,11
"108","Lasso mod 50",11.2893940140576,0.78,736,11
"109","Naive",12.2094566664829,0.2,200,11
"110","Oracle",10.9506620543283,1,1022,11
"111","Lasso",10.8757782182972,0.86,634,12
"112","Ada Lasso",11.0521137221909,0.84,1082,12
"113","Local prior",11.3468741772646,0.86,1533,12
"114","Non local",11.3468741772646,0.86,1533,12
"115","Lasso mod 10000",11.1691406984566,0.72,460,12
"116","Lasso mod 200",10.9030313451022,0.86,736,12
"117","Lasso mod 100",10.888942840763,0.86,968,12
"118","Lasso mod 50",11.7062443380758,0.84,2044,12
"119","Naive",12.8477866811664,0.2,200,12
"120","Oracle",10.7110307342152,1,1150,12
"121","Lasso",10.7054690876154,0.6,353,13
"122","Ada Lasso",10.7893999374501,0.86,1415,13
"123","Local prior",11.0192113320522,0.86,1840,13
"124","Non local",11.0129709758732,0.88,2300,13
"125","Lasso mod 10000",10.5036077151317,0.74,613,13
"126","Lasso mod 200",10.4383150892306,0.76,657,13
"127","Lasso mod 100",10.9687824419497,0.78,1082,13
"128","Lasso mod 50",10.9687824419497,0.78,1082,13
"129","Naive",11.5237691417537,0.2,200,13
"130","Oracle",10.1809895150752,1,968,13
"131","Lasso",11.7407394329524,0.78,681,14
"132","Ada Lasso",11.6966420170314,0.86,1082,14
"133","Local prior",11.6733306255169,0.88,1533,14
"134","Non local",13.6338137706854,0.82,2300,14
"135","Lasso mod 10000",11.5744636211719,0.74,575,14
"136","Lasso mod 200",12.3271883854654,0.84,968,14
"137","Lasso mod 100",13.0841806490667,0.82,1672,14
"138","Lasso mod 50",13.0841806490667,0.82,1672,14
"139","Naive",12.4048718766664,0.2,200,14
"140","Oracle",10.995034807295,1,1150,14
"141","Lasso",11.2474347259799,0.68,575,15
"142","Ada Lasso",11.8553711752807,0.8,1314,15
"143","Local prior",11.7827194542615,0.84,2044,15
"144","Non local",12.7010023939965,0.84,2628,15
"145","Lasso mod 10000",11.0883308938078,0.72,657,15
"146","Lasso mod 200",11.1506987014213,0.76,800,15
"147","Lasso mod 100",11.8469009432052,0.8,2044,15
"148","Lasso mod 50",11.8469009432052,0.8,2044,15
"149","Naive",11.9763655909024,0.2,200,15
"150","Oracle",10.9456004663142,1,1226,15
"151","Lasso",19.6382877932425,0.76,593,16
"152","Ada Lasso",19.8462756759175,0.82,836,16
"153","Local prior",20.2607180777779,0.86,1314,16
"154","Non local",21.6399657901855,0.84,1533,16
"155","Lasso mod 10000",20.3918419616833,0.74,800,16
"156","Lasso mod 200",19.9969239798965,0.8,1022,16
"157","Lasso mod 100",19.9969239798965,0.8,1022,16
"158","Lasso mod 50",20.0079500745479,0.84,1150,16
"159","Naive",21.9634375141887,0.2,200,16
"160","Oracle",18.8647233555907,1,1022,16
"161","Lasso",14.0420612715947,0.78,707,17
"162","Ada Lasso",14.9107582667175,0.84,1314,17
"163","Local prior",14.9973641063158,0.82,1415,17
"164","Non local",15.109968325701,0.84,3066,17
"165","Lasso mod 10000",14.4644813177219,0.54,375,17
"166","Lasso mod 200",14.1913340240885,0.6,525,17
"167","Lasso mod 100",14.1399786250301,0.76,1226,17
"168","Lasso mod 50",14.1399786250301,0.76,1226,17
"169","Naive",15.5254074812864,0.2,200,17
"170","Oracle",13.2626985182933,1,876,17
"171","Lasso",8.58827319617343,0.74,707,18
"172","Ada Lasso",8.9861434302626,0.74,766,18
"173","Local prior",9.60295244938549,0.86,2300,18
"174","Non local",9.35438551812165,0.86,2300,18
"175","Lasso mod 10000",8.55339631905467,0.82,968,18
"176","Lasso mod 200",8.84739210921761,0.82,1150,18
"177","Lasso mod 100",9.05903903392311,0.82,1415,18
"178","Lasso mod 50",9.05903903392311,0.82,1415,18
"179","Naive",9.50339185117638,0.2,200,18
"180","Oracle",8.14214918922795,1,1226,18
"181","Lasso",10.8936912323017,0.66,438,19
"182","Ada Lasso",10.5813669916503,0.76,736,19
"183","Local prior",11.0368474824124,0.76,1226,19
"184","Non local",11.0708198082015,0.82,2300,19
"185","Lasso mod 10000",10.8353554267325,0.7,575,19
"186","Lasso mod 200",10.8353554267325,0.7,575,19
"187","Lasso mod 100",10.8353554267325,0.7,575,19
"188","Lasso mod 50",10.489044926413,0.84,920,19
"189","Naive",11.1319600267218,0.2,200,19
"190","Oracle",9.64469009372625,1,920,19
"191","Lasso",6.42670212163507,0.78,968,20
"192","Ada Lasso",6.6206403815671,0.88,3066,20
"193","Local prior",6.6206403815671,0.88,3066,20
"194","Non local",6.6206403815671,0.88,3066,20
"195","Lasso mod 10000",6.60831187960452,0.8,1840,20
"196","Lasso mod 200",6.60831187960452,0.8,1840,20
"197","Lasso mod 100",6.60831187960452,0.8,1840,20
"198","Lasso mod 50",6.60831187960452,0.8,1840,20
"199","Naive",6.89460345825992,0.2,200,20
"200","Oracle",6.36040178833321,1,968,20
"201","Lasso",11.1236045459238,0.68,541,21
"202","Ada Lasso",11.0234672263801,0.82,1022,21
"203","Local prior",11.2531018895858,0.88,1672,21
"204","Non local",11.2497987241899,0.86,1314,21
"205","Lasso mod 10000",11.2224540354918,0.56,418,21
"206","Lasso mod 200",11.13093908751,0.7,766,21
"207","Lasso mod 100",11.13093908751,0.7,766,21
"208","Lasso mod 50",13.6753878745439,0.84,9200,21
"209","Naive",12.2413151880912,0.2,200,21
"210","Oracle",10.8337868703892,1,968,21
"211","Lasso",7.01716622005385,0.74,968,22
"212","Ada Lasso",6.95164955837209,0.84,3066,22
"213","Local prior",6.9972861769897,0.86,4600,22
"214","Non local",7.04571548174586,0.84,9200,22
"215","Lasso mod 10000",6.97647002188644,0.86,2300,22
"216","Lasso mod 200",6.9817554385275,0.88,2628,22
"217","Lasso mod 100",7.00937372328227,0.86,3066,22
"218","Lasso mod 50",7.04961875912134,0.86,6133,22
"219","Naive",7.39471393916005,0.2,200,22
"220","Oracle",6.62802660898038,1,1533,22
"221","Lasso",3.15494777461665,0.76,541,23
"222","Ada Lasso",3.04791403091943,0.92,1150,23
"223","Local prior",3.05881453271593,0.94,1533,23
"224","Non local",3.05881453271593,0.94,1533,23
"225","Lasso mod 10000",3.10668355375406,0.82,800,23
"226","Lasso mod 200",3.12078123512428,0.82,968,23
"227","Lasso mod 100",3.10761899550915,0.84,1082,23
"228","Lasso mod 50",3.10761899550915,0.84,1082,23
"229","Naive",3.67780690825587,0.2,200,23
"230","Oracle",3.06000842037363,1,968,23
"231","Lasso",2.81279429427301,0.76,525,24
"232","Ada Lasso",2.9025160260678,0.76,613,24
"233","Local prior",2.87525788819746,0.88,876,24
"234","Non local",3.41497706484234,0.9,1672,24
"235","Lasso mod 10000",2.83757612547992,0.68,460,24
"236","Lasso mod 200",3.03622151607184,0.74,707,24
"237","Lasso mod 100",5.07834998822612,0.74,6133,24
"238","Lasso mod 50",5.07834998822612,0.74,6133,24
"239","Naive",3.02841388247151,0.2,200,24
"240","Oracle",2.81433347667057,1,1022,24
"241","Lasso",13.5899111158431,0.76,1022,25
"242","Ada Lasso",13.5899111158431,0.76,1022,25
"243","Local prior",14.1838550395768,0.8,2628,25
"244","Non local",14.1321101588423,0.82,3680,25
"245","Lasso mod 10000",13.5714998321231,0.74,968,25
"246","Lasso mod 200",13.5714998321231,0.74,968,25
"247","Lasso mod 100",14.5285328519596,0.78,1840,25
"248","Lasso mod 50",14.5285328519596,0.78,1840,25
"249","Naive",15.0340739482501,0.2,200,25
"250","Oracle",13.6440588274333,1,920,25
"251","Lasso",3.43884018826988,0.74,471,26
"252","Ada Lasso",3.88909556965618,0.86,1672,26
"253","Local prior",3.5919527901053,0.88,1533,26
"254","Non local",4.0443127329743,0.84,2628,26
"255","Lasso mod 10000",3.49889728080563,0.6,448,26
"256","Lasso mod 200",3.45547766648722,0.78,876,26
"257","Lasso mod 100",4.22838012720414,0.7,2628,26
"258","Lasso mod 50",4.25668258580244,0.72,3066,26
"259","Naive",3.73748771192245,0.2,200,26
"260","Oracle",3.41141007951965,1,968,26
"261","Lasso",4.88570641580371,0.8,736,27
"262","Ada Lasso",5.10641494086803,0.84,1082,27
"263","Local prior",5.1621587078821,0.9,1840,27
"264","Non local",5.18483466281845,0.86,1840,27
"265","Lasso mod 10000",4.8859397376918,0.8,968,27
"266","Lasso mod 200",4.88247210522508,0.82,1022,27
"267","Lasso mod 100",4.88247210522508,0.82,1022,27
"268","Lasso mod 50",6.12179330034239,0.8,2300,27
"269","Naive",5.12469751641066,0.2,200,27
"270","Oracle",4.68277466481198,1,1150,27
"271","Lasso",13.5950354781557,0.72,497,28
"272","Ada Lasso",13.3532471385363,0.88,1022,28
"273","Local prior",13.2527769709646,0.94,1314,28
"274","Non local",13.2527769709646,0.94,1314,28
"275","Lasso mod 10000",13.700753256379,0.64,471,28
"276","Lasso mod 200",13.3890618486034,0.74,593,28
"277","Lasso mod 100",16.723601849908,0.78,2300,28
"278","Lasso mod 50",16.6655400988194,0.8,2628,28
"279","Naive",14.3547969380237,0.2,200,28
"280","Oracle",12.7915162152835,1,968,28
"281","Lasso",25.1047852933565,0.8,736,29
"282","Ada Lasso",26.5026995080686,0.9,1840,29
"283","Local prior",26.2533705639959,0.88,2300,29
"284","Non local",28.0194480778282,0.86,3680,29
"285","Lasso mod 10000",25.1955786614583,0.78,800,29
"286","Lasso mod 200",25.2681958212227,0.8,1082,29
"287","Lasso mod 100",26.1473530029317,0.84,1672,29
"288","Lasso mod 50",30.08341439165,0.82,6133,29
"289","Naive",27.2718832776008,0.2,200,29
"290","Oracle",23.9306207196299,1,920,29
"291","Lasso",8.61621988740878,0.76,541,30
"292","Ada Lasso",8.53045986103921,0.9,1022,30
"293","Local prior",9.16518426632246,0.9,1314,30
"294","Non local",9.16518426632246,0.9,1314,30
"295","Lasso mod 10000",8.76076066514561,0.68,525,30
"296","Lasso mod 200",8.57977094200903,0.74,593,30
"297","Lasso mod 100",8.67845496796253,0.84,1314,30
"298","Lasso mod 50",8.67845496796253,0.84,1314,30
"299","Naive",9.250025510928,0.2,200,30
"300","Oracle",8.1664101604448,1,1226,30
"301","Lasso",10.9516474232171,0.8,593,31
"302","Ada Lasso",10.9630289768807,0.78,968,31
"303","Local prior",11.0891625194026,0.86,1533,31
"304","Non local",11.0053049693168,0.86,2628,31
"305","Lasso mod 10000",11.1144073763742,0.7,593,31
"306","Lasso mod 200",10.8134565738479,0.84,1150,31
"307","Lasso mod 100",10.8134565738479,0.84,1150,31
"308","Lasso mod 50",10.8134565738479,0.84,1150,31
"309","Naive",12.2963518192346,0.2,200,31
"310","Oracle",10.7772558286207,1,1022,31
"311","Lasso",5.67064175948855,0.74,736,32
"312","Ada Lasso",5.80227953577729,0.84,3066,32
"313","Local prior",5.59729804450969,0.88,3066,32
"314","Non local",5.59729804450969,0.88,3066,32
"315","Lasso mod 10000",5.76941476274309,0.84,4600,32
"316","Lasso mod 200",5.76941476274309,0.84,4600,32
"317","Lasso mod 100",5.76941476274309,0.84,4600,32
"318","Lasso mod 50",5.76941476274309,0.84,4600,32
"319","Naive",6.12763202322387,0.2,200,32
"320","Oracle",5.33731258014806,1,1226,32
"321","Lasso",21.7163085253071,0.68,497,33
"322","Ada Lasso",21.1898371014427,0.82,876,33
"323","Local prior",21.0945917777071,0.9,1533,33
"324","Non local",21.2384394314277,0.92,1840,33
"325","Lasso mod 10000",21.2727780186426,0.7,657,33
"326","Lasso mod 200",21.0829085047902,0.76,836,33
"327","Lasso mod 100",21.0829085047902,0.76,836,33
"328","Lasso mod 50",21.0829085047902,0.76,836,33
"329","Naive",22.6392514615325,0.2,200,33
"330","Oracle",19.7304217042906,1,1082,33
"331","Lasso",9.75927113235402,0.7,634,34
"332","Ada Lasso",9.6889086296092,0.76,800,34
"333","Local prior",9.52440913940473,0.84,1150,34
"334","Non local",9.50162801362468,0.9,1840,34
"335","Lasso mod 10000",10.175282691859,0.44,375,34
"336","Lasso mod 200",9.90184720303446,0.68,736,34
"337","Lasso mod 100",9.82693477499631,0.72,836,34
"338","Lasso mod 50",9.68247454898232,0.74,876,34
"339","Naive",10.7617536299217,0.2,200,34
"340","Oracle",9.06488250551017,1,876,34
"341","Lasso",13.8569487028844,0.82,876,35
"342","Ada Lasso",14.1293094720399,0.86,1840,35
"343","Local prior",14.4798400055269,0.84,2044,35
"344","Non local",15.1621288349697,0.86,4600,35
"345","Lasso mod 10000",13.3643474763559,0.86,920,35
"346","Lasso mod 200",13.9622495655617,0.84,1022,35
"347","Lasso mod 100",14.5504063643469,0.86,3066,35
"348","Lasso mod 50",14.5504063643469,0.86,3066,35
"349","Naive",15.331127627068,0.2,200,35
"350","Oracle",13.1060396830462,1,1082,35
"351","Lasso",8.1006333940565,0.46,301,36
"352","Ada Lasso",7.57847464119419,0.86,836,36
"353","Local prior",8.0709055620499,0.9,1840,36
"354","Non local",8.12797642377465,0.88,2300,36
"355","Lasso mod 10000",8.18420015736338,0.48,347,36
"356","Lasso mod 200",7.9192848175967,0.88,1533,36
"357","Lasso mod 100",7.9192848175967,0.88,1533,36
"358","Lasso mod 50",7.9192848175967,0.88,1533,36
"359","Naive",8.64270388082802,0.2,200,36
"360","Oracle",7.40742773535156,1,1082,36
"361","Lasso",14.827586522842,0.8,800,37
"362","Ada Lasso",14.9682854197047,0.9,2044,37
"363","Local prior",14.9761869709661,0.92,2300,37
"364","Non local",16.0507222236734,0.86,4600,37
"365","Lasso mod 10000",14.8509671500768,0.8,968,37
"366","Lasso mod 200",14.9504627009459,0.86,1314,37
"367","Lasso mod 100",14.9307118040261,0.86,1672,37
"368","Lasso mod 50",14.9307118040261,0.86,1672,37
"369","Naive",16.645065148286,0.2,200,37
"370","Oracle",14.6465086911457,1,1150,37
"371","Lasso",17.234818786841,0.56,322,38
"372","Ada Lasso",17.3174415585839,0.68,484,38
"373","Local prior",17.1276411533329,0.82,1082,38
"374","Non local",17.2097420448152,0.88,1840,38
"375","Lasso mod 10000",16.9214323494081,0.66,707,38
"376","Lasso mod 200",16.9214323494081,0.66,707,38
"377","Lasso mod 100",16.6655399874105,0.72,968,38
"378","Lasso mod 50",16.6679188509155,0.74,1082,38
"379","Naive",19.6463586216689,0.2,200,38
"380","Oracle",15.8088380878037,1,1022,38
"381","Lasso",20.1613810643709,0.82,613,39
"382","Ada Lasso",21.8092574695327,0.9,968,39
"383","Local prior",22.7926322255037,0.86,1533,39
"384","Non local",23.2053878093405,0.86,2300,39
"385","Lasso mod 10000",20.3532569047191,0.7,497,39
"386","Lasso mod 200",22.8633987633967,0.78,1022,39
"387","Lasso mod 100",23.195316529147,0.76,1226,39
"388","Lasso mod 50",23.2045221741664,0.8,1533,39
"389","Naive",21.906688422336,0.2,200,39
"390","Oracle",20.0285827776035,1,1082,39
"391","Lasso",4.5599545177358,0.62,391,40
"392","Ada Lasso",4.73121495346082,0.84,1082,40
"393","Local prior",4.77897864655962,0.86,1533,40
"394","Non local",4.77941299655506,0.88,1840,40
"395","Lasso mod 10000",4.55806779032894,0.66,511,40
"396","Lasso mod 200",4.5907790969377,0.78,920,40
"397","Lasso mod 100",4.54901585931812,0.84,1150,40
"398","Lasso mod 50",4.54901585931812,0.84,1150,40
"399","Naive",4.95384497951947,0.2,200,40
"400","Oracle",4.33023912160824,1,1022,40
"401","Lasso",17.5970063755387,0.72,438,41
"402","Ada Lasso",17.4190247396854,0.92,968,41
"403","Local prior",18.5191594365126,0.88,1150,41
"404","Non local",18.5014998527847,0.9,1415,41
"405","Lasso mod 10000",18.1197745037411,0.58,383,41
"406","Lasso mod 200",18.2826824239096,0.64,593,41
"407","Lasso mod 100",18.1306902091877,0.72,707,41
"408","Lasso mod 50",21.3069320237506,0.74,1533,41
"409","Naive",20.1727150321709,0.2,200,41
"410","Oracle",17.0516263763543,1,968,41
"411","Lasso",13.0490040012479,0.64,511,42
"412","Ada Lasso",12.8187202499366,0.78,920,42
"413","Local prior",14.0894854083692,0.84,2300,42
"414","Non local",15.4129781035577,0.82,3066,42
"415","Lasso mod 10000",13.1007794661818,0.66,471,42
"416","Lasso mod 200",13.0844139729144,0.64,557,42
"417","Lasso mod 100",13.014100910599,0.68,657,42
"418","Lasso mod 50",12.9369775751144,0.76,920,42
"419","Naive",13.9383873575246,0.2,200,42
"420","Oracle",12.622235714779,1,1022,42
"421","Lasso",12.0516135123254,0.72,575,43
"422","Ada Lasso",12.0751750446627,0.94,1314,43
"423","Local prior",12.0751750446627,0.94,1314,43
"424","Non local",12.5981651339708,0.9,1672,43
"425","Lasso mod 10000",11.663940284442,0.8,707,43
"426","Lasso mod 200",11.8154162251515,0.8,766,43
"427","Lasso mod 100",11.8788863435785,0.78,736,43
"428","Lasso mod 50",11.8154162251515,0.8,766,43
"429","Naive",13.087013257642,0.2,200,43
"430","Oracle",11.4084797005953,1,968,43
"431","Lasso",4.61011416959215,0.9,1022,44
"432","Ada Lasso",4.81869389998636,0.9,1672,44
"433","Local prior",4.85468911494972,0.88,2044,44
"434","Non local",5.15851887019861,0.86,2300,44
"435","Lasso mod 10000",4.60055610375842,0.9,1022,44
"436","Lasso mod 200",4.58666891693202,0.94,1150,44
"437","Lasso mod 100",4.58666891693202,0.94,1150,44
"438","Lasso mod 50",4.59033053544504,0.88,1314,44
"439","Naive",5.11405634013007,0.2,200,44
"440","Oracle",4.52839668468362,1,1226,44
"441","Lasso",7.8157476989748,0.58,368,45
"442","Ada Lasso",7.99634884785814,0.88,1840,45
"443","Local prior",8.01346332698274,0.84,1415,45
"444","Non local",8.59594308121911,0.84,3680,45
"445","Lasso mod 10000",7.87764276807002,0.5,360,45
"446","Lasso mod 200",8.00812417081438,0.76,968,45
"447","Lasso mod 100",7.98906279247678,0.78,1022,45
"448","Lasso mod 50",7.98906279247678,0.78,1022,45
"449","Naive",8.58105089319927,0.2,200,45
"450","Oracle",7.31237148203868,1,968,45
"451","Lasso",9.3106313644728,0.76,836,46
"452","Ada Lasso",9.53160616403002,0.88,2628,46
"453","Local prior",9.53160616403002,0.88,2628,46
"454","Non local",9.96133335506561,0.84,2628,46
"455","Lasso mod 10000",9.38738077482994,0.74,1082,46
"456","Lasso mod 200",9.41166456129322,0.72,1022,46
"457","Lasso mod 100",9.52424318630801,0.8,1533,46
"458","Lasso mod 50",9.53490020646148,0.82,1840,46
"459","Naive",10.2930340825394,0.2,200,46
"460","Oracle",9.04306709100006,1,876,46
"461","Lasso",5.05242746951417,0.76,736,47
"462","Ada Lasso",5.02723488036948,0.84,968,47
"463","Local prior",5.1035307848654,0.86,1840,47
"464","Non local",5.1035307848654,0.86,1840,47
"465","Lasso mod 10000",5.09755992543836,0.5,391,47
"466","Lasso mod 200",5.03194988247078,0.76,836,47
"467","Lasso mod 100",5.03194988247078,0.76,836,47
"468","Lasso mod 50",5.71057964428243,0.76,2044,47
"469","Naive",5.43396634999653,0.2,200,47
"470","Oracle",4.77793515623642,1,968,47
"471","Lasso",9.63277910474085,0.66,418,48
"472","Ada Lasso",9.65988995026438,0.86,1533,48
"473","Local prior",10.5960990725855,0.86,2044,48
"474","Non local",11.0672046533722,0.86,3066,48
"475","Lasso mod 10000",9.52123786315979,0.72,557,48
"476","Lasso mod 200",9.66527094608214,0.74,800,48
"477","Lasso mod 100",10.5120352166218,0.84,1840,48
"478","Lasso mod 50",10.5120352166218,0.84,1840,48
"479","Naive",10.839694892542,0.2,200,48
"480","Oracle",8.90447983274104,1,920,48
"481","Lasso",6.78387005880613,0.6,340,49
"482","Ada Lasso",6.36734283736974,0.8,525,49
"483","Local prior",6.8439262658394,0.82,1840,49
"484","Non local",6.88370629633039,0.86,3066,49
"485","Lasso mod 10000",6.90646904851808,0.82,1840,49
"486","Lasso mod 200",7.32233190451242,0.82,2300,49
"487","Lasso mod 100",7.64965529649863,0.8,2628,49
"488","Lasso mod 50",7.64965529649863,0.8,2628,49
"489","Naive",7.1140140761671,0.2,200,49
"490","Oracle",6.03367686443946,1,1150,49
"491","Lasso",16.2134393328869,0.54,360,50
"492","Ada Lasso",16.4968888244285,0.68,471,50
"493","Local prior",16.8151660587496,0.86,1082,50
"494","Non local",18.0032973052357,0.84,1314,50
"495","Lasso mod 10000",16.3134374763128,0.52,347,50
"496","Lasso mod 200",15.1611693290428,0.78,657,50
"497","Lasso mod 100",15.1611693290428,0.78,657,50
"498","Lasso mod 50",15.7538242868791,0.82,920,50
"499","Naive",17.2127311130166,0.2,200,50
"500","Oracle",14.685212032405,1,1150,50
"501","Lasso",2.64907620640709,0.76,497,51
"502","Ada Lasso",2.71187259104037,0.88,1415,51
"503","Local prior",2.70238643204574,0.9,1533,51
"504","Non local",2.70238643204574,0.9,1533,51
"505","Lasso mod 10000",2.64550661481113,0.78,681,51
"506","Lasso mod 200",2.64777167433741,0.8,766,51
"507","Lasso mod 100",2.64777167433741,0.8,766,51
"508","Lasso mod 50",2.63183431164199,0.9,1415,51
"509","Naive",2.86614862018787,0.2,200,51
"510","Oracle",2.59970891261475,1,1082,51
"511","Lasso",10.1910463342616,0.72,836,52
"512","Ada Lasso",10.2137268778655,0.86,1533,52
"513","Local prior",10.144607299244,0.9,1672,52
"514","Non local",10.4303755313035,0.86,2044,52
"515","Lasso mod 10000",10.0939165953304,0.68,707,52
"516","Lasso mod 200",10.0939165953304,0.68,707,52
"517","Lasso mod 100",10.0939165953304,0.68,707,52
"518","Lasso mod 50",10.123926647122,0.74,876,52
"519","Naive",11.040993296275,0.2,200,52
"520","Oracle",9.85215822029571,1,1022,52
"521","Lasso",4.23394222073874,0.76,707,53
"522","Ada Lasso",4.44299246589049,0.9,2300,53
"523","Local prior",4.44299246589049,0.9,2300,53
"524","Non local",4.44299246589049,0.9,2300,53
"525","Lasso mod 10000",4.25960634754217,0.6,448,53
"526","Lasso mod 200",4.29802156633834,0.82,1533,53
"527","Lasso mod 100",4.29802156633834,0.82,1533,53
"528","Lasso mod 50",4.42734098027501,0.88,2044,53
"529","Naive",4.80922290097159,0.2,200,53
"530","Oracle",3.99823317867754,1,1022,53
"531","Lasso",5.68084617496584,0.68,460,54
"532","Ada Lasso",5.85920656538275,0.9,1226,54
"533","Local prior",5.82161615676147,0.92,1314,54
"534","Non local",5.82161615676147,0.92,1314,54
"535","Lasso mod 10000",5.78233217526055,0.58,400,54
