"","metodologia","mse","accuracy","n","seed"
"104","Non local",10.2999804850913,0.92,2044,11
"105","Lasso mod 10000",10.4125189705712,0.72,736,11
"106","Lasso mod 200",10.2750368274161,0.8,1082,11
"107","Lasso mod 100",10.2750368274161,0.8,1082,11
"108","Lasso mod 50",9.81242091060808,0.92,1533,11
"109","Naive",10.8981299502278,0.1,200,11
"110","Oracle",9.79085750297358,1,2628,11
"111","Lasso",1.89460817306654,0.76,736,12
"112","Ada Lasso",1.87890214588642,0.92,1415,12
"113","Local prior",1.87843103241072,0.94,1533,12
"114","Non local",1.86598604284243,0.98,2628,12
"115","Lasso mod 10000",1.97406914136447,0.56,460,12
"116","Lasso mod 200",2.11620653619438,0.9,3066,12
"117","Lasso mod 100",2.11620653619438,0.9,3066,12
"118","Lasso mod 50",2.11620653619438,0.9,3066,12
"119","Naive",2.18962828519312,0.1,200,12
"120","Oracle",1.84943504524331,1,2300,12
"121","Lasso",0.846819669896483,0.92,1082,13
"122","Ada Lasso",0.844332487303625,0.96,1226,13
"123","Local prior",0.841730001542242,1,1840,13
"124","Non local",0.846915341913045,0.98,2044,13
"125","Lasso mod 10000",0.857316744840455,0.8,800,13
"126","Lasso mod 200",0.848859212814286,0.9,1082,13
"127","Lasso mod 100",0.848859212814286,0.9,1082,13
"128","Lasso mod 50",1.61190303535055,0.88,18400,13
"129","Naive",0.963510657562367,0.1,200,13
"130","Oracle",0.841730001542242,1,1840,13
"131","Lasso",6.56165095779993,0.7,541,14
"132","Ada Lasso",6.53116981042564,0.96,2300,14
"133","Local prior",6.86418799117978,0.9,1672,14
"134","Non local",6.54206894186355,0.98,2628,14
"135","Lasso mod 10000",6.65759695098275,0.6,427,14
"136","Lasso mod 200",6.49425554877795,0.8,1022,14
"137","Lasso mod 100",6.51492359577481,0.78,920,14
"138","Lasso mod 50",6.49418752464079,0.84,1226,14
"139","Naive",7.17948502811371,0.1,200,14
"140","Oracle",6.53085832591353,1,2300,14
"141","Lasso",12.1437426586447,0.8,1314,15
"142","Ada Lasso",11.9116756228316,0.96,6133,15
"143","Local prior",12.1296020366071,0.94,9200,15
"144","Non local",12.1296020366071,0.94,9200,15
"145","Lasso mod 10000",12.047485579576,0.88,2628,15
"146","Lasso mod 200",12.047485579576,0.88,2628,15
"147","Lasso mod 100",12.047485579576,0.88,2628,15
"148","Lasso mod 50",11.9305644259792,0.94,4600,15
"149","Naive",13.8599142469504,0.1,200,15
"150","Oracle",11.9910857693396,1,2628,15
"151","Lasso",7.67687971721242,0.7,575,16
"152","Ada Lasso",7.69570754029921,0.96,2044,16
"153","Local prior",7.69570754029921,0.96,2044,16
"154","Non local",7.73462831355538,0.98,2300,16
"155","Lasso mod 10000",7.77428276103874,0.66,575,16
"156","Lasso mod 200",7.70045540815915,0.8,968,16
"157","Lasso mod 100",7.70045540815915,0.8,968,16
"158","Lasso mod 50",7.69614125902887,0.82,1022,16
"159","Naive",8.57204298590572,0.1,200,16
"160","Oracle",7.62056361169818,1,1672,16
"161","Lasso",0.540404272333416,0.88,1415,17
"162","Ada Lasso",0.562604679530552,0.9,2300,17
"163","Local prior",0.562604679530552,0.9,2300,17
"164","Non local",0.563882616672079,0.94,3680,17
"165","Lasso mod 10000",0.546413119888957,0.82,920,17
"166","Lasso mod 200",0.542378235500577,0.82,1150,17
"167","Lasso mod 100",0.774962320487129,0.92,9200,17
"168","Lasso mod 50",0.774962320487129,0.92,9200,17
"169","Naive",0.583550289212338,0.1,200,17
"170","Oracle",0.533246251629139,1,1672,17
"171","Lasso",3.28708657146202,0.88,1314,18
"172","Ada Lasso",3.51192652003264,0.94,6133,18
"173","Local prior",3.51192652003264,0.94,6133,18
"174","Non local",3.51192652003264,0.94,6133,18
"175","Lasso mod 10000",3.33220041386564,0.88,2300,18
"176","Lasso mod 200",3.3405167466396,0.9,2628,18
"177","Lasso mod 100",3.3405167466396,0.9,2628,18
"178","Lasso mod 50",3.34483502103981,0.92,3066,18
"179","Naive",3.84450928864602,0.1,200,18
"180","Oracle",3.24164833491261,1,2300,18
"181","Lasso",6.36775981767697,0.76,525,19
"182","Ada Lasso",6.17987470725703,0.92,876,19
"183","Local prior",6.40969399979513,0.94,2628,19
"184","Non local",6.40969399979513,0.94,2628,19
"185","Lasso mod 10000",6.53539417725035,0.72,800,19
"186","Lasso mod 200",7.51180228886296,0.94,9200,19
"187","Lasso mod 100",7.51180228886296,0.94,9200,19
"188","Lasso mod 50",7.51180228886296,0.94,9200,19
"189","Naive",7.40033059724473,0.1,200,19
"190","Oracle",5.9998148858333,1,1840,19
"191","Lasso",1.00259324052076,0.72,557,20
"192","Ada Lasso",0.994826180228192,0.96,1672,20
"193","Local prior",0.996428581631122,0.96,1533,20
"194","Non local",1.02711738429386,0.96,3066,20
"195","Lasso mod 10000",1.02930849587762,0.84,1314,20
"196","Lasso mod 200",1.02842017048971,0.9,2044,20
"197","Lasso mod 100",1.11851248579623,0.9,3066,20
"198","Lasso mod 50",1.18410688494477,0.9,4600,20
"199","Naive",1.13349312230002,0.1,200,20
"200","Oracle",0.99243422725306,1,2300,20
"201","Lasso",3.46415222216853,0.74,593,21
"202","Ada Lasso",3.3801287856155,0.82,800,21
"203","Local prior",3.49758419963784,0.98,2628,21
"204","Non local",3.49758419963784,0.98,2628,21
"205","Lasso mod 10000",3.40113558406915,0.76,800,21
"206","Lasso mod 200",3.66809284972676,0.92,2044,21
"207","Lasso mod 100",3.83903534639649,0.9,2628,21
"208","Lasso mod 50",3.83903534639649,0.9,2628,21
"209","Naive",3.78208083249461,0.1,200,21
"210","Oracle",3.29294622713123,1,2300,21
"211","Lasso",0.892285327704776,0.9,1672,22
"212","Ada Lasso",0.903600685862607,0.9,2628,22
"213","Local prior",0.90137122058931,0.88,1840,22
"214","Non local",0.904029130913726,0.94,6133,22
"215","Lasso mod 10000",0.894399681716473,0.88,2300,22
"216","Lasso mod 200",0.899807002929098,0.88,3066,22
"217","Lasso mod 100",1.00160005436635,0.92,18400,22
"218","Lasso mod 50",1.00160005436635,0.92,18400,22
"219","Naive",1.00372908568126,0.1,200,22
"220","Oracle",0.887330046428011,1,2628,22
"221","Lasso",2.06487266559508,0.84,920,23
"222","Ada Lasso",2.07845157540547,0.9,1533,23
"223","Local prior",2.07652259347479,0.92,1840,23
"224","Non local",2.07652259347479,0.92,1840,23
"225","Lasso mod 10000",2.10331223901633,0.72,707,23
"226","Lasso mod 200",2.10331223901633,0.72,707,23
"227","Lasso mod 100",2.11431391335596,0.72,800,23
"228","Lasso mod 50",2.8087506533979,0.88,6133,23
"229","Naive",2.35994407709084,0.1,200,23
"230","Oracle",2.04637866145379,1,2044,23
"231","Lasso",3.76502432728878,0.9,1022,24
"232","Ada Lasso",3.74908944813751,0.98,2044,24
"233","Local prior",3.74908944813751,0.98,2044,24
"234","Non local",3.74908944813751,0.98,2044,24
"235","Lasso mod 10000",3.83097679257443,0.76,657,24
"236","Lasso mod 200",3.77859052693287,0.86,1082,24
"237","Lasso mod 100",3.77859052693287,0.86,1082,24
"238","Lasso mod 50",3.75140490676892,0.92,1415,24
"239","Naive",4.19343401786315,0.1,200,24
"240","Oracle",3.73362055345015,1,1840,24
"241","Lasso",2.4840750506949,0.62,511,25
"242","Ada Lasso",2.40829223941558,0.9,1672,25
"243","Local prior",2.40424773456872,0.92,1840,25
"244","Non local",2.3937309704634,0.94,2300,25
"245","Lasso mod 10000",2.45521760258553,0.64,634,25
"246","Lasso mod 200",2.44757400548514,0.68,707,25
"247","Lasso mod 100",3.10805709732865,0.84,3066,25
"248","Lasso mod 50",3.10805709732865,0.84,3066,25
"249","Naive",2.68898260716512,0.1,200,25
"250","Oracle",2.3844796459545,1,1672,25
"251","Lasso",0.774701404158944,0.88,1533,26
"252","Ada Lasso",0.776810975862432,0.94,2628,26
"253","Local prior",0.811535244221556,0.94,3680,26
"254","Non local",0.789209693576721,0.96,4600,26
"255","Lasso mod 10000",0.771143941650589,0.9,1840,26
"256","Lasso mod 200",0.771426183765244,0.92,2300,26
"257","Lasso mod 100",0.771426183765244,0.92,2300,26
"258","Lasso mod 50",0.953197106472952,0.94,9200,26
"259","Naive",0.859324476513276,0.1,200,26
"260","Oracle",0.760037448039295,1,2300,26
"261","Lasso",0.637265731855691,0.62,400,27
"262","Ada Lasso",0.642156460997094,0.92,4600,27
"263","Local prior",0.6200843489999,0.96,3680,27
"264","Non local",0.642775411455832,0.94,6133,27
"265","Lasso mod 10000",0.61978176292441,0.72,593,27
"266","Lasso mod 200",0.625880269738153,0.84,1840,27
"267","Lasso mod 100",0.622752524080708,0.92,3066,27
"268","Lasso mod 50",0.622752524080708,0.92,3066,27
"269","Naive",0.688015672609992,0.1,200,27
"270","Oracle",0.596948434662763,1,2628,27
"271","Lasso",12.9510614468654,0.74,681,28
"272","Ada Lasso",12.8152007137428,0.84,920,28
"273","Local prior",13.136789307501,0.9,1672,28
"274","Non local",13.0972741125544,0.96,2628,28
"275","Lasso mod 10000",12.8717447383818,0.78,766,28
"276","Lasso mod 200",12.8717447383818,0.78,766,28
"277","Lasso mod 100",13.1817895621071,0.78,1082,28
"278","Lasso mod 50",13.1817895621071,0.78,1082,28
"279","Naive",14.4136081942996,0.1,200,28
"280","Oracle",12.6999713836064,1,1672,28
"281","Lasso",1.93228867703757,0.78,836,29
"282","Ada Lasso",1.93228867703757,0.78,836,29
"283","Local prior",1.88938598023718,0.94,2044,29
"284","Non local",1.99677271535227,0.94,3680,29
"285","Lasso mod 10000",1.95275825614615,0.68,681,29
"286","Lasso mod 200",1.9337825661345,0.78,968,29
"287","Lasso mod 100",2.32140582165669,0.88,4600,29
"288","Lasso mod 50",2.32140582165669,0.88,4600,29
"289","Naive",2.30854357505923,0.1,200,29
"290","Oracle",1.92793449391111,1,1533,29
"291","Lasso",1.47393587518369,0.84,1226,30
"292","Ada Lasso",1.43953063900306,0.94,3680,30
"293","Local prior",1.43546192623166,0.96,4600,30
"294","Non local",1.43546192623166,0.96,4600,30
"295","Lasso mod 10000",1.44629692106932,0.9,2628,30
"296","Lasso mod 200",1.44629692106932,0.9,2628,30
"297","Lasso mod 100",1.44629692106932,0.9,2628,30
"298","Lasso mod 50",1.44629692106932,0.9,2628,30
"299","Naive",1.58508692662808,0.1,200,30
"300","Oracle",1.44104480435176,1,2300,30
"301","Lasso",10.2504929373313,0.82,1082,31
"302","Ada Lasso",10.2320713575932,0.96,3680,31
"303","Local prior",10.2320713575932,0.96,3680,31
"304","Non local",10.2320713575932,0.96,3680,31
"305","Lasso mod 10000",10.1146571510291,0.78,968,31
"306","Lasso mod 200",10.4506447657645,0.84,1672,31
"307","Lasso mod 100",10.4506447657645,0.84,1672,31
"308","Lasso mod 50",10.3245660458393,0.88,2300,31
"309","Naive",11.1324611941762,0.1,200,31
"310","Oracle",9.89415320737937,1,2300,31
"311","Lasso",6.23994015659541,0.86,836,32
"312","Ada Lasso",6.4145901262085,0.98,3066,32
"313","Local prior",6.4145901262085,0.98,3066,32
"314","Non local",6.49501981585042,0.96,4600,32
"315","Lasso mod 10000",6.36958281226037,0.7,681,32
"316","Lasso mod 200",6.50940633453608,0.92,3066,32
"317","Lasso mod 100",6.49915776874477,0.94,3680,32
"318","Lasso mod 50",6.49915776874477,0.94,3680,32
"319","Naive",7.34003702753539,0.1,200,32
"320","Oracle",6.14954312053413,1,2300,32
"321","Lasso",1.37730954243763,0.72,525,33
"322","Ada Lasso",1.36785294222547,0.84,836,33
"323","Local prior",1.47721338644436,0.92,2300,33
"324","Non local",1.57870514148077,0.9,3680,33
"325","Lasso mod 10000",1.3662858718795,0.82,968,33
"326","Lasso mod 200",1.43235303055599,0.88,2044,33
"327","Lasso mod 100",1.43235303055599,0.88,2044,33
"328","Lasso mod 50",2.58319326750315,0.9,Inf,33
"329","Naive",1.37592037695894,0.1,200,33
"330","Oracle",1.27286736619272,1,2300,33
"331","Lasso",3.669928353752,0.8,634,34
"332","Ada Lasso",3.67610457428757,0.98,2628,34
"333","Local prior",3.62337744050754,1,1840,34
"334","Non local",3.67610457428757,0.98,2628,34
"335","Lasso mod 10000",3.75259346752396,0.74,876,34
"336","Lasso mod 200",3.71610156679783,0.8,1150,34
"337","Lasso mod 100",3.68205418201747,0.82,1226,34
"338","Lasso mod 50",3.68205418201747,0.82,1226,34
"339","Naive",4.08783239660583,0.1,200,34
"340","Oracle",3.62337744050754,1,1840,34
"341","Lasso",2.6568793154725,0.84,876,35
"342","Ada Lasso",2.78236747251755,0.92,2044,35
"343","Local prior",2.7808003007274,0.94,2300,35
"344","Non local",2.7808003007274,0.94,2300,35
"345","Lasso mod 10000",2.61614215551496,0.9,1672,35
"346","Lasso mod 200",2.61194920087126,0.96,2628,35
"347","Lasso mod 100",2.61194920087126,0.96,2628,35
"348","Lasso mod 50",2.87940016055292,0.94,3680,35
"349","Naive",3.07112900948546,0.1,200,35
"350","Oracle",2.60000144341186,1,2628,35
"351","Lasso",4.70536280436046,0.82,876,36
"352","Ada Lasso",4.68874357303961,0.96,2044,36
"353","Local prior",4.68874357303961,0.96,2044,36
"354","Non local",4.68874357303961,0.96,2044,36
"355","Lasso mod 10000",4.70567202127375,0.86,1150,36
"356","Lasso mod 200",4.70567202127375,0.86,1150,36
"357","Lasso mod 100",4.71015276811755,0.9,1533,36
"358","Lasso mod 50",4.68152959338333,0.92,1840,36
"359","Naive",5.51009086151322,0.1,200,36
"360","Oracle",4.66388331120877,1,1840,36
"361","Lasso",3.45782409517533,0.78,613,37
"362","Ada Lasso",3.3851301628689,1,2628,37
"363","Local prior",3.3851301628689,1,2628,37
"364","Non local",3.83430930745414,0.96,3680,37
"365","Lasso mod 10000",3.47164779579188,0.72,657,37
"366","Lasso mod 200",3.40124941243746,0.92,1533,37
"367","Lasso mod 100",3.40124941243746,0.92,1533,37
"368","Lasso mod 50",3.39181794605393,0.94,1672,37
"369","Naive",3.94081439956721,0.1,200,37
"370","Oracle",3.3851301628689,1,2628,37
"371","Lasso",3.28790571211226,0.72,707,38
"372","Ada Lasso",3.21731512297558,0.84,1226,38
"373","Local prior",3.21545145107136,0.9,1840,38
"374","Non local",3.22910016801632,0.92,2044,38
"375","Lasso mod 10000",3.28325862815177,0.74,876,38
"376","Lasso mod 200",3.22800947425292,0.82,1314,38
"377","Lasso mod 100",3.22800947425292,0.82,1314,38
"378","Lasso mod 50",3.22800947425292,0.82,1314,38
"379","Naive",3.57900473056078,0.1,200,38
"380","Oracle",3.12487733399897,1,2300,38
"381","Lasso",1.82721786070748,0.8,836,39
"382","Ada Lasso",1.81675932890181,0.9,1415,39
"383","Local prior",1.8054213561814,0.92,1672,39
"384","Non local",2.12555723741621,0.92,2300,39
"385","Lasso mod 10000",1.87145707284556,0.72,707,39
"386","Lasso mod 200",1.81293634957049,0.84,1150,39
"387","Lasso mod 100",1.81293634957049,0.84,1150,39
"388","Lasso mod 50",2.84829527769055,0.88,4600,39
"389","Naive",2.01510205322677,0.1,200,39
"390","Oracle",1.77775500628268,1,1672,39
"391","Lasso",1.99518673670094,0.7,511,40
"392","Ada Lasso",1.94991548681186,0.98,3066,40
"393","Local prior",1.94063286287703,0.94,2044,40
"394","Non local",1.94991548681186,0.98,3066,40
"395","Lasso mod 10000",2.06582746160233,0.44,368,40
"396","Lasso mod 200",1.9440647160157,0.94,2044,40
"397","Lasso mod 100",1.94920644125546,0.96,2628,40
"398","Lasso mod 50",2.10586925961179,0.96,4600,40
"399","Naive",2.06257939386169,0.1,200,40
"400","Oracle",1.89331651943491,1,2300,40
"401","Lasso",7.14939800891429,0.82,920,41
"402","Ada Lasso",7.05862225545781,0.92,2628,41
"403","Local prior",7.05932126297673,0.94,3066,41
"404","Non local",7.19771589155216,0.96,3066,41
"405","Lasso mod 10000",8.16634048211004,0.88,2628,41
"406","Lasso mod 200",8.16634048211004,0.88,2628,41
"407","Lasso mod 100",8.2317875558154,0.88,3680,41
"408","Lasso mod 50",8.2317875558154,0.88,3680,41
"409","Naive",7.85047451260289,0.1,200,41
"410","Oracle",7.03770461604307,1,2300,41
"411","Lasso",6.45633957385452,0.86,1150,42
"412","Ada Lasso",6.72268150487541,0.96,3066,42
"413","Local prior",6.72268150487541,0.96,3066,42
"414","Non local",6.72268150487541,0.96,3066,42
"415","Lasso mod 10000",6.73539725252401,0.82,1226,42
"416","Lasso mod 200",6.73053752349534,0.86,1533,42
"417","Lasso mod 100",6.73053752349534,0.86,1533,42
"418","Lasso mod 50",6.73053752349534,0.86,1533,42
"419","Naive",7.24003964823471,0.1,200,42
"420","Oracle",6.35422170756914,1,1840,42
"421","Lasso",12.4253512130302,0.84,1022,43
"422","Ada Lasso",12.3403365733159,0.92,1672,43
"423","Local prior",12.4863666648832,0.94,3680,43
"424","Non local",12.4759704827779,0.96,4600,43
"425","Lasso mod 10000",12.4644698859141,0.86,1415,43
"426","Lasso mod 200",12.4495776102007,0.86,1840,43
"427","Lasso mod 100",12.4495776102007,0.86,1840,43
"428","Lasso mod 50",12.4340903197841,0.88,2044,43
"429","Naive",14.1163636425741,0.1,200,43
"430","Oracle",12.0218284088347,1,2300,43
"431","Lasso",2.5370988413621,0.86,1840,44
"432","Ada Lasso",2.54511429455404,0.86,1533,44
"433","Local prior",2.54111075799612,0.9,1840,44
"434","Non local",2.5389245482235,0.94,4600,44
"435","Lasso mod 10000",2.53684684103052,0.84,1840,44
"436","Lasso mod 200",2.53696735281836,0.88,2628,44
"437","Lasso mod 100",2.53696735281836,0.88,2628,44
"438","Lasso mod 50",2.5692686475924,0.96,6133,44
"439","Naive",2.93595814682125,0.1,200,44
"440","Oracle",2.50377725136025,1,3066,44
"441","Lasso",3.99530532103754,0.74,557,45
"442","Ada Lasso",4.0094222759524,0.9,1672,45
"443","Local prior",4.30468919560947,0.92,3066,45
"444","Non local",4.00386584067104,0.94,2628,45
"445","Lasso mod 10000",3.90766707332624,0.8,1022,45
"446","Lasso mod 200",3.89955039890795,0.82,1082,45
"447","Lasso mod 100",3.89955039890795,0.82,1082,45
"448","Lasso mod 50",3.90223693163524,0.84,1150,45
"449","Naive",4.30099437847814,0.1,200,45
"450","Oracle",3.88291540362237,1,2044,45
"451","Lasso",7.50778836683069,0.68,511,46
"452","Ada Lasso",7.41315694573521,0.8,681,46
"453","Local prior",7.7161327734857,0.88,1415,46
"454","Non local",7.82483945917201,0.92,2300,46
"455","Lasso mod 10000",7.64290658033363,0.62,497,46
"456","Lasso mod 200",7.64290658033363,0.62,497,46
"457","Lasso mod 100",7.57945946865369,0.74,766,46
"458","Lasso mod 50",7.57945946865369,0.74,766,46
"459","Naive",8.85901608087623,0.1,200,46
"460","Oracle",7.2797835604954,1,1415,46
"461","Lasso",3.73296549601519,0.8,1150,47
"462","Ada Lasso",3.7424221825516,0.88,1840,47
"463","Local prior",3.74972989158173,0.92,3066,47
"464","Non local",3.78077917572539,0.94,4600,47
"465","Lasso mod 10000",3.80806934338526,0.7,681,47
"466","Lasso mod 200",3.75373741252928,0.72,968,47
"467","Lasso mod 100",3.73683282479328,0.74,1150,47
"468","Lasso mod 50",3.77435696331576,0.82,1840,47
"469","Naive",4.10334548585623,0.1,200,47
"470","Oracle",3.70052131945291,1,1840,47
"471","Lasso",8.71662568711174,0.84,736,48
"472","Ada Lasso",8.68652736454513,0.86,876,48
"473","Local prior",8.56218034035469,0.94,1672,48
"474","Non local",8.57512735439977,0.98,2300,48
"475","Lasso mod 10000",8.58798129363079,0.8,800,48
"476","Lasso mod 200",8.58250417913706,0.88,1314,48
"477","Lasso mod 100",8.59612197664067,0.9,1415,48
"478","Lasso mod 50",11.1454336531146,0.9,3066,48
"479","Naive",9.99909232216558,0.1,200,48
"480","Oracle",8.59285310457576,1,2044,48
"481","Lasso",3.29681307628345,0.9,1415,49
"482","Ada Lasso",3.29490790556253,0.96,4600,49
"483","Local prior",3.29490790556253,0.96,4600,49
"484","Non local",3.79331380006401,0.94,6133,49
"485","Lasso mod 10000",3.30078016463782,0.88,1672,49
"486","Lasso mod 200",3.28935231190541,0.94,3680,49
"487","Lasso mod 100",3.28935231190541,0.94,3680,49
"488","Lasso mod 50",3.29490790556253,0.96,4600,49
"489","Naive",3.77875509975093,0.1,200,49
"490","Oracle",3.2864635187214,1,2628,49
"491","Lasso",2.40364970740117,0.76,657,50
"492","Ada Lasso",2.41016643569003,0.94,3066,50
"493","Local prior",2.41016643569003,0.94,3066,50
"494","Non local",2.4047963869159,0.96,4600,50
"495","Lasso mod 10000",2.433497869542,0.6,541,50
"496","Lasso mod 200",2.37617574873442,0.9,1840,50
"497","Lasso mod 100",2.37617574873442,0.9,1840,50
"498","Lasso mod 50",2.37617574873442,0.9,1840,50
"499","Naive",2.71736631224259,0.1,200,50
"500","Oracle",2.36427886682639,1,2628,50
"501","Lasso",4.58069914116969,0.86,1150,51
"502","Ada Lasso",4.52740796941772,0.94,2300,51
"503","Local prior",4.53771543505448,0.92,2044,51
"504","Non local",4.51554204469186,0.96,3066,51
"505","Lasso mod 10000",4.64488447857512,0.66,707,51
"506","Lasso mod 200",4.5624918693933,0.86,1415,51
"507","Lasso mod 100",4.5624918693933,0.86,1415,51
"508","Lasso mod 50",4.54403498512197,0.9,2044,51
"509","Naive",5.56213235313049,0.1,200,51
"510","Oracle",4.43310946061328,1,2300,51
"511","Lasso",0.623426559698985,0.74,593,52
"512","Ada Lasso",0.620525597877353,0.92,1840,52
"513","Local prior",0.640758144495162,0.9,2044,52
"514","Non local",0.643460251856421,0.9,2044,52
"515","Lasso mod 10000",0.620656833344537,0.82,1314,52
"516","Lasso mod 200",0.629857068371552,0.9,2300,52
"517","Lasso mod 100",0.699777376940884,0.92,9200,52
"518","Lasso mod 50",0.699777376940884,0.92,9200,52
"519","Naive",0.736095335947342,0.1,200,52
"520","Oracle",0.604441559846672,1,2300,52
"521","Lasso",3.3536376154281,0.8,593,53
"522","Ada Lasso",3.27287530786271,0.94,1150,53
"523","Local prior",3.28117255372059,0.98,1415,53
"524","Non local",3.5359458943916,0.96,3066,53
"525","Lasso mod 10000",3.37970019277866,0.7,575,53
"526","Lasso mod 200",3.52583816955926,0.82,1082,53
"527","Lasso mod 100",3.52583816955926,0.82,1082,53
"528","Lasso mod 50",3.98531815814948,0.9,3066,53
"529","Naive",3.72978772212355,0.1,200,53
"530","Oracle",3.26230757003402,1,1672,53
