"","metodologia","mse","accuracy","n","seed"
"499","Naive",109.58165778812,0.4,200,50
"500","Oracle",94.7939170778706,1,525,50
"501","Lasso",59.8554355409333,0.66,448,51
"502","Ada Lasso",60.0219645991815,0.64,484,51
"503","Local prior",65.8530044376987,0.68,1672,51
"504","Non local",64.1454589357881,0.64,1672,51
"505","Lasso mod 10000",59.8033945875471,0.58,391,51
"506","Lasso mod 200",60.6743262028592,0.58,557,51
"507","Lasso mod 100",59.9908813269177,0.68,1533,51
"508","Lasso mod 50",59.9051065631814,0.56,400,51
"509","Naive",64.6918647086568,0.4,200,51
"510","Oracle",58.105533716771,1,557,51
"511","Lasso",45.4452624841512,0.68,1672,52
"512","Ada Lasso",49.1616266643116,0.64,9200,52
"513","Local prior",48.0241529073752,0.68,3680,52
"514","Non local",49.9319888610851,0.62,18400,52
"515","Lasso mod 10000",46.7870451016813,0.64,2300,52
"516","Lasso mod 200",48.2071226421027,0.66,3680,52
"517","Lasso mod 100",48.3058773584353,0.64,4600,52
"518","Lasso mod 50",46.4817614502275,0.66,2044,52
"519","Naive",44.8306042910375,0.4,200,52
"520","Oracle",41.1716603514804,1,497,52
"521","Lasso",50.3260234155384,0.62,557,53
"522","Ada Lasso",55.443934510623,0.6,6133,53
"523","Local prior",54.2428385072919,0.64,3066,53
"524","Non local",54.8175466139451,0.64,6133,53
"525","Lasso mod 10000",47.8693469311636,0.62,541,53
"526","Lasso mod 200",47.6103854320816,0.64,657,53
"527","Lasso mod 100",54.0126971398648,0.56,1840,53
"528","Lasso mod 50",47.8693469311636,0.62,541,53
"529","Naive",53.0541502719063,0.4,200,53
"530","Oracle",47.2814988516767,1,497,53
"531","Lasso",32.8481185864926,0.62,460,54
"532","Ada Lasso",35.8969227774444,0.66,1226,54
"533","Local prior",35.9208156495392,0.66,1533,54
"534","Non local",38.8459321071941,0.62,18400,54
"535","Lasso mod 10000",33.7336874574626,0.58,497,54
"536","Lasso mod 200",33.7336874574626,0.58,497,54
"537","Lasso mod 100",33.1618643528769,0.6,525,54
"538","Lasso mod 50",33.7336874574626,0.58,497,54
"539","Naive",35.1530337455204,0.4,200,54
"540","Oracle",31.482121705648,1,484,54
