"","metodologia","mse","accuracy","n","seed"
"475","Lasso mod 10000",67.5044066659102,0.42,876,48
"476","Lasso mod 200",67.5044066659102,0.42,876,48
"477","Lasso mod 100",67.5044066659102,0.42,876,48
"478","Lasso mod 50",67.5044066659102,0.42,876,48
"479","Naive",69.5616509747431,0.8,200,48
"480","Oracle",66.9174014800448,1,248,48
"481","Lasso",141.954824112349,0.4,920,49
"482","Ada Lasso",141.740695206126,0.38,1672,49
"483","Local prior",150.53263068539,0.28,3680,49
"484","Non local",150.641970084728,0.26,4600,49
"485","Lasso mod 10000",141.957528908269,0.46,1082,49
"486","Lasso mod 200",141.440199971697,0.4,1415,49
"487","Lasso mod 100",140.973277935506,0.38,1533,49
"488","Lasso mod 50",140.335842212956,0.42,1226,49
"489","Naive",157.183342216534,0.8,200,49
"490","Oracle",149.168203507337,1,270,49
"491","Lasso",47.6995265692932,0.52,484,50
"492","Ada Lasso",47.4807376637259,0.42,968,50
"493","Local prior",47.5424638803526,0.36,1314,50
"494","Non local",50.4620733246148,0.3,3066,50
"495","Lasso mod 10000",47.377211370001,0.5,557,50
"496","Lasso mod 200",48.7474842023448,0.4,1082,50
"497","Lasso mod 100",48.7474842023448,0.4,1082,50
"498","Lasso mod 50",47.377211370001,0.5,557,50
"499","Naive",48.3669273541036,0.8,200,50
"500","Oracle",47.5208720966052,1,255,50
"501","Lasso",108.812357344229,0.7,287,51
"502","Ada Lasso",106.699898353606,0.54,400,51
"503","Local prior",109.315621279558,0.36,1226,51
"504","Non local",113.754108125055,0.3,1840,51
"505","Lasso mod 10000",109.335745645987,0.68,283,51
"506","Lasso mod 200",107.38421314796,0.7,322,51
"507","Lasso mod 100",105.604069913647,0.4,836,51
"508","Lasso mod 50",107.786035059512,0.68,306,51
"509","Naive",112.73034770496,0.8,200,51
"510","Oracle",108.012537576107,1,252,51
"511","Lasso",163.628291292458,0.68,266,52
"512","Ada Lasso",166.604933422225,0.38,657,52
"513","Local prior",170.407740870159,0.34,1082,52
"514","Non local",185.878863873488,0.26,4600,52
"515","Lasso mod 10000",166.433837461821,0.64,287,52
"516","Lasso mod 200",164.036789196952,0.62,328,52
"517","Lasso mod 100",164.036789196952,0.62,328,52
"518","Lasso mod 50",166.626019226927,0.62,301,52
"519","Naive",169.432333797447,0.8,200,52
"520","Oracle",165.835212810879,1,255,52
"521","Lasso",128.721019779378,0.42,460,53
"522","Ada Lasso",137.972024617552,0.28,766,53
"523","Local prior",142.222933798577,0.26,1840,53
"524","Non local",141.197972070943,0.3,1314,53
"525","Lasso mod 10000",130.695400269325,0.52,368,53
"526","Lasso mod 200",130.695400269325,0.52,368,53
"527","Lasso mod 100",136.860668352628,0.34,707,53
"528","Lasso mod 50",130.695400269325,0.52,368,53
"529","Naive",137.155526732138,0.8,200,53
"530","Oracle",134.030529513947,1,245,53
"531","Lasso",93.5497704417633,0.52,525,54
"532","Ada Lasso",101.725886425234,0.28,3066,54
"533","Local prior",102.439292847913,0.3,2044,54
"534","Non local",102.741527766965,0.26,3680,54
"535","Lasso mod 10000",92.588288454469,0.5,736,54
"536","Lasso mod 200",92.588288454469,0.5,736,54
"537","Lasso mod 100",94.2270068113037,0.4,1022,54
"538","Lasso mod 50",91.0113072549743,0.54,557,54
"539","Naive",100.249800150306,0.8,200,54
"540","Oracle",94.8813515594633,1,252,54
"541","Lasso",127.333404533477,0.34,736,55
"542","Ada Lasso",127.001496155218,0.3,1226,55
"543","Local prior",129.221525486063,0.28,2300,55
"544","Non local",131.250210237058,0.24,6133,55
"545","Lasso mod 10000",130.114894427013,0.28,2044,55
"546","Lasso mod 200",130.114894427013,0.28,2044,55
"547","Lasso mod 100",130.114894427013,0.28,2044,55
"548","Lasso mod 50",130.114894427013,0.28,2044,55
