"","metodologia","mse","accuracy","n","seed"
"216","Lasso mod 200",16.8086401297473,0.86,2300,22
"217","Lasso mod 100",16.8357200048601,0.84,4600,22
"218","Lasso mod 50",16.8086401297473,0.86,2300,22
"219","Naive",18.9356877425186,0.2,200,22
"220","Oracle",16.7865626677465,1,1533,22
"221","Lasso",7.41195108388208,0.78,593,23
"222","Ada Lasso",7.38967067599387,0.9,1226,23
"223","Local prior",8.08471485957255,0.9,1840,23
"224","Non local",8.09266846559893,0.86,1533,23
"225","Lasso mod 10000",7.52992956234951,0.84,876,23
"226","Lasso mod 200",7.52992956234951,0.84,876,23
"227","Lasso mod 100",8.44011561242601,0.8,1533,23
"228","Lasso mod 50",7.52992956234951,0.84,876,23
"229","Naive",8.34080668261527,0.2,200,23
"230","Oracle",7.38133141975708,1,968,23
"231","Lasso",6.82514314243317,0.7,736,24
"232","Ada Lasso",7.16917842565877,0.7,1082,24
"233","Local prior",7.48730418843472,0.8,2044,24
"234","Non local",8.03235857314193,0.78,2628,24
"235","Lasso mod 10000",6.71653482066937,0.7,707,24
"236","Lasso mod 200",7.28999622306168,0.72,1415,24
"237","Lasso mod 100",8.56205487150396,0.74,6133,24
"238","Lasso mod 50",6.71653482066937,0.7,707,24
"239","Naive",7.09452481262874,0.2,200,24
"240","Oracle",6.55178535251534,1,1022,24
"241","Lasso",30.2026142370309,0.7,876,25
"242","Ada Lasso",30.6633834118316,0.74,1533,25
"243","Local prior",30.6904694187377,0.82,4600,25
"244","Non local",30.6904694187377,0.82,4600,25
"245","Lasso mod 10000",29.9063236394648,0.7,1082,25
"246","Lasso mod 200",29.8765551139558,0.76,1415,25
"247","Lasso mod 100",29.9681174513768,0.78,1840,25
"248","Lasso mod 50",29.9063236394648,0.7,1082,25
"249","Naive",31.9384470131052,0.2,200,25
"250","Oracle",29.0615988940665,1,920,25
"251","Lasso",8.28200480614635,0.76,920,26
"252","Ada Lasso",8.66622429770769,0.84,4600,26
"253","Local prior",8.66622429770769,0.84,4600,26
"254","Non local",8.66622429770769,0.84,4600,26
"255","Lasso mod 10000",8.40601543614861,0.74,1226,26
"256","Lasso mod 200",8.3805803086882,0.74,1314,26
"257","Lasso mod 100",8.83127069913775,0.72,3066,26
"258","Lasso mod 50",8.3805803086882,0.74,1314,26
"259","Naive",9.1111826931811,0.2,200,26
"260","Oracle",7.88588959428722,1,968,26
"261","Lasso",11.930115240532,0.76,736,27
"262","Ada Lasso",11.950769482887,0.82,920,27
"263","Local prior",13.5350183867405,0.84,3066,27
"264","Non local",14.383529523865,0.8,6133,27
"265","Lasso mod 10000",11.8982155399661,0.78,968,27
"266","Lasso mod 200",11.8982155399661,0.78,968,27
"267","Lasso mod 100",12.601077093867,0.84,1672,27
"268","Lasso mod 50",11.8982155399661,0.78,968,27
"269","Naive",13.134962914485,0.2,200,27
"270","Oracle",11.6791403282774,1,1150,27
"271","Lasso",30.0441945699913,0.7,525,28
"272","Ada Lasso",31.6084263725554,0.86,3066,28
"273","Local prior",33.2718012738808,0.84,3066,28
"274","Non local",34.0236909831672,0.8,4600,28
"275","Lasso mod 10000",31.6184632176914,0.7,968,28
"276","Lasso mod 200",31.6184632176914,0.7,968,28
"277","Lasso mod 100",34.1484861444758,0.78,3680,28
"278","Lasso mod 50",30.7005041665455,0.7,800,28
"279","Naive",33.6713434629226,0.2,200,28
"280","Oracle",28.493457492011,1,968,28
"281","Lasso",64.5556978312031,0.8,736,29
"282","Ada Lasso",67.2844801221981,0.86,3680,29
"283","Local prior",66.194261838175,0.86,3066,29
"284","Non local",70.7561721170384,0.82,18400,29
"285","Lasso mod 10000",65.5334151117353,0.82,1226,29
"286","Lasso mod 200",67.6478507993477,0.8,4600,29
"287","Lasso mod 100",67.6478507993477,0.8,4600,29
"288","Lasso mod 50",67.6478507993477,0.8,4600,29
"289","Naive",69.5958304957322,0.2,200,29
"290","Oracle",63.0265199611114,1,920,29
"291","Lasso",19.808817878963,0.8,634,30
"292","Ada Lasso",19.8599336136189,0.88,1082,30
"293","Local prior",19.7477459510405,0.9,1314,30
"294","Non local",20.4326563736632,0.9,2044,30
"295","Lasso mod 10000",19.7776373726722,0.74,634,30
"296","Lasso mod 200",19.7776373726722,0.74,634,30
"297","Lasso mod 100",19.7776373726722,0.74,634,30
"298","Lasso mod 50",20.0289496856282,0.7,557,30
"299","Naive",21.5994216785359,0.2,200,30
"300","Oracle",19.0024575439612,1,1226,30
"301","Lasso",24.9852679175081,0.76,657,31
"302","Ada Lasso",25.7462520345993,0.78,1840,31
"303","Local prior",25.9457669595824,0.82,3066,31
"304","Non local",25.5404758973585,0.82,3680,31
"305","Lasso mod 10000",23.7486777690494,0.76,1082,31
"306","Lasso mod 200",23.7486777690494,0.76,1082,31
"307","Lasso mod 100",23.600990455111,0.8,1533,31
"308","Lasso mod 50",23.7486777690494,0.76,1082,31
"309","Naive",25.0746982862045,0.2,200,31
"310","Oracle",23.2542264745268,1,1022,31
"311","Lasso",13.8899451893069,0.72,707,32
"312","Ada Lasso",14.7121057568083,0.84,9200,32
"313","Local prior",13.8699154708343,0.88,3066,32
"314","Non local",14.889496863595,0.82,18400,32
"315","Lasso mod 10000",13.7843188931148,0.82,3680,32
"316","Lasso mod 200",13.7843188931148,0.82,3680,32
"317","Lasso mod 100",13.8071679497463,0.84,4600,32
"318","Lasso mod 50",13.7843188931148,0.82,3680,32
"319","Naive",16.4936304108328,0.2,200,32
"320","Oracle",13.4119479615636,1,1226,32
"321","Lasso",52.2360098326293,0.7,525,33
"322","Ada Lasso",50.3163462582194,0.84,968,33
"323","Local prior",52.2153239869729,0.86,1533,33
"324","Non local",52.5182580290625,0.9,2300,33
"325","Lasso mod 10000",51.2794528451234,0.72,681,33
"326","Lasso mod 200",51.2914654501814,0.74,736,33
"327","Lasso mod 100",50.9924723580681,0.76,836,33
"328","Lasso mod 50",51.2794528451234,0.72,681,33
"329","Naive",55.726374577891,0.2,200,33
"330","Oracle",49.8313374981336,1,1082,33
"331","Lasso",22.8439277410651,0.6,448,34
"332","Ada Lasso",22.4899233467769,0.78,1082,34
"333","Local prior",24.4434377990484,0.82,1672,34
"334","Non local",24.7728216110717,0.82,3066,34
"335","Lasso mod 10000",24.0501595163354,0.4,375,34
"336","Lasso mod 200",22.3258898743028,0.7,707,34
"337","Lasso mod 100",22.3258898743028,0.7,707,34
"338","Lasso mod 50",24.0501595163354,0.4,375,34
"339","Naive",25.6046518843124,0.2,200,34
"340","Oracle",21.2358909190581,1,876,34
"341","Lasso",31.6845768691247,0.78,876,35
"342","Ada Lasso",31.9379036660071,0.82,2300,35
"343","Local prior",32.0402460984517,0.8,3066,35
"344","Non local",33.5567517444155,0.84,6133,35
"345","Lasso mod 10000",31.5076911160197,0.82,1150,35
"346","Lasso mod 200",31.5076911160197,0.82,1150,35
"347","Lasso mod 100",31.8035875346646,0.82,3066,35
"348","Lasso mod 50",31.4748084868642,0.8,1022,35
"349","Naive",34.5989232311718,0.2,200,35
"350","Oracle",30.6404167101659,1,1082,35
"351","Lasso",19.5340318661787,0.54,334,36
"352","Ada Lasso",19.3113869876981,0.62,427,36
"353","Local prior",18.9314241063616,0.86,1840,36
"354","Non local",21.30432069184,0.82,3680,36
"355","Lasso mod 10000",19.5922451327275,0.68,557,36
"356","Lasso mod 200",18.8029097342609,0.8,1022,36
"357","Lasso mod 100",18.5779888105765,0.88,1533,36
"358","Lasso mod 50",19.5922451327275,0.68,557,36
"359","Naive",21.2357167389549,0.2,200,36
"360","Oracle",18.0968683233233,1,1082,36
"361","Lasso",38.4435564376325,0.82,1226,37
"362","Ada Lasso",40.0320881050429,0.86,4600,37
"363","Local prior",40.0320881050429,0.86,4600,37
"364","Non local",40.0320881050429,0.86,4600,37
"365","Lasso mod 10000",38.3987859325523,0.86,1672,37
"366","Lasso mod 200",39.4449757368563,0.84,2044,37
"367","Lasso mod 100",39.4449757368563,0.84,2044,37
"368","Lasso mod 50",38.3987859325523,0.86,1672,37
"369","Naive",42.0467349835463,0.2,200,37
"370","Oracle",38.32307746275,1,1150,37
"371","Lasso",38.7503067796641,0.54,383,38
"372","Ada Lasso",41.13234887432,0.78,2044,38
"373","Local prior",40.6810075104158,0.82,2044,38
"374","Non local",42.2190460314632,0.84,4600,38
"375","Lasso mod 10000",39.0035606102756,0.54,427,38
"376","Lasso mod 200",36.9295746259059,0.7,800,38
"377","Lasso mod 100",36.9295746259059,0.7,800,38
"378","Lasso mod 50",36.8895270874641,0.68,736,38
"379","Naive",42.2499788152548,0.2,200,38
"380","Oracle",34.9736098536831,1,1022,38
"381","Lasso",45.9008362030464,0.8,634,39
"382","Ada Lasso",46.3783982667465,0.84,1022,39
"383","Local prior",47.2657449281299,0.86,2300,39
"384","Non local",49.3274226653518,0.84,2628,39
"385","Lasso mod 10000",47.0897238595163,0.78,1415,39
"386","Lasso mod 200",47.0897238595163,0.78,1415,39
"387","Lasso mod 100",47.0897238595163,0.78,1415,39
"388","Lasso mod 50",46.9340020970702,0.74,1150,39
"389","Naive",50.3983999861227,0.2,200,39
"390","Oracle",44.890426171097,1,1082,39
"391","Lasso",11.3665582829934,0.64,541,40
"392","Ada Lasso",11.1795668726136,0.84,1314,40
"393","Local prior",11.7972547013392,0.88,2628,40
"394","Non local",11.81600145707,0.84,2300,40
"395","Lasso mod 10000",11.2852602220002,0.68,681,40
"396","Lasso mod 200",11.2697212813592,0.72,766,40
"397","Lasso mod 100",11.449348928283,0.86,2044,40
"398","Lasso mod 50",11.2852602220002,0.68,681,40
"399","Naive",12.8026317627436,0.2,200,40
"400","Oracle",10.614892009064,1,1022,40
"401","Lasso",44.3847544823485,0.76,575,41
"402","Ada Lasso",44.7043285167178,0.9,1082,41
"403","Local prior",44.3896581791858,0.9,1415,41
"404","Non local",51.9181545269474,0.82,9200,41
"405","Lasso mod 10000",45.9009294757345,0.72,1226,41
"406","Lasso mod 200",45.9963051409203,0.74,1314,41
"407","Lasso mod 100",45.9963051409203,0.74,1314,41
"408","Lasso mod 50",44.77726880047,0.62,541,41
"409","Naive",49.2321145418408,0.2,200,41
"410","Oracle",42.2978065515093,1,968,41
"411","Lasso",29.9439079492472,0.68,541,42
"412","Ada Lasso",32.5376934600851,0.8,2628,42
"413","Local prior",32.6904992443735,0.82,3066,42
"414","Non local",32.6904992443735,0.82,3066,42
"415","Lasso mod 10000",30.1609711876733,0.66,557,42
"416","Lasso mod 200",29.7229921288331,0.7,766,42
"417","Lasso mod 100",33.3990044989971,0.68,2044,42
"418","Lasso mod 50",30.1609711876733,0.66,557,42
"419","Naive",32.6214578326558,0.2,200,42
"420","Oracle",29.4117474741686,1,1022,42
"421","Lasso",28.111684882735,0.78,800,43
"422","Ada Lasso",28.1206089956239,0.9,1415,43
"423","Local prior",28.3543429488144,0.9,1672,43
"424","Non local",30.2036042645933,0.84,2044,43
"425","Lasso mod 10000",27.2041034214801,0.82,800,43
"426","Lasso mod 200",27.2041034214801,0.82,800,43
"427","Lasso mod 100",27.2041034214801,0.82,800,43
"428","Lasso mod 50",27.2041034214801,0.82,800,43
"429","Naive",29.6622792883629,0.2,200,43
"430","Oracle",27.028840871658,1,968,43
"431","Lasso",11.0437213410382,0.88,1415,44
"432","Ada Lasso",11.1065113574544,0.88,1840,44
"433","Local prior",11.2112377061043,0.86,2300,44
"434","Non local",11.7343575900207,0.86,3680,44
"435","Lasso mod 10000",11.0155597349701,0.9,1314,44
"436","Lasso mod 200",11.0155597349701,0.9,1314,44
"437","Lasso mod 100",11.0489870637948,0.88,1533,44
"438","Lasso mod 50",11.0155597349701,0.9,1314,44
"439","Naive",11.4988918565081,0.2,200,44
"440","Oracle",10.6197418796387,1,1226,44
"441","Lasso",18.7037542009448,0.48,340,45
"442","Ada Lasso",18.2339445585104,0.9,1533,45
"443","Local prior",18.3064187329706,0.84,1415,45
"444","Non local",18.7874708435605,0.84,3680,45
"445","Lasso mod 10000",18.5062907715326,0.52,418,45
"446","Lasso mod 200",18.3559455455311,0.76,1082,45
"447","Lasso mod 100",18.3559455455311,0.76,1082,45
"448","Lasso mod 50",18.4441111475729,0.52,427,45
"449","Naive",19.0885310676947,0.2,200,45
"450","Oracle",17.7649329083327,1,968,45
"451","Lasso",22.6198227897191,0.84,2300,46
"452","Ada Lasso",22.6476702586183,0.86,3066,46
"453","Local prior",22.2011054026588,0.84,2628,46
"454","Non local",23.6700818087201,0.84,4600,46
"455","Lasso mod 10000",21.565995233916,0.8,1533,46
"456","Lasso mod 200",21.565995233916,0.8,1533,46
"457","Lasso mod 100",22.6423503419336,0.82,2300,46
"458","Lasso mod 50",21.565995233916,0.8,1533,46
"459","Naive",23.3735675892308,0.2,200,46
"460","Oracle",20.991223827788,1,876,46
"461","Lasso",10.360495849502,0.72,681,47
"462","Ada Lasso",11.4488480971111,0.82,3066,47
"463","Local prior",11.4488480971111,0.82,3066,47
"464","Non local",11.480314153297,0.84,4600,47
"465","Lasso mod 10000",10.3649364454925,0.66,707,47
"466","Lasso mod 200",10.3773484195699,0.7,836,47
"467","Lasso mod 100",10.3301948533565,0.74,920,47
"468","Lasso mod 50",10.3649364454925,0.66,707,47
"469","Naive",11.7060403147793,0.2,200,47
"470","Oracle",10.198022597299,1,968,47
"471","Lasso",25.7525764927962,0.64,438,48
"472","Ada Lasso",26.5205859753285,0.86,2300,48
"473","Local prior",27.9090799099084,0.86,3680,48
"474","Non local",28.1884678152638,0.84,4600,48
"475","Lasso mod 10000",25.947694871917,0.66,836,48
"476","Lasso mod 200",25.7767968753438,0.7,1022,48
"477","Lasso mod 100",25.947694871917,0.66,836,48
"478","Lasso mod 50",25.947694871917,0.66,836,48
"479","Naive",27.2033389489396,0.2,200,48
"480","Oracle",24.313598553193,1,920,48
"481","Lasso",15.5161993623114,0.7,575,49
"482","Ada Lasso",15.5866636624899,0.8,2044,49
"483","Local prior",15.5866636624899,0.8,2044,49
"484","Non local",15.5667473667246,0.84,3680,49
"485","Lasso mod 10000",15.2995186313169,0.64,634,49
"486","Lasso mod 200",15.5046007018576,0.8,2628,49
"487","Lasso mod 100",15.5046007018576,0.8,2628,49
"488","Lasso mod 50",15.2995186313169,0.64,634,49
"489","Naive",16.4730393371768,0.2,200,49
"490","Oracle",14.2871240006773,1,1150,49
"491","Lasso",37.3654226544379,0.52,353,50
"492","Ada Lasso",37.4749120931221,0.8,836,50
"493","Local prior",39.1958019473748,0.8,1672,50
"494","Non local",38.641004611324,0.76,1672,50
"495","Lasso mod 10000",36.6492982363006,0.6,471,50
"496","Lasso mod 200",36.3034225691196,0.7,707,50
"497","Lasso mod 100",36.6202245186235,0.78,1533,50
"498","Lasso mod 50",37.2843208411969,0.5,368,50
"499","Naive",40.7532689679453,0.2,200,50
"500","Oracle",35.0609432462865,1,1150,50
"501","Lasso",6.35240570860691,0.78,657,51
"502","Ada Lasso",6.2965614615223,0.86,1022,51
"503","Local prior",6.60279268724603,0.88,1840,51
"504","Non local",7.20567278694958,0.84,4600,51
"505","Lasso mod 10000",6.37833324187001,0.7,593,51
"506","Lasso mod 200",6.23418808793984,0.76,707,51
"507","Lasso mod 100",6.21842137087194,0.78,736,51
"508","Lasso mod 50",6.34687812854478,0.7,657,51
"509","Naive",7.0941156874253,0.2,200,51
"510","Oracle",6.17447121447446,1,1082,51
"511","Lasso",23.5101531181968,0.74,876,52
"512","Ada Lasso",23.5885071293971,0.82,1150,52
"513","Local prior",23.7576375865224,0.82,1672,52
"514","Non local",24.9261066540291,0.8,1840,52
"515","Lasso mod 10000",23.2618326877111,0.7,707,52
"516","Lasso mod 200",23.4051315854765,0.74,876,52
"517","Lasso mod 100",23.5007638267638,0.76,920,52
"518","Lasso mod 50",23.2667889937985,0.68,657,52
"519","Naive",26.526462417251,0.2,200,52
"520","Oracle",23.1502078014954,1,1022,52
"521","Lasso",8.94966987208705,0.78,968,53
"522","Ada Lasso",8.88258467325907,0.86,1415,53
"523","Local prior",8.94363266662052,0.9,2300,53
"524","Non local",9.73025948307773,0.86,3066,53
"525","Lasso mod 10000",9.06701613794992,0.64,593,53
"526","Lasso mod 200",8.91658961606012,0.8,1415,53
"527","Lasso mod 100",8.97642877765424,0.84,1672,53
"528","Lasso mod 50",8.859708296509,0.76,1022,53
"529","Naive",10.0702097443795,0.2,200,53
"530","Oracle",8.74489877942917,1,1022,53
"531","Lasso",12.4210077342217,0.64,448,54
"532","Ada Lasso",13.5951961492991,0.88,1314,54
"533","Local prior",13.69890092669,0.9,1415,54
"534","Non local",13.69890092669,0.9,1415,54
"535","Lasso mod 10000",12.4571678616579,0.66,497,54
"536","Lasso mod 200",12.3521626155825,0.72,593,54
