"","metodologia","mse","accuracy","n","seed"
"162","Ada Lasso",7.95208561426041,0.96,3680,21
"163","Local prior",7.75310763762987,0.96,2044,21
"164","Non local",9.3741480762367,0.92,9200,21
"165","Ada mod",7.69497315657276,0.8,766,21
"166","Lasso mod",8.26404300418483,0.88,3066,21
"167","Naive",8.90517612863197,0.1,200,21
"168","Oracle",7.48426485591632,1,2300,21
"169","Lasso",2.14808898980581,0.88,1840,22
"170","Ada Lasso",2.15573121724048,0.92,3066,22
"171","Local prior",2.1481968782857,0.88,1840,22
"172","Non local",2.20934175061787,0.92,18400,22
"173","Ada mod",2.14094983835273,0.92,4600,22
"174","Lasso mod",2.15241686360703,0.86,2628,22
"175","Naive",2.54444394876265,0.1,200,22
"176","Oracle",2.13259250731327,1,2628,22
"177","Lasso",4.44253477934999,0.82,1022,23
"178","Ada Lasso",4.44255156555682,0.9,1533,23
"179","Local prior",4.44255156555682,0.9,1533,23
"180","Non local",4.44165081176341,0.92,1840,23
"181","Ada mod",4.44253477934999,0.82,1022,23
"182","Lasso mod",4.50304650900842,0.72,766,23
"183","Naive",5.43528235587397,0.1,200,23
"184","Oracle",4.41546096443043,1,2044,23
"185","Lasso",8.7241565153554,0.9,1022,24
"186","Ada Lasso",8.68630620920942,0.96,1533,24
"187","Local prior",8.6498816782561,0.98,2044,24
"188","Non local",8.6498816782561,0.98,2044,24
"189","Ada mod",8.7241565153554,0.9,1022,24
"190","Lasso mod",8.84660757349211,0.76,657,24
"191","Naive",9.9744703494293,0.1,200,24
"192","Oracle",8.6767484693094,1,1840,24
"193","Lasso",6.19660111489542,0.62,511,25
"194","Ada Lasso",5.85766800990587,0.86,1314,25
"195","Local prior",5.84129928163134,0.92,1840,25
"196","Non local",5.82168507164395,0.94,2300,25
"197","Ada mod",6.19660111489542,0.62,511,25
"198","Lasso mod",6.11500590466275,0.68,707,25
"199","Naive",7.50003317894528,0.1,200,25
"200","Oracle",5.77210635086799,1,1672,25
"201","Lasso",1.96864088091995,0.86,1314,26
"202","Ada Lasso",2.00931882072883,0.92,3066,26
"203","Local prior",2.13935956442662,0.92,4600,26
"204","Non local",2.22123442305221,0.92,18400,26
"205","Ada mod",2.0357513050926,0.84,1533,26
"206","Lasso mod",1.97161766439223,0.88,1672,26
"207","Naive",2.10119718686254,0.1,200,26
"208","Oracle",1.9523987403566,1,2300,26
"209","Lasso",1.28788723788965,0.8,1150,27
"210","Ada Lasso",1.31827490379769,0.94,6133,27
"211","Local prior",1.31359298416283,0.9,2628,27
"212","Non local",1.31827490379769,0.94,6133,27
"213","Ada mod",1.29789713656837,0.74,836,27
"214","Lasso mod",1.29287167734524,0.84,1672,27
"215","Naive",1.45371666029345,0.1,200,27
"216","Oracle",1.25123654834407,1,2628,27
"217","Lasso",26.8172836661826,0.72,736,28
"218","Ada Lasso",26.8190471699231,0.8,968,28
"219","Local prior",26.4317580677354,0.92,3066,28
"220","Non local",26.4358759592947,0.94,3680,28
"221","Ada mod",26.90085500016,0.78,876,28
"222","Lasso mod",26.8694188484938,0.78,920,28
"223","Naive",30.7666921861944,0.1,200,28
"224","Oracle",26.1532322596447,1,1672,28
"225","Lasso",4.65202700307684,0.78,836,29
"226","Ada Lasso",4.63655536470388,0.82,968,29
"227","Local prior",4.60586581923509,0.92,2628,29
"228","Non local",4.9978678194629,0.92,9200,29
"229","Ada mod",4.64057242639142,0.8,876,29
"230","Lasso mod",4.66243400554505,0.72,736,29
"231","Naive",5.28134309110112,0.1,200,29
"232","Oracle",4.54595818895821,1,1533,29
"233","Lasso",3.12444101218088,0.84,1226,30
"234","Ada Lasso",3.11810188542264,0.94,3680,30
"235","Local prior",3.32804783761896,0.92,4600,30
"236","Non local",3.35220253289081,0.94,6133,30
"237","Ada mod",3.12444101218088,0.84,1226,30
"238","Lasso mod",3.11538103670625,0.9,2628,30
"239","Naive",3.48627780783148,0.1,200,30
"240","Oracle",3.1163603824855,1,2300,30
"241","Lasso",20.9270182300157,0.82,1082,31
"242","Ada Lasso",21.1591615284835,0.74,736,31
"243","Local prior",21.0278827387371,0.96,3680,31
"244","Non local",21.0278827387371,0.96,3680,31
"245","Ada mod",22.0394074648099,0.74,1150,31
"246","Lasso mod",20.9435060903615,0.76,1082,31
"247","Naive",23.2226941876827,0.1,200,31
"248","Oracle",20.6402053070464,1,2300,31
"249","Lasso",14.4856466819427,0.92,1840,32
"250","Ada Lasso",14.4535809531645,0.96,4600,32
"251","Local prior",14.4535809531645,0.96,4600,32
"252","Non local",16.788602338566,0.94,9200,32
"253","Ada mod",14.4856466819427,0.92,1840,32
"254","Lasso mod",14.475141744645,0.9,2628,32
"255","Naive",15.4189673699543,0.1,200,32
"256","Oracle",14.1337801372416,1,2300,32
"257","Lasso",2.79676249378875,0.7,593,33
"258","Ada Lasso",2.800015404998,0.78,836,33
"259","Local prior",2.98788997791454,0.88,2300,33
"260","Non local",3.49309720147968,0.88,9200,33
"261","Ada mod",2.79993331296867,0.72,613,33
"262","Lasso mod",2.80591662748348,0.78,1082,33
"263","Naive",3.05313845000194,0.1,200,33
"264","Oracle",2.6677102698103,1,2300,33
"265","Lasso",8.45092296560786,0.8,634,34
"266","Ada Lasso",8.3491613250606,0.98,2628,34
"267","Local prior",8.3491613250606,0.98,2628,34
"268","Non local",8.3491613250606,0.98,2628,34
"269","Ada mod",8.40912886320228,0.84,766,34
"270","Lasso mod",8.45352095523469,0.74,876,34
"271","Naive",9.52344453206894,0.1,200,34
"272","Oracle",8.35467526847046,1,1840,34
"273","Lasso",6.37692167221444,0.82,1082,35
"274","Ada Lasso",6.36040285064022,0.92,3066,35
"275","Local prior",6.36040285064022,0.92,3066,35
"276","Non local",6.36040285064022,0.92,3066,35
"277","Ada mod",6.29968301673969,0.84,968,35
"278","Lasso mod",6.313402068032,0.92,2300,35
"279","Naive",6.99981159247237,0.1,200,35
"280","Oracle",6.13816498083944,1,2628,35
"281","Lasso",11.6142227080179,0.82,876,36
"282","Ada Lasso",11.627753909927,0.92,1415,36
"283","Local prior",11.5609298782219,0.96,2044,36
"284","Non local",11.5609298782219,0.96,2044,36
"285","Ada mod",11.6194199872637,0.84,920,36
"286","Lasso mod",11.660593266972,0.86,1150,36
"287","Naive",13.248620632588,0.1,200,36
"288","Oracle",11.5787132674816,1,1840,36
"289","Lasso",8.97050300490229,0.88,1314,37
"290","Ada Lasso",9.6949056507796,0.92,3680,37
"291","Local prior",9.07758965477933,0.96,3680,37
"292","Non local",9.07758965477933,0.96,3680,37
"293","Ada mod",8.97050300490229,0.88,1314,37
"294","Lasso mod",9.04643915094722,0.72,634,37
"295","Naive",9.48408295662246,0.1,200,37
"296","Oracle",8.74987511694063,1,2628,37
"297","Lasso",7.57703769372897,0.7,681,38
"298","Ada Lasso",7.39018904419125,0.86,1415,38
"299","Local prior",7.38338950130484,0.94,3066,38
"300","Non local",7.50251207274641,0.94,4600,38
"301","Ada mod",7.44877773413036,0.78,920,38
"302","Lasso mod",7.46986937480348,0.74,876,38
"303","Naive",8.55466666719462,0.1,200,38
"304","Oracle",7.2795055007921,1,2300,38
"305","Lasso",4.4864465838076,0.8,836,39
"306","Ada Lasso",4.47111012597816,0.9,1415,39
"307","Local prior",4.46502656236876,0.9,1415,39
"308","Non local",4.62393712821821,0.92,2300,39
"309","Ada mod",4.50260028290693,0.76,736,39
"310","Lasso mod",4.52959531824048,0.66,593,39
"311","Naive",4.93541348243014,0.1,200,39
"312","Oracle",4.45309918987,1,1672,39
"313","Lasso",4.95621748737122,0.7,511,40
"314","Ada Lasso",4.85356457207835,0.98,3066,40
"315","Local prior",4.86314142064619,0.94,2044,40
"316","Non local",4.86314142064619,0.94,2044,40
"317","Ada mod",4.88418210344825,0.86,876,40
"318","Lasso mod",4.93252452515392,0.78,968,40
"319","Naive",5.63302780945664,0.1,200,40
"320","Oracle",4.81832500064549,1,2300,40
"321","Lasso",16.9446448582122,0.84,968,41
"322","Ada Lasso",16.7945430670495,0.92,2300,41
"323","Local prior",16.797038711571,0.96,3066,41
"324","Non local",18.3038197867239,0.9,9200,41
"325","Ada mod",17.7659535530236,0.8,1314,41
"326","Lasso mod",18.0069876289645,0.88,2628,41
"327","Naive",17.8563418005233,0.1,200,41
"328","Oracle",16.5350390660845,1,2300,41
"329","Lasso",15.1905152125379,0.86,1415,42
"330","Ada Lasso",15.2118285885465,0.9,1840,42
"331","Local prior",15.2375541255044,0.96,3066,42
"332","Non local",16.02721087997,0.94,4600,42
"333","Ada mod",15.1905152125379,0.86,1415,42
"334","Lasso mod",15.0849170315075,0.78,1022,42
"335","Naive",17.1997315347566,0.1,200,42
"336","Oracle",14.8439427818477,1,1840,42
"337","Lasso",26.7050776476213,0.86,1150,43
"338","Ada Lasso",26.844498281832,0.92,2300,43
"339","Local prior",26.9220505568479,0.96,4600,43
"340","Non local",28.6161063320621,0.92,9200,43
"341","Ada mod",26.6596501821695,0.84,968,43
"342","Lasso mod",26.842592539121,0.84,1672,43
"343","Naive",28.3939505835553,0.1,200,43
"344","Oracle",26.3936330363063,1,2300,43
"345","Lasso",6.01826082340079,0.82,1226,44
"346","Ada Lasso",6.0218427879327,0.86,1533,44
"347","Local prior",6.01162096288849,0.9,1840,44
"348","Non local",6.62783870309779,0.92,6133,44
"349","Ada mod",6.06300338603792,0.78,1082,44
"350","Lasso mod",6.01655644213738,0.84,1840,44
"351","Naive",7.21525628753256,0.1,200,44
"352","Oracle",6.00207083142017,1,3066,44
"353","Lasso",9.6816752099233,0.84,1314,45
"354","Ada Lasso",10.2789377799673,0.94,3680,45
"355","Local prior",10.1997716158701,0.92,2628,45
"356","Non local",10.2789377799673,0.94,3680,45
"357","Ada mod",9.97927727000733,0.72,575,45
"358","Lasso mod",9.72768002380151,0.74,920,45
"359","Naive",10.3581386829801,0.1,200,45
"360","Oracle",9.50913665254876,1,2044,45
"361","Lasso",17.2166743560882,0.68,511,46
"362","Ada Lasso",17.6613553992814,0.76,836,46
"363","Local prior",17.9235182872968,0.86,1840,46
"364","Non local",17.7311573863492,0.92,2300,46
"365","Ada mod",17.0299128241402,0.84,766,46
"366","Lasso mod",17.4162776818467,0.6,541,46
"367","Naive",18.7041258563313,0.1,200,46
"368","Oracle",16.7990413015204,1,1415,46
"369","Lasso",8.07719860675362,0.8,1150,47
"370","Ada Lasso",8.04752892769167,0.86,1672,47
"371","Local prior",8.04888687593319,0.92,3066,47
"372","Non local",9.1970549831772,0.92,9200,47
"373","Ada mod",8.07356851690568,0.82,1226,47
"374","Lasso mod",8.31301607908847,0.7,681,47
"375","Naive",9.14777112883809,0.1,200,47
"376","Oracle",8.12418614041793,1,1840,47
"377","Lasso",22.1145878181998,0.82,766,48
"378","Ada Lasso",21.9652953519641,0.88,1022,48
"379","Local prior",23.1695961793275,0.92,2044,48
"380","Non local",23.6197901668578,0.94,4600,48
"381","Ada mod",22.1145878181998,0.82,766,48
"382","Lasso mod",22.1073476821393,0.78,766,48
"383","Naive",25.1313925394297,0.1,200,48
"384","Oracle",21.7354996737048,1,2044,48
"385","Lasso",8.36922870726501,0.9,3066,49
"386","Ada Lasso",8.61570750730195,0.94,6133,49
"387","Local prior",8.61570750730195,0.94,6133,49
"388","Non local",8.61570750730195,0.94,6133,49
"389","Ada mod",8.36922870726501,0.9,3066,49
"390","Lasso mod",8.20763691425403,0.84,1840,49
"391","Naive",8.67441113525177,0.1,200,49
"392","Oracle",8.22889820118716,1,2628,49
"393","Lasso",5.59234911697251,0.72,736,50
"394","Ada Lasso",5.52805815190659,0.94,3066,50
"395","Local prior",5.52805815190659,0.94,3066,50
"396","Non local",5.52066890973285,0.96,4600,50
"397","Ada mod",5.59234911697251,0.72,736,50
"398","Lasso mod",5.52885276156747,0.82,1150,50
"399","Naive",6.18487190239778,0.1,200,50
"400","Oracle",5.50811738005424,1,2628,50
"401","Lasso",10.0033887893467,0.86,1150,51
"402","Ada Lasso",9.91707412907434,0.92,2044,51
"403","Local prior",9.91707412907434,0.92,2044,51
"404","Non local",9.91591719617478,0.96,3066,51
"405","Ada mod",10.0033887893467,0.86,1150,51
"406","Lasso mod",10.1346733480122,0.64,681,51
"407","Naive",11.6078647954554,0.1,200,51
"408","Oracle",9.86639812909492,1,2300,51
"409","Lasso",1.38728552254019,0.88,1840,52
"410","Ada Lasso",1.41253516409704,0.92,3066,52
"411","Local prior",1.41640292088584,0.9,2044,52
"412","Non local",1.45837423427937,0.92,9200,52
"413","Ada mod",1.38728552254019,0.88,1840,52
"414","Lasso mod",1.38722477943998,0.84,1533,52
"415","Naive",1.51592160323493,0.1,200,52
"416","Oracle",1.34761527543246,1,2300,52
"417","Lasso",7.44735019504324,0.8,593,53
"418","Ada Lasso",7.79950949979585,0.94,2300,53
"419","Local prior",7.79950949979585,0.94,2300,53
"420","Non local",8.91290883590304,0.9,6133,53
"421","Ada mod",7.77481057679461,0.8,836,53
"422","Lasso mod",7.85484049930821,0.8,1022,53
"423","Naive",8.17658743566371,0.1,200,53
"424","Oracle",7.38164055200143,1,1672,53
"425","Lasso",17.5347381224122,0.8,1840,54
"426","Ada Lasso",17.4347759456302,0.9,6133,54
"427","Local prior",17.4292419739893,0.92,9200,54
"428","Non local",17.4292419739893,0.92,9200,54
"429","Ada mod",17.4249545483971,0.88,4600,54
"430","Lasso mod",17.5482115110808,0.72,1533,54
"431","Naive",18.9905341706512,0.1,200,54
"432","Oracle",16.942792543333,1,1415,54
"433","Lasso",13.2308340274792,0.8,1082,55
"434","Ada Lasso",13.2551071021614,0.92,6133,55
"435","Local prior",13.225250944237,0.94,9200,55
"436","Non local",13.225250944237,0.94,9200,55
"437","Ada mod",13.1937891036691,0.8,1150,55
"438","Lasso mod",13.1637584588916,0.88,2628,55
"439","Naive",14.8452313624532,0.1,200,55
"440","Oracle",13.2059600644506,1,2044,55
"441","Lasso",16.2748542965234,0.9,1226,56
"442","Ada Lasso",17.1405247909282,0.94,4600,56
"443","Local prior",16.4932184795214,0.94,2628,56
"444","Non local",17.1405247909282,0.94,4600,56
"445","Ada mod",16.2748542965234,0.9,1226,56
"446","Lasso mod",16.4207259785749,0.78,836,56
"447","Naive",17.4329456525656,0.1,200,56
"448","Oracle",16.0986819888758,1,1672,56
"449","Lasso",4.61667794202066,0.82,1022,57
"450","Ada Lasso",4.57557776353265,0.94,2044,57
"451","Local prior",4.57557776353265,0.94,2044,57
"452","Non local",5.29671166058217,0.86,2300,57
"453","Ada mod",4.61991652247474,0.78,634,57
"454","Lasso mod",4.63836183221275,0.68,613,57
"455","Naive",5.18574536416139,0.1,200,57
"456","Oracle",4.56711378482992,1,1533,57
"457","Lasso",22.5472890539406,0.64,484,58
"458","Ada Lasso",21.0264186340467,0.9,1150,58
"459","Local prior",22.7715596978591,0.92,2044,58
"460","Non local",22.9443730665633,0.92,3066,58
"461","Ada mod",21.1391365307071,0.88,1022,58
"462","Lasso mod",21.7312559189055,0.72,681,58
"463","Naive",25.4422844076725,0.1,200,58
"464","Oracle",20.9565840552281,1,2044,58
"465","Lasso",4.35944836029139,0.86,1533,59
"466","Ada Lasso",4.36702385400013,0.92,9200,59
"467","Local prior",4.34917258802943,0.94,6133,59
"468","Non local",4.36702385400013,0.92,9200,59
"469","Ada mod",4.35561195515159,0.84,1415,59
"470","Lasso mod",4.30825017322571,0.74,920,59
"471","Naive",4.63912903383461,0.1,200,59
"472","Oracle",4.21683868341588,1,2628,59
"473","Lasso",15.0570306599184,0.8,836,60
"474","Ada Lasso",15.1637453891279,0.94,3066,60
"475","Local prior",15.1637453891279,0.94,3066,60
"476","Non local",15.1637453891279,0.94,3066,60
"477","Ada mod",14.9235416938551,0.84,1022,60
"478","Lasso mod",15.0847123220417,0.78,920,60
"479","Naive",17.2039956681368,0.1,200,60
"480","Oracle",14.5644769775206,1,1672,60
"481","Lasso",29.6640723846634,0.92,2044,61
"482","Ada Lasso",29.6911724395889,0.94,2628,61
"483","Local prior",30.6991170678833,0.94,9200,61
"484","Non local",32.8447467310827,0.92,18400,61
"485","Ada mod",29.6640723846634,0.92,2044,61
"486","Lasso mod",29.8455553148505,0.94,4600,61
"487","Naive",34.4934446936828,0.1,200,61
"488","Oracle",29.4711058697654,1,2628,61
"489","Lasso",11.9364929584039,0.78,836,62
"490","Ada Lasso",11.963350350439,0.94,3680,62
"491","Local prior",12.0918067372948,0.92,4600,62
"492","Non local",12.0918067372948,0.92,4600,62
"493","Ada mod",11.9364929584039,0.78,836,62
"494","Lasso mod",11.9410883663693,0.84,1672,62
"495","Naive",12.9104502776413,0.1,200,62
"496","Oracle",11.6542506901871,1,2300,62
"497","Lasso",7.23913864121232,0.94,3066,63
"498","Ada Lasso",7.61795279552125,0.9,6133,63
"499","Local prior",7.61795279552125,0.9,6133,63
"500","Non local",8.26878786338121,0.88,9200,63
"501","Ada mod",7.23913864121232,0.94,3066,63
"502","Lasso mod",7.326774053919,0.94,9200,63
"503","Naive",8.01810166874679,0.1,200,63
"504","Oracle",7.05234486512421,1,1840,63
"505","Lasso",12.2131449804589,0.84,1082,64
"506","Ada Lasso",12.1796368157168,0.88,1415,64
"507","Local prior",12.156466550083,0.96,4600,64
"508","Non local",12.3407266116382,0.94,9200,64
"509","Ada mod",12.0211209586098,0.78,876,64
"510","Lasso mod",11.9741332507107,0.86,2044,64
"511","Naive",12.7126920827222,0.1,200,64
"512","Oracle",11.8766025640618,1,2044,64
"513","Lasso",1.30398146110882,0.78,920,65
"514","Ada Lasso",1.29500614730605,0.88,1415,65
"515","Local prior",1.28442957070156,0.9,2300,65
"516","Non local",1.29884369659147,0.9,3680,65
"517","Ada mod",1.29275378094386,0.82,1082,65
"518","Lasso mod",1.30667805478119,0.72,836,65
"519","Naive",1.39735676992369,0.1,200,65
"520","Oracle",1.25910002579901,1,1672,65
"521","Lasso",5.96521665873565,0.92,2044,66
"522","Ada Lasso",5.92916960630203,0.94,2628,66
"523","Local prior",5.9493091082499,0.96,3680,66
"524","Non local",6.43208648281106,0.94,6133,66
"525","Ada mod",5.93818532142513,0.8,920,66
"526","Lasso mod",5.83657675154452,0.8,1226,66
"527","Naive",6.60055687259619,0.1,200,66
"528","Oracle",5.64702405410072,1,2628,66
"529","Lasso",12.7350546965781,0.82,836,67
"530","Ada Lasso",12.5173702667367,0.96,2300,67
"531","Local prior",12.5173702667367,0.96,2300,67
"532","Non local",12.5173702667367,0.96,2300,67
"533","Ada mod",12.6361306381873,0.86,1022,67
"534","Lasso mod",12.8671724427699,0.76,736,67
"535","Naive",13.9466523027401,0.1,200,67
"536","Oracle",12.2997911399745,1,1840,67
"537","Lasso",9.09854382641267,0.64,525,68
"538","Ada Lasso",9.30684542810098,0.92,3680,68
"539","Local prior",9.34582938328245,0.86,2044,68
"540","Non local",9.29376145089723,0.94,4600,68
"541","Ada mod",8.70025173855545,0.78,800,68
"542","Lasso mod",8.97784037021607,0.52,511,68
"543","Naive",10.237094806073,0.1,200,68
"544","Oracle",8.50834834973687,1,1672,68
"545","Lasso",18.5471196095464,0.78,593,69
"546","Ada Lasso",18.219458902408,0.86,836,69
"547","Local prior",20.5676108682822,0.9,2628,69
"548","Non local",21.1922718946516,0.9,6133,69
"549","Ada mod",18.4738804906648,0.82,707,69
"550","Lasso mod",18.5421617347664,0.74,766,69
"551","Naive",21.1344115830474,0.1,200,69
"552","Oracle",17.7526851618643,1,2300,69
"553","Lasso",27.0545132879621,0.7,525,70
"554","Ada Lasso",26.7662301621585,0.96,1672,70
"555","Local prior",28.0424176017604,0.9,2300,70
"556","Non local",28.5988353606553,0.92,3066,70
"557","Ada mod",27.0545132879621,0.7,525,70
"558","Lasso mod",26.9634311632545,0.74,681,70
"559","Naive",30.0635796812345,0.1,200,70
"560","Oracle",26.5051925003591,1,1533,70
"561","Lasso",0.614508835021318,0.82,766,71
