"","metodologia","mse","accuracy","n","seed"
"42","Ada Lasso",65.7223508467386,0.64,4600,6
"43","Local prior",62.5561682932199,0.66,3066,6
"44","Non local",65.7223508467386,0.64,4600,6
"45","Ada mod",59.8118440000499,0.64,391,6
"46","Lasso mod",59.453118804151,0.66,613,6
"47","Naive",61.8913786389261,0.4,200,6
"48","Oracle",57.0690924262965,1,541,6
"49","Lasso",48.3049539337538,0.72,511,7
"50","Ada Lasso",49.2192220035924,0.72,1226,7
"51","Local prior",49.0416467032049,0.68,1533,7
"52","Non local",49.4506446304651,0.68,2628,7
"53","Ada mod",48.5504653077834,0.72,575,7
"54","Lasso mod",47.7196152536179,0.74,657,7
"55","Naive",51.5045697807949,0.4,200,7
"56","Oracle",47.0860679460362,1,525,7
"57","Lasso",53.3809428922543,0.64,707,8
"58","Ada Lasso",54.1388939066395,0.66,1672,8
"59","Local prior",57.995036636681,0.66,2300,8
"60","Non local",60.9445851725151,0.62,3680,8
"61","Ada mod",53.3809428922543,0.64,707,8
"62","Lasso mod",53.2669091015579,0.64,836,8
"63","Naive",56.4955990490394,0.4,200,8
"64","Oracle",48.2094416628197,1,575,8
"65","Lasso",47.3984056556469,0.64,736,9
"66","Ada Lasso",47.3512713008321,0.62,800,9
"67","Local prior",48.3899870334279,0.62,1314,9
"68","Non local",48.6947304396973,0.66,1840,9
"69","Ada mod",47.547809796616,0.62,681,9
"70","Lasso mod",46.7736728951406,0.58,484,9
"71","Naive",49.0483708990801,0.4,200,9
"72","Oracle",45.8247647358172,1,448,9
"73","Lasso",52.3783116214962,0.66,766,10
"74","Ada Lasso",53.5410681768729,0.68,1314,10
"75","Local prior",56.1797241883803,0.66,1840,10
"76","Non local",58.4305331650836,0.64,2300,10
"77","Ada mod",52.3339919297282,0.68,836,10
"78","Lasso mod",51.4691526787318,0.66,613,10
"79","Naive",56.1122295688686,0.4,200,10
"80","Oracle",48.5548036447391,1,511,10
"81","Lasso",53.4675575479385,0.64,1082,11
"82","Ada Lasso",55.3893079243413,0.66,2300,11
"83","Local prior",56.575026501694,0.64,3066,11
"84","Non local",64.2157740383224,0.62,9200,11
"85","Ada mod",54.620480849541,0.56,1314,11
"86","Lasso mod",54.3500916957903,0.6,1226,11
"87","Naive",53.0955791878256,0.4,200,11
"88","Oracle",49.8263039878061,1,497,11
"89","Lasso",56.7732895375911,0.64,408,12
"90","Ada Lasso",56.4396958706876,0.7,836,12
"91","Local prior",61.2408134435656,0.66,1415,12
"92","Non local",61.2408134435656,0.66,1415,12
"93","Ada mod",56.7595223008209,0.54,360,12
"94","Lasso mod",56.4607786688137,0.64,400,12
"95","Naive",58.5309670772228,0.4,200,12
"96","Oracle",56.753802240493,1,497,12
"97","Lasso",33.8221032758437,0.62,375,13
"98","Ada Lasso",33.4402254007008,0.7,1150,13
"99","Local prior",34.1366874528576,0.68,1314,13
"100","Non local",35.3647500827572,0.7,1533,13
"101","Ada mod",33.8503270154871,0.64,391,13
"102","Lasso mod",33.7311954980566,0.56,375,13
"103","Naive",34.4315162186752,0.4,200,13
"104","Oracle",32.992934416575,1,497,13
"105","Lasso",54.9850996018825,0.7,766,14
"106","Ada Lasso",54.9850996018825,0.7,766,14
"107","Local prior",57.5302388603301,0.64,2628,14
"108","Non local",58.4814272766588,0.64,9200,14
"109","Ada mod",55.0766540628937,0.72,876,14
"110","Lasso mod",56.8123111077645,0.7,3680,14
"111","Naive",57.6134048352312,0.4,200,14
"112","Oracle",53.2257365595441,1,541,14
"113","Lasso",74.7595148082699,0.68,766,15
"114","Ada Lasso",74.1551309441105,0.66,876,15
"115","Local prior",84.5314189831141,0.64,2044,15
"116","Non local",81.7852655300667,0.66,1672,15
"117","Ada mod",74.7595148082699,0.68,766,15
"118","Lasso mod",74.5666278981024,0.66,613,15
"119","Naive",84.0502845527576,0.4,200,15
"120","Oracle",72.8346635995265,1,541,15
"121","Lasso",33.8287395520394,0.66,766,16
"122","Ada Lasso",34.2210254806065,0.7,1150,16
"123","Local prior",39.5052141297762,0.66,4600,16
"124","Non local",36.475655159298,0.64,6133,16
"125","Ada mod",33.9104863439185,0.64,707,16
"126","Lasso mod",33.8431861816962,0.72,1022,16
"127","Naive",34.6521507893045,0.4,200,16
"128","Oracle",31.1092936102875,1,525,16
"129","Lasso",81.3925376774724,0.54,383,17
"130","Ada Lasso",82.3833680012916,0.58,634,17
"131","Local prior",99.7919631909495,0.6,1840,17
"132","Non local",103.437965582633,0.62,9200,17
"133","Ada mod",80.2975046092278,0.66,657,17
"134","Lasso mod",82.1979627762731,0.66,613,17
"135","Naive",86.8016528497838,0.4,200,17
"136","Oracle",78.557177314063,1,484,17
"137","Lasso",63.4802668081031,0.68,920,18
"138","Ada Lasso",64.5417747646958,0.68,1226,18
"139","Local prior",67.0166425606349,0.68,2300,18
"140","Non local",67.6524172290933,0.66,2628,18
"141","Ada mod",63.4802668081031,0.68,920,18
"142","Lasso mod",61.3094607805505,0.7,391,18
"143","Naive",65.2877212856664,0.4,200,18
"144","Oracle",60.514755632619,1,593,18
"145","Lasso",45.1816776388964,0.58,497,19
"146","Ada Lasso",48.1629759130311,0.64,4600,19
"147","Local prior",45.8112066483217,0.62,1840,19
"148","Non local",48.8623070689797,0.62,9200,19
"149","Ada mod",45.2882739024393,0.62,736,19
"150","Lasso mod",45.4019052213547,0.58,920,19
"151","Naive",47.0652008875084,0.4,200,19
"152","Oracle",43.0729983416392,1,497,19
"153","Lasso",57.1795265902741,0.64,484,20
"154","Ada Lasso",57.9097400153929,0.7,707,20
"155","Local prior",58.1343574199637,0.72,1150,20
"156","Non local",62.4123751599566,0.64,2300,20
"157","Ada mod",56.7761078468413,0.64,525,20
"158","Lasso mod",56.5369709934182,0.6,471,20
"159","Naive",57.7165524770713,0.4,200,20
"160","Oracle",54.7196031540451,1,471,20
"161","Lasso",33.8738767796053,0.7,418,21
"162","Ada Lasso",33.9765476171654,0.66,1150,21
"163","Local prior",35.6447663736689,0.68,1314,21
"164","Non local",35.4792694392796,0.68,2044,21
"165","Ada mod",32.9414615287524,0.72,525,21
"166","Lasso mod",33.418067659242,0.66,511,21
"167","Naive",37.9154076152095,0.4,200,21
"168","Oracle",32.5607846149509,1,511,21
"169","Lasso",62.7979881786304,0.58,460,22
"170","Ada Lasso",61.3284506556664,0.6,575,22
"171","Local prior",65.6140741197824,0.68,2628,22
"172","Non local",70.4206479500694,0.64,6133,22
"173","Ada mod",62.098844141612,0.6,471,22
"174","Lasso mod",64.400891548187,0.6,383,22
"175","Naive",70.4991929866799,0.4,200,22
"176","Oracle",60.69031418673,1,575,22
"177","Lasso",47.3707613971901,0.52,497,23
"178","Ada Lasso",48.4753474059599,0.56,1415,23
"179","Local prior",50.2506995217843,0.66,3066,23
"180","Non local",50.4006361802758,0.62,3066,23
"181","Ada mod",48.3815991713222,0.52,634,23
"182","Lasso mod",47.5598132486396,0.52,497,23
"183","Naive",52.2820476838617,0.4,200,23
"184","Oracle",46.9575161320758,1,484,23
"185","Lasso",40.8150912523483,0.66,681,24
"186","Ada Lasso",44.4256207464152,0.62,2044,24
"187","Local prior",44.5448807748449,0.6,2628,24
"188","Non local",44.9512864222826,0.62,3680,24
"189","Ada mod",40.7401463993431,0.68,800,24
"190","Lasso mod",41.807236208905,0.6,836,24
"191","Naive",42.7663817062046,0.4,200,24
"192","Oracle",39.8812167175501,1,511,24
"193","Lasso",104.315976079567,0.62,484,25
"194","Ada Lasso",112.621944356539,0.66,2628,25
"195","Local prior",105.377868246796,0.7,2044,25
"196","Non local",112.621944356539,0.66,2628,25
"197","Ada mod",106.337467178576,0.6,876,25
"198","Lasso mod",106.040082934137,0.54,593,25
"199","Naive",115.097884134021,0.4,200,25
"200","Oracle",101.853878095632,1,497,25
"201","Lasso",20.6884257712969,0.68,575,26
"202","Ada Lasso",20.3880786528537,0.72,968,26
"203","Local prior",23.578324609454,0.66,2044,26
"204","Non local",21.7261187683877,0.64,1840,26
"205","Ada mod",20.3991236468353,0.7,593,26
"206","Lasso mod",24.3956929327659,0.58,6133,26
"207","Naive",21.0384074984743,0.4,200,26
"208","Oracle",19.8312463263073,1,438,26
"209","Lasso",47.5121948491919,0.6,634,27
"210","Ada Lasso",47.0818521086245,0.66,836,27
"211","Local prior",47.7757596294353,0.7,1314,27
"212","Non local",47.7670300330355,0.7,1672,27
"213","Ada mod",47.5121948491919,0.6,634,27
"214","Lasso mod",47.461052256906,0.64,575,27
"215","Naive",53.2242675477845,0.4,200,27
"216","Oracle",46.3831421542253,1,557,27
"217","Lasso",59.6758969892411,0.64,391,28
"218","Ada Lasso",59.9883523456987,0.66,2300,28
"219","Local prior",60.3235410369147,0.6,1415,28
"220","Non local",64.9322659769437,0.58,3066,28
"221","Ada mod",59.9294162015596,0.62,408,28
"222","Lasso mod",58.2726862753123,0.6,484,28
"223","Naive",62.5569777970063,0.4,200,28
"224","Oracle",55.7316345116855,1,484,28
"225","Lasso",30.4543117007119,0.74,920,29
"226","Ada Lasso",30.9595609887832,0.74,1150,29
"227","Local prior",32.1297668297146,0.66,2628,29
"228","Non local",31.6551388756798,0.66,2628,29
"229","Ada mod",30.4543117007119,0.74,920,29
"230","Lasso mod",31.0037511509639,0.68,1022,29
"231","Naive",31.0555928190228,0.4,200,29
"232","Oracle",28.032278235109,1,557,29
"233","Lasso",59.5842682875001,0.62,968,30
"234","Ada Lasso",60.6771150316243,0.6,2300,30
"235","Local prior",62.6482116223364,0.6,4600,30
"236","Non local",61.0570991152614,0.58,4600,30
"237","Ada mod",59.2898963871035,0.62,1226,30
"238","Lasso mod",60.2716587469381,0.68,1533,30
"239","Naive",58.1197878153646,0.4,200,30
"240","Oracle",52.9257311686777,1,557,30
"241","Lasso",24.1730745005724,0.68,557,31
"242","Ada Lasso",24.6571720666703,0.74,766,31
"243","Local prior",25.4068511169209,0.74,1314,31
"244","Non local",27.1226166314021,0.62,2628,31
"245","Ada mod",24.6718300166356,0.7,484,31
"246","Lasso mod",25.4096854223481,0.6,400,31
"247","Naive",28.0532267226908,0.4,200,31
"248","Oracle",24.0166716603146,1,511,31
"249","Lasso",39.3745327804084,0.52,657,32
"250","Ada Lasso",38.9372390047445,0.64,1415,32
"251","Local prior",39.5035280176172,0.6,3066,32
"252","Non local",39.5035280176172,0.6,3066,32
"253","Ada mod",40.0936636632733,0.6,707,32
"254","Lasso mod",39.3403497406175,0.6,1082,32
"255","Naive",42.4649395935852,0.4,200,32
"256","Oracle",37.6121359211648,1,511,32
"257","Lasso",51.4543633533741,0.62,484,33
"258","Ada Lasso",50.8627172320206,0.66,511,33
"259","Local prior",51.0877916670435,0.7,2300,33
"260","Non local",54.3774735328231,0.64,6133,33
"261","Ada mod",50.9593877527248,0.62,541,33
"262","Lasso mod",50.9873407790414,0.64,1150,33
"263","Naive",55.3143762812091,0.4,200,33
"264","Oracle",48.7013122814376,1,484,33
"265","Lasso",52.4268293572511,0.6,460,34
"266","Ada Lasso",54.1520773934189,0.7,1314,34
"267","Local prior",57.6903000780229,0.66,1533,34
"268","Non local",57.0337481275671,0.6,3066,34
"269","Ada mod",53.2433126082174,0.6,657,34
"270","Lasso mod",52.5263114986741,0.64,876,34
"271","Naive",55.3244968785669,0.4,200,34
"272","Oracle",50.6580597061543,1,511,34
"273","Lasso",31.0866332535963,0.66,681,35
"274","Ada Lasso",31.4520633478679,0.74,1150,35
"275","Local prior",33.9347043771581,0.66,2044,35
"276","Non local",33.2488757297423,0.68,3066,35
"277","Ada mod",31.2087023658513,0.64,593,35
"278","Lasso mod",31.2625021407964,0.68,800,35
"279","Naive",32.4407676580275,0.4,200,35
"280","Oracle",30.1997509175868,1,511,35
"281","Lasso",67.0769111527652,0.7,920,36
"282","Ada Lasso",67.3548367161303,0.72,1314,36
"283","Local prior",70.2670985208967,0.7,2044,36
"284","Non local",76.0169355691408,0.64,6133,36
"285","Ada mod",67.0769111527652,0.7,920,36
"286","Lasso mod",67.4556720253445,0.74,1150,36
"287","Naive",76.7657530574072,0.4,200,36
"288","Oracle",68.9054545158648,1,557,36
"289","Lasso",13.0172429815014,0.82,557,37
"290","Ada Lasso",13.921417858712,0.82,920,37
"291","Local prior",14.4197697370377,0.78,1150,37
"292","Non local",15.4756511606328,0.7,2300,37
"293","Ada mod",13.17952065178,0.78,634,37
"294","Lasso mod",13.2270315968612,0.76,525,37
"295","Naive",14.1724772715048,0.4,200,37
"296","Oracle",12.9924754641126,1,525,37
"297","Lasso",56.1602510226149,0.62,920,38
"298","Ada Lasso",56.9985702209784,0.62,2300,38
"299","Local prior",61.2863731153398,0.66,3680,38
"300","Non local",61.2863731153398,0.66,3680,38
"301","Ada mod",56.9048825270227,0.64,1415,38
"302","Lasso mod",55.4583653073273,0.64,876,38
"303","Naive",55.5859774711278,0.4,200,38
"304","Oracle",51.3003760418868,1,497,38
"305","Lasso",73.1446338005003,0.66,613,39
"306","Ada Lasso",73.8314904793827,0.62,511,39
"307","Local prior",74.400625709558,0.7,1840,39
"308","Non local",78.1145770619939,0.64,3066,39
"309","Ada mod",72.7121211846818,0.56,427,39
"310","Lasso mod",73.9612453965885,0.62,575,39
"311","Naive",81.167495694808,0.4,200,39
"312","Oracle",69.1341062085653,1,541,39
"313","Lasso",26.8995831850726,0.64,613,40
"314","Ada Lasso",29.3776559372541,0.68,2300,40
"315","Local prior",28.201118156772,0.64,2300,40
"316","Non local",29.8214423815724,0.66,2628,40
"317","Ada mod",26.720402961907,0.66,634,40
"318","Lasso mod",26.7444082070947,0.68,800,40
"319","Naive",27.0212177888826,0.4,200,40
"320","Oracle",25.3591702186163,1,497,40
"321","Lasso",39.7086981296578,0.64,511,41
"322","Ada Lasso",40.8466299671882,0.7,836,41
"323","Local prior",42.2612796110926,0.66,1226,41
"324","Non local",42.7448462128034,0.68,2300,41
"325","Ada mod",39.7086981296578,0.64,511,41
"326","Lasso mod",40.1919961669669,0.74,766,41
"327","Naive",43.3569820452795,0.4,200,41
"328","Oracle",38.8811400564738,1,511,41
"329","Lasso",32.4000054545453,0.7,557,42
"330","Ada Lasso",32.6855964000487,0.7,876,42
"331","Local prior",34.7534944289999,0.7,1226,42
"332","Non local",40.1309345011336,0.62,9200,42
"333","Ada mod",34.0193008462939,0.6,317,42
"334","Lasso mod",34.3475376819119,0.52,287,42
"335","Naive",35.1965006294024,0.4,200,42
"336","Oracle",32.1458798342476,1,497,42
"337","Lasso",23.7100661980259,0.64,575,43
"338","Ada Lasso",24.8897791434392,0.68,1314,43
"339","Local prior",27.130897613437,0.64,3680,43
"340","Non local",25.8406506259751,0.66,2300,43
"341","Ada mod",24.2519751144701,0.6,876,43
"342","Lasso mod",24.0261751005126,0.54,836,43
"343","Naive",24.8346736318775,0.4,200,43
"344","Oracle",22.4859741600175,1,448,43
"345","Lasso",45.5956367814658,0.62,1150,44
"346","Ada Lasso",47.0937703783125,0.62,3680,44
"347","Local prior",46.8842635011607,0.64,2628,44
"348","Non local",48.1015590344644,0.64,4600,44
"349","Ada mod",45.5956367814658,0.62,1150,44
"350","Lasso mod",46.458385516999,0.54,511,44
"351","Naive",48.1857255869768,0.4,200,44
"352","Oracle",45.043318133567,1,497,44
"353","Lasso",39.586527685518,0.72,707,45
"354","Ada Lasso",41.5044740544376,0.68,2300,45
"355","Local prior",41.5044740544376,0.68,2300,45
"356","Non local",44.0177746331919,0.64,6133,45
"357","Ada mod",39.586527685518,0.72,707,45
"358","Lasso mod",40.7477170444814,0.64,1672,45
"359","Naive",41.9113354377096,0.4,200,45
"360","Oracle",38.3481509667102,1,511,45
"361","Lasso",16.3234832725872,0.68,634,46
"362","Ada Lasso",17.4766753089808,0.66,1415,46
"363","Local prior",17.967306322666,0.68,3066,46
"364","Non local",17.6246754374223,0.64,2628,46
"365","Ada mod",16.3234832725872,0.68,634,46
"366","Lasso mod",16.5595398086502,0.64,707,46
"367","Naive",15.7916240492018,0.4,200,46
"368","Oracle",14.5979395304575,1,448,46
"369","Lasso",37.5338890924239,0.66,511,47
"370","Ada Lasso",37.1620497211526,0.76,1150,47
"371","Local prior",37.3001559836385,0.74,1226,47
"372","Non local",37.3001559836385,0.74,1226,47
"373","Ada mod",37.5338890924239,0.66,511,47
"374","Lasso mod",38.2180825374453,0.6,575,47
"375","Naive",40.8925934958366,0.4,200,47
"376","Oracle",36.067251936841,1,541,47
"377","Lasso",141.799218644893,0.72,575,48
"378","Ada Lasso",145.780986570015,0.72,1226,48
"379","Local prior",153.406783059144,0.7,1840,48
"380","Non local",156.238902827637,0.64,6133,48
"381","Ada mod",141.799218644893,0.72,575,48
"382","Lasso mod",149.110151872572,0.72,736,48
"383","Naive",166.52452296802,0.4,200,48
"384","Oracle",141.78545718672,1,471,48
"385","Lasso",95.1944769595067,0.62,1150,49
"386","Ada Lasso",98.7159877001199,0.62,9200,49
"387","Local prior",97.1132233790729,0.58,3066,49
"388","Non local",98.7159877001199,0.62,9200,49
"389","Ada mod",95.1944769595067,0.62,1150,49
"390","Lasso mod",97.3816948215941,0.54,634,49
"391","Naive",102.578711690473,0.4,200,49
"392","Oracle",93.5853573636221,1,525,49
"393","Lasso",92.3728918793232,0.7,368,50
"394","Ada Lasso",90.3565654128043,0.7,541,50
"395","Local prior",98.3228360239524,0.7,1533,50
"396","Non local",97.3606512564724,0.72,1672,50
"397","Ada mod",91.9978057667557,0.68,375,50
"398","Lasso mod",91.4531991217641,0.7,438,50
"399","Naive",96.8486752356175,0.4,200,50
"400","Oracle",88.0469114317657,1,525,50
"401","Lasso",58.3871931526714,0.62,408,51
"402","Ada Lasso",56.2930129140003,0.68,736,51
"403","Local prior",62.5502199155723,0.68,1672,51
"404","Non local",62.420718169736,0.68,3066,51
"405","Ada mod",59.0616663951938,0.64,497,51
"406","Lasso mod",57.7621786050146,0.58,391,51
"407","Naive",61.7830573409778,0.4,200,51
"408","Oracle",56.3197796580646,1,557,51
"409","Lasso",43.8672490675977,0.68,1672,52
"410","Ada Lasso",45.3758506299423,0.66,3680,52
"411","Local prior",46.9581387002082,0.68,3680,52
"412","Non local",48.9142538315299,0.62,18400,52
"413","Ada mod",43.8672490675977,0.68,1672,52
"414","Lasso mod",46.8328135785583,0.66,3680,52
"415","Naive",47.1238356177576,0.4,200,52
"416","Oracle",40.3442198442261,1,497,52
"417","Lasso",51.5318560409463,0.72,876,53
"418","Ada Lasso",56.8974766123726,0.62,3066,53
"419","Local prior",56.1333118691465,0.64,3066,53
"420","Non local",57.9429829784937,0.6,6133,53
"421","Ada mod",51.1064898172987,0.62,920,53
"422","Lasso mod",48.3168812626458,0.62,541,53
"423","Naive",53.0676560102751,0.4,200,53
"424","Oracle",46.335039526446,1,497,53
"425","Lasso",32.5351641376644,0.62,460,54
"426","Ada Lasso",32.9418370783976,0.74,736,54
"427","Local prior",35.043134554862,0.66,1533,54
"428","Non local",35.3651029343879,0.64,2044,54
"429","Ada mod",32.2536018079285,0.66,497,54
"430","Lasso mod",32.4590318810725,0.58,497,54
"431","Naive",34.4186946235054,0.4,200,54
"432","Oracle",30.7676747713971,1,484,54
"433","Lasso",25.5706999526724,0.62,766,55
"434","Ada Lasso",26.0546502241627,0.7,1533,55
"435","Local prior",26.1699410875893,0.72,1672,55
"436","Non local",29.3903982838269,0.64,4600,55
"437","Ada mod",25.9914254151427,0.6,593,55
"438","Lasso mod",25.627468542019,0.58,836,55
"439","Naive",26.4745277345243,0.4,200,55
"440","Oracle",24.3861594865152,1,497,55
"441","Lasso",46.8814336974336,0.64,557,56
"442","Ada Lasso",47.123090003912,0.72,920,56
"443","Local prior",50.2771447558698,0.68,3066,56
"444","Non local",50.2771447558698,0.68,3066,56
"445","Ada mod",47.9415494907738,0.66,391,56
"446","Lasso mod",47.0943783351265,0.64,557,56
"447","Naive",49.9466845106052,0.4,200,56
"448","Oracle",46.2968259869617,1,541,56
"449","Lasso",96.3314008611966,0.68,968,57
"450","Ada Lasso",98.7452198434672,0.62,2628,57
"451","Local prior",98.7452198434672,0.62,2628,57
"452","Non local",106.402463314538,0.62,18400,57
"453","Ada mod",96.9043664010984,0.66,681,57
"454","Lasso mod",96.6753102441326,0.62,920,57
"455","Naive",102.498435840171,0.4,200,57
"456","Oracle",94.64351221713,1,511,57
"457","Lasso",60.4108326222933,0.6,448,58
"458","Ada Lasso",60.2058823431006,0.58,541,58
"459","Local prior",61.9589866705376,0.6,1226,58
"460","Non local",67.1834690003576,0.64,3680,58
"461","Ada mod",59.4899860253304,0.64,497,58
"462","Lasso mod",60.2150382943156,0.56,557,58
"463","Naive",63.0436851753931,0.4,200,58
"464","Oracle",57.6071234083823,1,511,58
"465","Lasso",19.7831139634414,0.6,438,59
"466","Ada Lasso",19.8995349584978,0.78,1150,59
"467","Local prior",21.6893167489817,0.7,1840,59
"468","Non local",21.6943718230708,0.68,2300,59
"469","Ada mod",19.5479217741055,0.66,497,59
"470","Lasso mod",19.5365534932121,0.62,681,59
"471","Naive",21.9247825517829,0.4,200,59
"472","Oracle",18.9716251160872,1,497,59
"473","Lasso",25.5450060391391,0.66,511,60
"474","Ada Lasso",27.5103975530158,0.68,2300,60
"475","Local prior",27.5103975530158,0.68,2300,60
"476","Non local",27.5103975530158,0.68,2300,60
"477","Ada mod",25.5450060391391,0.66,511,60
"478","Lasso mod",25.2255119872094,0.58,525,60
"479","Naive",26.5053459935171,0.4,200,60
"480","Oracle",24.0278194198657,1,471,60
"481","Lasso",37.5746165139455,0.66,876,61
"482","Ada Lasso",36.8349039499748,0.7,876,61
"483","Local prior",38.9918065866473,0.62,1840,61
"484","Non local",40.1746501652382,0.64,6133,61
"485","Ada mod",38.7060196877496,0.6,657,61
"486","Lasso mod",36.6995877469576,0.6,657,61
"487","Naive",38.4348165616345,0.4,200,61
"488","Oracle",34.7812697390299,1,471,61
"489","Lasso",35.7845097534697,0.54,418,62
"490","Ada Lasso",38.2136141144939,0.56,800,62
"491","Local prior",38.1544787038777,0.66,1415,62
"492","Non local",39.4682863049946,0.64,1672,62
"493","Ada mod",35.7845097534697,0.54,418,62
"494","Lasso mod",36.133285953035,0.52,438,62
"495","Naive",39.1584034672224,0.4,200,62
"496","Oracle",34.7905337276678,1,541,62
"497","Lasso",67.5629155399454,0.54,334,63
"498","Ada Lasso",70.811027393446,0.6,1533,63
"499","Local prior",72.0543247856753,0.58,1082,63
"500","Non local",78.6560216933336,0.58,6133,63
"501","Ada mod",66.9358278403536,0.64,448,63
"502","Lasso mod",68.6336222227452,0.64,634,63
"503","Naive",74.672755234108,0.4,200,63
"504","Oracle",66.0904232660207,1,525,63
"505","Lasso",74.7450866023462,0.58,707,64
"506","Ada Lasso",77.168489559014,0.64,1314,64
"507","Local prior",78.2487901011569,0.66,2044,64
"508","Non local",78.8939930495514,0.64,2628,64
"509","Ada mod",75.6882427826562,0.56,920,64
"510","Lasso mod",74.8825744340549,0.6,736,64
"511","Naive",77.8151492503792,0.4,200,64
"512","Oracle",71.1350278453622,1,593,64
"513","Lasso",39.1078485391865,0.74,593,65
"514","Ada Lasso",39.1746364796848,0.68,681,65
"515","Local prior",40.0985345694846,0.68,1533,65
"516","Non local",41.3485353829462,0.7,1672,65
"517","Ada mod",39.1513128815835,0.72,634,65
"518","Lasso mod",40.3019863805154,0.66,657,65
"519","Naive",42.0049976948692,0.4,200,65
"520","Oracle",38.1276783889194,1,497,65
"521","Lasso",61.057786271533,0.62,1150,66
"522","Ada Lasso",61.1379952003052,0.6,1314,66
"523","Local prior",61.7308857202333,0.66,2628,66
"524","Non local",66.8535865927688,0.62,9200,66
"525","Ada mod",61.057786271533,0.62,1150,66
"526","Lasso mod",60.9944228367849,0.62,1082,66
"527","Naive",67.9134966295917,0.4,200,66
"528","Oracle",62.1274935059801,1,575,66
"529","Lasso",61.039145391074,0.58,311,67
"530","Ada Lasso",58.759432214135,0.68,766,67
"531","Local prior",63.7720514024755,0.58,1082,67
"532","Non local",66.5187535208052,0.66,2628,67
"533","Ada mod",60.1271597802475,0.58,511,67
"534","Lasso mod",59.0812545721808,0.72,613,67
"535","Naive",67.7607747312018,0.4,200,67
"536","Oracle",58.105718349301,1,525,67
"537","Lasso",54.9183887406271,0.7,575,68
"538","Ada Lasso",56.3276111345777,0.74,920,68
"539","Local prior",61.4192977350497,0.68,2300,68
"540","Non local",61.6652538823936,0.66,2628,68
"541","Ada mod",61.8003303715549,0.52,1672,68
"542","Lasso mod",56.5903137007853,0.62,634,68
"543","Naive",63.5083209508189,0.4,200,68
"544","Oracle",54.7535318241953,1,471,68
"545","Lasso",97.4742933048753,0.62,657,69
"546","Ada Lasso",103.835995460465,0.62,3066,69
"547","Local prior",104.263286405305,0.64,3680,69
"548","Non local",104.263286405305,0.64,3680,69
"549","Ada mod",97.7268137648175,0.58,1226,69
"550","Lasso mod",93.5900689207133,0.6,800,69
"551","Naive",103.402111670088,0.4,200,69
"552","Oracle",92.8620091112949,1,511,69
"553","Lasso",66.7949663749647,0.76,1226,70
"554","Ada Lasso",66.5184677841547,0.74,1415,70
"555","Local prior",69.8005513972382,0.68,3680,70
"556","Non local",73.2155123856271,0.64,6133,70
"557","Ada mod",66.7949663749647,0.76,1226,70
"558","Lasso mod",65.9122886637991,0.76,968,70
"559","Naive",72.6353416349289,0.4,200,70
"560","Oracle",64.7637961282128,1,541,70
"561","Lasso",68.3275765776548,0.68,525,71
"562","Ada Lasso",70.5164050241955,0.72,657,71
"563","Local prior",76.7419754408239,0.62,1840,71
"564","Non local",75.752497074432,0.64,2628,71
"565","Ada mod",68.609053537457,0.66,484,71
"566","Lasso mod",70.3391701566901,0.58,766,71
"567","Naive",75.0195605854837,0.4,200,71
"568","Oracle",69.5922344422658,1,497,71
"569","Lasso",53.267040815889,0.7,511,72
