"","metodologia","mse","accuracy","n","seed"
"306","Ada Lasso",291.278982307385,0.62,9200,39
"307","Local prior",292.006963246391,0.6,2628,39
"308","Non local",302.291682817307,0.6,Inf,39
"309","Ada mod",297.74314367203,0.6,2300,39
"310","Lasso mod",281.180990899328,0.58,766,39
"311","Naive",311.484954057701,0.4,200,39
"312","Oracle",278.777568844668,1,541,39
"313","Lasso",114.405592708367,0.62,6133,40
"314","Ada Lasso",114.405592708367,0.62,6133,40
"315","Local prior",113.925284761766,0.64,3680,40
"316","Non local",118.167324561454,0.6,Inf,40
"317","Ada mod",114.405592708367,0.62,6133,40
"318","Lasso mod",118.167324561454,0.6,Inf,40
"319","Naive",124.571283447271,0.4,200,40
"320","Oracle",108.889056340489,1,497,40
"321","Lasso",150.557137417813,0.62,511,41
"322","Ada Lasso",157.550489510517,0.6,Inf,41
"323","Local prior",154.77512751462,0.6,3066,41
"324","Non local",157.550489510517,0.6,Inf,41
"325","Ada mod",157.550489510517,0.6,Inf,41
"326","Lasso mod",155.150562242523,0.62,18400,41
"327","Naive",169.656211318659,0.4,200,41
"328","Oracle",149.431065494501,1,511,41
"329","Lasso",142.545041785114,0.68,1082,42
"330","Ada Lasso",156.276986278586,0.6,Inf,42
"331","Local prior",146.665176368723,0.66,3680,42
"332","Non local",156.276986278586,0.6,Inf,42
"333","Ada mod",148.125926668415,0.62,1082,42
"334","Lasso mod",151.088717524973,0.62,18400,42
"335","Naive",162.037731858546,0.4,200,42
"336","Oracle",141.028948845473,1,497,42
"337","Lasso",111.708778783243,0.58,18400,43
"338","Ada Lasso",113.816924892284,0.6,Inf,43
"339","Local prior",113.816924892284,0.6,Inf,43
"340","Non local",113.816924892284,0.6,Inf,43
"341","Ada mod",113.816924892284,0.6,Inf,43
"342","Lasso mod",109.289610504387,0.52,2300,43
"343","Naive",112.502089262782,0.4,200,43
"344","Oracle",105.849715033311,1,448,43
"345","Lasso",181.897736305689,0.64,4600,44
"346","Ada Lasso",185.540860850182,0.62,6133,44
"347","Local prior",185.540860850182,0.62,6133,44
"348","Non local",185.540860850182,0.62,6133,44
"349","Ada mod",191.541153781892,0.62,18400,44
"350","Lasso mod",180.888231090454,0.58,1226,44
"351","Naive",201.267451191159,0.4,200,44
"352","Oracle",181.726594212904,1,497,44
"353","Lasso",173.863803623697,0.62,3680,45
"354","Ada Lasso",173.485252573715,0.64,6133,45
"355","Local prior",176.189150738383,0.62,18400,45
"356","Non local",176.189150738383,0.62,18400,45
"357","Ada mod",173.863803623697,0.62,3680,45
"358","Lasso mod",176.189150738383,0.62,18400,45
"359","Naive",178.609374181354,0.4,200,45
"360","Oracle",166.119547696652,1,511,45
"361","Lasso",66.7021073783008,0.62,920,46
"362","Ada Lasso",68.2860246922208,0.62,9200,46
"363","Local prior",66.716025366851,0.62,2628,46
"364","Non local",69.132170841597,0.6,Inf,46
"365","Ada mod",67.4057113948157,0.62,1672,46
"366","Lasso mod",66.0086063593476,0.62,920,46
"367","Naive",74.1826555950707,0.4,200,46
"368","Oracle",66.5813727693363,1,448,46
"369","Lasso",156.554335210693,0.64,681,47
"370","Ada Lasso",156.28887045538,0.72,1082,47
"371","Local prior",158.750800635135,0.72,1415,47
"372","Non local",165.296808578882,0.6,Inf,47
"373","Ada mod",156.162854538971,0.64,800,47
"374","Lasso mod",156.024799220945,0.62,613,47
"375","Naive",168.437592366426,0.4,200,47
"376","Oracle",154.768355214742,1,541,47
"377","Lasso",659.558953156957,0.6,Inf,48
"378","Ada Lasso",609.603209199637,0.66,3066,48
"379","Local prior",658.930197528613,0.62,6133,48
"380","Non local",659.558953156957,0.6,Inf,48
"381","Ada mod",627.691614500075,0.6,4600,48
"382","Lasso mod",603.077223356369,0.64,1533,48
"383","Naive",716.055448762484,0.4,200,48
"384","Oracle",609.677465902894,1,471,48
"385","Lasso",385.125489195543,0.54,1840,49
"386","Ada Lasso",386.906397253012,0.6,3680,49
"387","Local prior",386.906397253012,0.6,3680,49
"388","Non local",388.074751057271,0.62,9200,49
"389","Ada mod",394.812706632951,0.56,9200,49
"390","Lasso mod",394.678576162552,0.58,18400,49
"391","Naive",426.376323887455,0.4,200,49
"392","Oracle",391.638928215551,1,525,49
"393","Lasso",406.660986866204,0.6,484,50
"394","Ada Lasso",400.262231474383,0.66,1150,50
"395","Local prior",418.52075993793,0.62,2300,50
"396","Non local",417.793112180558,0.6,Inf,50
"397","Ada mod",400.647246443223,0.58,1840,50
"398","Lasso mod",417.793112180558,0.6,Inf,50
"399","Naive",437.176675493422,0.4,200,50
"400","Oracle",397.893743821925,1,525,50
"401","Lasso",271.335517465471,0.62,1840,51
"402","Ada Lasso",273.077786483104,0.6,2300,51
"403","Local prior",272.051289434622,0.64,6133,51
"404","Non local",278.572256906459,0.62,18400,51
"405","Ada mod",271.521553949227,0.62,3066,51
"406","Lasso mod",280.498841952624,0.5,368,51
"407","Naive",299.020900257737,0.4,200,51
"408","Oracle",263.888964067986,1,557,51
"409","Lasso",176.977800684347,0.62,18400,52
"410","Ada Lasso",176.977800684347,0.62,18400,52
"411","Local prior",176.977800684347,0.62,18400,52
"412","Non local",176.977800684347,0.62,18400,52
"413","Ada mod",176.977800684347,0.62,18400,52
"414","Lasso mod",175.677195903246,0.66,3680,52
"415","Naive",202.632493156358,0.4,200,52
"416","Oracle",173.480145330172,1,497,52
"417","Lasso",223.809752060008,0.58,4600,53
"418","Ada Lasso",228.222145187147,0.62,18400,53
"419","Local prior",227.331728645196,0.6,6133,53
"420","Non local",234.02677722357,0.6,Inf,53
"421","Ada mod",227.646228375439,0.6,2300,53
"422","Lasso mod",228.222145187147,0.62,18400,53
"423","Naive",240.394318420638,0.4,200,53
"424","Oracle",218.172664571303,1,497,53
"425","Lasso",124.463982714569,0.6,593,54
"426","Ada Lasso",131.048167531584,0.6,9200,54
"427","Local prior",131.652066052827,0.62,18400,54
"428","Non local",140.260991200153,0.6,Inf,54
"429","Ada mod",140.260991200153,0.6,Inf,54
"430","Lasso mod",131.652066052827,0.62,18400,54
"431","Naive",142.266001374932,0.4,200,54
"432","Oracle",123.693064868831,1,484,54
"433","Lasso",104.231967241707,0.64,1314,55
"434","Ada Lasso",105.553107773921,0.66,3680,55
"435","Local prior",105.553107773921,0.66,3680,55
"436","Non local",112.640680647084,0.6,Inf,55
"437","Ada mod",108.296076821108,0.6,4600,55
"438","Lasso mod",105.337212402828,0.62,3066,55
"439","Naive",113.840469258455,0.4,200,55
"440","Oracle",104.860485792016,1,497,55
"441","Lasso",204.494839201249,0.6,1082,56
"442","Ada Lasso",208.471545304916,0.62,3680,56
"443","Local prior",218.023874910895,0.58,9200,56
"444","Non local",221.863316699312,0.6,Inf,56
"445","Ada mod",214.797934755484,0.6,1672,56
"446","Lasso mod",202.704170931758,0.58,1150,56
"447","Naive",225.766636225066,0.4,200,56
"448","Oracle",204.717418242069,1,541,56
"449","Lasso",407.839333488499,0.56,2044,57
"450","Ada Lasso",408.803579889015,0.6,9200,57
"451","Local prior",442.50350486988,0.6,Inf,57
"452","Non local",410.84651263067,0.62,18400,57
"453","Ada mod",412.416590297654,0.58,4600,57
"454","Lasso mod",407.524378728604,0.6,4600,57
"455","Naive",440.743274112736,0.4,200,57
"456","Oracle",406.967102533659,1,511,57
"457","Lasso",255.180580595116,0.64,2300,58
"458","Ada Lasso",257.533480762251,0.64,6133,58
"459","Local prior",256.73197000148,0.62,3066,58
"460","Non local",259.061375964103,0.62,9200,58
"461","Ada mod",259.482248606545,0.62,9200,58
"462","Lasso mod",257.231821825028,0.58,3066,58
"463","Naive",272.677158614532,0.4,200,58
"464","Oracle",250.790260585181,1,511,58
"465","Lasso",78.5331840248306,0.68,920,59
"466","Ada Lasso",78.330580426383,0.68,1533,59
"467","Local prior",79.9010464901932,0.66,3680,59
"468","Non local",80.6103085720723,0.6,Inf,59
"469","Ada mod",79.49601051139,0.64,2628,59
"470","Lasso mod",79.6209631206265,0.62,1415,59
"471","Naive",87.6522896304607,0.4,200,59
"472","Oracle",76.5422849994537,1,497,59
"473","Lasso",118.519055423628,0.6,1022,60
"474","Ada Lasso",123.162515697265,0.64,3680,60
"475","Local prior",122.207900582011,0.66,3066,60
"476","Non local",126.993752014522,0.6,Inf,60
"477","Ada mod",119.275082642635,0.6,1314,60
"478","Lasso mod",120.136411975418,0.62,1150,60
"479","Naive",122.167773896544,0.4,200,60
"480","Oracle",113.959897487941,1,471,60
"481","Lasso",140.052026235191,0.58,1840,61
"482","Ada Lasso",142.078005040719,0.62,9200,61
"483","Local prior",143.154340773623,0.6,Inf,61
"484","Non local",143.154340773623,0.6,Inf,61
"485","Ada mod",139.960845337003,0.6,6133,61
"486","Lasso mod",141.089612626338,0.62,18400,61
"487","Naive",152.090088483881,0.4,200,61
"488","Oracle",140.779694656914,1,471,61
"489","Lasso",140.123844460834,0.46,593,62
"490","Ada Lasso",143.854465828565,0.64,2044,62
"491","Local prior",144.761547974111,0.58,1533,62
"492","Non local",151.534018825165,0.6,Inf,62
"493","Ada mod",146.11317076458,0.54,4600,62
"494","Lasso mod",138.551758517016,0.58,920,62
"495","Naive",155.760785535632,0.4,200,62
"496","Oracle",137.425265579349,1,541,62
"497","Lasso",292.310210423615,0.5,511,63
"498","Ada Lasso",294.974128617197,0.58,18400,63
"499","Local prior",295.558582159362,0.6,9200,63
"500","Non local",301.481136436842,0.6,Inf,63
"501","Ada mod",301.481136436842,0.6,Inf,63
"502","Lasso mod",294.556089222703,0.54,1082,63
"503","Naive",302.449983309254,0.4,200,63
"504","Oracle",284.880905538316,1,525,63
"505","Lasso",295.915457013504,0.56,1022,64
"506","Ada Lasso",303.247064671963,0.64,9200,64
"507","Local prior",306.547598222835,0.62,18400,64
"508","Non local",316.794397339022,0.6,Inf,64
"509","Ada mod",299.791059728373,0.56,2044,64
"510","Lasso mod",299.956045614964,0.58,1150,64
"511","Naive",332.574776210329,0.4,200,64
"512","Oracle",292.976882111604,1,593,64
"513","Lasso",167.811601599042,0.68,920,65
"514","Ada Lasso",165.743436157913,0.64,1672,65
"515","Local prior",172.120878913072,0.66,3066,65
"516","Non local",181.652679394405,0.6,Inf,65
"517","Ada mod",167.692065418611,0.64,1022,65
"518","Lasso mod",170.620378808733,0.62,1533,65
"519","Naive",187.038160387078,0.4,200,65
"520","Oracle",164.953839120048,1,497,65
"521","Lasso",272.306228932229,0.6,1150,66
"522","Ada Lasso",274.849247740515,0.62,9200,66
"523","Local prior",274.849247740515,0.62,9200,66
"524","Non local",274.849247740515,0.62,9200,66
"525","Ada mod",287.117857776526,0.62,18400,66
"526","Lasso mod",271.83611843941,0.58,1150,66
"527","Naive",289.819244204279,0.4,200,66
"528","Oracle",267.610632488147,1,575,66
"529","Lasso",216.031773289268,0.62,920,67
"530","Ada Lasso",220.013666516743,0.62,3066,67
"531","Local prior",220.013666516743,0.62,3066,67
"532","Non local",232.025828251583,0.6,Inf,67
"533","Ada mod",215.404447485903,0.62,800,67
"534","Lasso mod",232.025828251583,0.6,Inf,67
"535","Naive",255.325944671397,0.4,200,67
"536","Oracle",219.190247098905,1,525,67
"537","Lasso",258.12402349164,0.62,9200,68
"538","Ada Lasso",264.840648029598,0.6,Inf,68
"539","Local prior",258.12402349164,0.62,9200,68
"540","Non local",264.840648029598,0.6,Inf,68
"541","Ada mod",264.840648029598,0.6,Inf,68
"542","Lasso mod",264.840648029598,0.6,Inf,68
"543","Naive",271.950839226898,0.4,200,68
"544","Oracle",245.875922559171,1,471,68
"545","Lasso",407.693667439699,0.58,427,69
"546","Ada Lasso",399.892427324503,0.64,3680,69
"547","Local prior",398.976096941648,0.66,2300,69
"548","Non local",407.331733796353,0.62,9200,69
"549","Ada mod",403.37690136029,0.5,2628,69
"550","Lasso mod",404.812398172087,0.54,6133,69
"551","Naive",432.08488629629,0.4,200,69
"552","Oracle",392.357242421002,1,511,69
"553","Lasso",275.033673937138,0.72,2628,70
"554","Ada Lasso",287.682682170782,0.62,18400,70
"555","Local prior",287.682682170782,0.62,18400,70
"556","Non local",287.682682170782,0.62,18400,70
"557","Ada mod",275.373088020368,0.74,1415,70
"558","Lasso mod",275.768828114511,0.72,2044,70
"559","Naive",311.97631056179,0.4,200,70
"560","Oracle",274.866684727723,1,541,70
"561","Lasso",270.249924223855,0.62,800,71
"562","Ada Lasso",268.183454989993,0.62,1840,71
"563","Local prior",265.095514453616,0.6,2628,71
"564","Non local",264.093417312022,0.62,4600,71
"565","Ada mod",270.071002028266,0.62,736,71
"566","Lasso mod",264.136373063071,0.6,1672,71
"567","Naive",288.918633387554,0.4,200,71
"568","Oracle",272.905666746471,1,497,71
"569","Lasso",207.834684382746,0.66,541,72
"570","Ada Lasso",208.145831275338,0.62,2044,72
"571","Local prior",210.623661704957,0.64,6133,72
"572","Non local",211.870519597389,0.62,9200,72
"573","Ada mod",205.677888694056,0.66,634,72
"574","Lasso mod",204.062564536549,0.6,613,72
"575","Naive",219.550197059734,0.4,200,72
"576","Oracle",201.415479958014,1,525,72
"577","Lasso",85.5939860406395,0.62,427,73
"578","Ada Lasso",86.3158896610021,0.64,4600,73
